No.,Equipment Name,Serial No,SITE,Rated Power (MVA),HV Rate (kV),LV Rate (kV),Rated Voltage (kV),Service Type,Service Age (Year),Condition Health Index,Health Index Status,Estimated DP (From Furan),Estimated Remaining Life time (Year),Visual Inspection,Active Part,Insulation Resistance & PI,Insulation Power Factor,Exciting Current,Ratio&Polarity,Winding Resistance,1∅ Short Circuit Impedance,3∅ Short Circuit Impedance,Core to Ground,Bushing,Surge Arrester,Dynamic Resistance Measurement (OLTC),Frequency Response Analysis (FRA),%Moisture in paper (FDS),Main Tank Oil,DGA,Water Content,Dielectric Breakdown,PF at 25 °C,PF at 100 °C,Conductivity,Interfratial Tension (IFT),Acidity,Color,Inhibitor,Corrosive Sulfur,Passivator,Furan,Sludge,OLTC Oil,DGA (OLTC),Dielectric Breakdown (OLTC),Water Content (OLTC),Date To Assess,FAT,2011,2012,2013,Last PM,Next PM,Recommendation
92,Coal Harbor Tower 1,K757927,GSPP2&3,0.8,6.9,0.4,6.9/0.4,Auxiliary,25,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
93,Coal Harbor Tower 2,K757926,GSPP2&3,1,6.9,0.4,6.9/0.4,Auxiliary,25,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
94,1APC-XF-11 (Block1 SUS11),332162H5018727A,GSPP2&3,2.882,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
95,1APC-XF-12 (Block1 SUS12),332162H501_8727B,GSPP2&3,2.882,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
96,1APC-XF-21 (Block1 SUS21),332162H501_8727E,GSPP2&3,2.882,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
97,1APC-XF-22 (Block1 SUS22),332162H502_8727F,GSPP2&3,2.882,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
98,1APC-XF-23 (Block1 SUS23),331000H509_8727J,GSPP2&3,1.333,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
99,2APC-XF-11 (Block2 SUS11),332152H501_8727C,GSPP2&3,2.882,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
100,2APC-XF-12 (Block2 SUS12),331000H508_8727I,GSPP2&3,2.882,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
101,2APC-XF-21 (Block2 SUS21),332162H501_8727D,GSPP2&3,2.882,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
102,2APC-XF-22 (Block2 SUS22),332162H502_8727G,GSPP2&3,2.882,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
103,2APC-XF-23  (Block2 SUS23),332162H502_8727H,GSPP2&3,1.333,6.9,0.4,6.9/0.4,Auxiliary,29,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
104,CFB3 SUS11,VN85030801_1,GSPP2&3,2.5,6.9,0.4,6.9/0.4,Auxiliary,18,88,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
105,CFB3 SUS12,VN85030801_2,GSPP2&3,2.5,6.9,0.4,6.9/0.4,Auxiliary,18,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
106,Wharehouse SST,FC203816,GSPP2&3,1.6,6.9,0.4,6.9/0.4,Auxiliary,17,81,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
107,51BFT11 (CTG5 SUS11),1LKR091730,GSPP2&3,3.325,6.9,0.4,6.9/0.4,Auxiliary,17,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
108,51BFT12 (CTG5 SUS12),1LKR091729,GSPP2&3,3.325,6.9,0.4,6.9/0.4,Auxiliary,17,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
109,51BFT13 (Electrochlorination Plant),1LKR091731,GSPP2&3,0.4,6.9,0.4,6.9/0.4,Auxiliary,17,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
110,31BFT10 (CTG3A SUS),1LKR050450TER,GSPP2&3,1,6.9,0.4,6.9/0.4,Auxiliary,21,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
111,32BFT10 (CTG3B SUS),1LKR040038TER,GSPP2&3,1,6.9,0.4,6.9/0.4,Auxiliary,22,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
112,REC-TR1 (Rectifier),6210508,GSPP2&3,0.8,6.9,0.077,6.9/0.077,Auxiliary,-,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
113,REC-TR2 (Rectifier),6210509,GSPP2&3,0.8,6.9,0.077,6.9/0.077,Auxiliary,-,72,Monitor,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
114,50MBJ01 (CTG5 SFC),K810289,GSPP2&3,2.9,6.9,1.8,6.9/1.8,Auxiliary,16,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
115,50MKC01 (CTG5 SEE),K810290,GSPP2&3,1.43,6.9,0.5,6.9/0.5,Auxiliary,16,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
116,52MKC01 (STG5 SEE),K810291,GSPP2&3,0.85,6.9,0.54,6.9/0.54,Auxiliary,16,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
117,51PBQ20,xxx,GSPP2&3,,,,/,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,CFB3 Back Up,4202021,GSPP2&3,0.5,6.9,0.4,6.9/0.4,Auxiliary,27,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,KT51A,6012333,MTP-1,40,115,22,115/22,Distribution,8,85,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,EKT51A,6110289,MTP-1,0.5,22,0.4,22/0.4,Auxiliary,8,92,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,TR141,4011560,MTP-3,1,22,0.4,22/0.4,Auxiliary,29,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,1BDT10GT001,190869,RDF,13,22,6.9,22/6.9,GSUT,6,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,TR1,61310601,RDF,3,22,0.4,22/0.4,Distribution,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,1BFT11GT001,196057,RDF,3,6.9,0.4,6.9/0.4,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,1BFT12GT001,196058,RDF,3,6.9,0.4,6.9/0.4,Auxiliary,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,SPARE  3 MVA 22/11 kV (Scrap),63310466,Scrap,3,22,11,22/11,,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,SPARE 0.315 MVA 22/0.4 kV (Scrap),3710737,Scrap,0.315,22,0.4,22/0.4,,31,74,Monitor,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,SPARE 0.315 MVA 22/0.4 kV (Scrap),3710738,Scrap,0.315,22,0.4,22/0.4,,31,82,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,SPARE 50 MVA 123/11 kV,4710346,SPARE GSPP2&3,50,123,11,123/11,,22,100,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
118,SPARE 63.5 MVA 123/11 kV,EDP021401,SPARE GSPP2&3,63.5,123,11,123/11,,-,96,Healthy,950,25,A,A,A,A,A,A,A,,,,A,A,,,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,-,Routine Inspection & Maintenance.
