SERIAL_NUMBER,DEVICE_CODE,LOCAL_EQUIPMENT_CODE,SITE,COMPANY_CODE,LOCATION_CODE,MANUFACTURING_DATE,BRAND,MANUFACTURER_COMPANY,MADE_IN,MODEL_TYPE,POWER_RATING,POWER_RATING_DETAIL,HV_RATED,LV_RATED,LV2_RATED,HV_RATED_A,LV_RATED_A,LV2_RATED_A,TYPE_OF_COOLING,TAP_CHANGER_TYPE,PHASES,VECTOR_GROUP,IMPEDANCE_MIDDLE_TAP,IMPEDANCE_DETAIL,STANDARD,TEMP_RISE_MAX,WINDING_INSULATION,TYPE_OF_INSULATION,TOTAL_MASS,CORE_AND_COIL_MASS,TANK_AND_FITTING_MASS,OIL_MASS,SHIPPING_MASS,OIL_QUANTITY,DIMENSION,SPECIFICATION,APPLICATION,BUSHING_LV_TYPE,BUSHING_HV_TYPE,REMARK,DATA,NO_WINDING,LOCATION_GPS,FILEUPLOAD,Service_Type,SPARE2,SPARE3,GI,API,IOI,OLTCI,BI,ARI,DGA,HI,Result_Date
TP70279703,35-61-61BAT01,KT1A,GHECO-ONE,25,35,2010-01-01 00:00:00,HICO,HYOSONG CORPERATION,KOREA,,875000,525/700/875 MVA,245,23,,2194,21964,,ONAN/ONAF/ODAF,OLTC3,3,YNd11,12,12(AT 875MVA),IEC 60076,70/60,70,Mineral Oil,525500,286200,118500,120800,333800,,,"TRANSFORMER, OIL TYPE, 875MVA, 245KV/23KV, HICO",EMM,OIL-TO-AIR,OIL-TO-SF6,,OIL TYPE,2,"12.674744593175019, 101.13628333251064",,GSUT,,100,5,20,15,20,12,0,0,90,2024-02-15
VN13700701_1,35-61-61BGT04,LV Transformer CHS-4 (ER-2),GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,1500,,10.5,0.42,,82.5,2062,,AN,NLTC,3,Dyn1,6.04,,IEC 60076,100,F,Cast Resin,4300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.679628, 101.134479",,Auxiliary Transformer,,100,5,18,0,,,,,92,2020-09-22
VN13700701_2,35-61-61BGT03,LV Transformer CHS-3 (ER-2),GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,1500,,10.5,0.42,,82.5,2062,,AN,NLTC,3,Dyn1,6.04,,IEC 60076,100,F,Cast Resin,4300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.679626, 101.134394",,Auxiliary Transformer,,100,5,15,0,,,,,80,2021-05-27
VN13700702_1,35-61-61BGT06,LV Transformer CHS-2 (ER-1),GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,1000,,10.5,0.42,,55,1374.6,,AN,NLTC,3,Dyn1,5.85,,IEC 60076,100,F,Cast Resin,3150,,,,,,,,Plant Maintenance,Others,Oil-To-SF6,,DRY TYPE,2,"12.67434, 101.133465",,Auxiliary Transformer,,100,5,18,0,,,,,92,2019-10-02
VN13700702_2,35-61-61BGT05,LV Transformer CHS-1 (ER-1),GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,1000,,10.5,0.42,,55,1374.6,,AN,NLTC,3,Dyn1,5.82,,IEC 60076,100,F,Cast Resin,3150,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.674383, 101.133465",,Auxiliary Transformer,,100,5,15,0,,,,,80,2021-05-27
VN85040201_1,35-61-61BFT01,LV Transformer-1,GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,-,2500,-,10.5,0.42,,137.5,3436.6,,AN,NLTC,3,Dyn1,9.48,9.48% at 120 C,IEC60076,100,F,Cast Resin,6300,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675001, 101.135601",,Auxiliary Transformer,,100,5,15,0,,,,,80,2021-05-27
VN85040201_2,35-61-61BFT02,LV Transformer-2,GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,-,2500,-,10.5,0.42,,137.5,3436.6,,AN,NLTC,3,Dyn1,9.52,9.52% at 120C,IEC60076,100,F,Cast Resin,6300,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.675007, 101.135657",,Auxiliary Transformer,,100,5,20,0,,,,,100,2019-10-02
VN85040201_3,35-61-61BFT03,LV Transformer-3,GHECO-ONE,35,61,2010-02-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,2500,,10.5,0.42,,137,3436.6,,AN,NLTC,3,Dyn1,9.55,,IEC 60076,100,F,Cast Resin,6300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675009, 101.135719",,Auxiliary Transformer,,100,5,15,0,,,,,80,2021-05-27
VN85040201_4,35-61-61BFT04,LV Transformer-4,GHECO-ONE,35,61,2010-02-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,2500,,10.5,0.42,,137,3436.6,,AN,NLTC,3,Dyn1,9.51,,IEC 60076,100,F,Cast Resin,6300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675012, 101.135781",,Auxiliary Transformer,,100,5,18,0,,,,,92,2019-10-02
VN85040202_1,35-61-61BGT09,LV Transformer SWFGD-1,GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,1500,,10.5,0.42,,82.5,2062,,AN,NLTC,3,Dyn1,5.99,,IEC 60076,100,F,Cast Resin,4300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675058, 101.13442",,Auxiliary Transformer,,100,5,17,0,,,,,88,2021-05-27
VN85040202_2,35-61-61BGT10,LV Transformer SWFGD-2,GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,1500,,10.5,0.42,,82.5,2062,,AN,NLTC,3,Dyn1,5.99,,IEC 60076,100,F,Cast Resin,4300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675059, 101.134451",,Auxiliary Transformer,,100,5,20,0,,,,,100,2019-10-02
VN85040204_1,35-61-61BFT05,LV Transformer-5,GHECO-ONE,35,61,2010-02-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,2500,,10.5,0.42,,137.5,3436.6,,AN,NLTC,3,Dyn1,10.48,,IEC 60076,100,F,Cast Resin,6300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675014, 101.135839",,Auxiliary Transformer,,100,5,18,0,,,,,92,2019-10-02
VN85040204_2,35-61-61BFT06,LV Transformer-6,GHECO-ONE,35,61,2010-02-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,2500,,10.5,0.42,,137.5,3436.6,,AN,NLTC,3,Dyn1,10.52,,IEC 60076,100,F,Cast Resin,6300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.674957, 101.135608",,Auxiliary Transformer,,100,5,15,0,,,,,80,2021-05-27
VN85042301_1,35-61-61BGT01,LV Transformer ESP-1,GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,3500,,10.5,0.42,,192.5,4811.3,,AN,NLTC,3,Dyn1,5.85,,IEC 60076,100,F,Cast Resin,8600,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675078, 101.134416",,Auxiliary Transformer,,100,5,18,0,,,,,92,2019-10-02
VN85042301_2,35-61-61BGT02,LV Transformer ESP-2,GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,3500,,10.5,0.42,,192.5,4811.3,,AN,NLTC,3,Dyn1,5.81,,IEC 60076,100,F,Cast Resin,8600,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675081, 101.134454",,Auxiliary Transformer,,100,5,18,0,,,,,92,2019-10-02
VN85042302_1,35-61-61BGT08,LV Transformer ASH-2,GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,1500,,10.5,0.42,,82.5,2062,,AN,NLTC,3,Dyn1,5.91,,IEC 60076,100,F,Cast Resin,4300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675179, 101.135217",,Auxiliary Transformer,,100,5,17,0,,,,,88,2019-10-02
VN85042302_2,35-61-61BGT07,LV Transformer ASH-1,GHECO-ONE,35,61,2010-01-01 00:00:00,HYOSUNG,HYOSUNG,KOREA,,1500,,10.5,0.42,,82.5,2062,,AN,NLTC,3,Dyn1,5.96,,IEC 60076,100,F,Cast Resin,4300,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.675173, 101.135146",,Auxiliary Transformer,,100,5,17,0,,,,,88,2021-05-27
6012333,31-90-DPPA-XF-KT51A,KT51A.91.EN,MTP1,20,,2018-10-10 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,PT 3W 44 220/115,40000,30MVA/40MVA,115,22,,200.8,1050,,ONAN/ONAF,OLTC1,3,Dyn1,12.78,12.78 AT 80C,IEEE C57.12.00,60/60,-,Mineral Oil,67000,-,12800,15600,57000,-,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.695392, 101.131777",,Distribution Transformer,,100,5,20,15,20,20,20,20,100,2026-04-20
6110289,31-90-DPPA-XF-EKT51A,EKT51A,MTP1,31,90,2018-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,,500,,22,0.4,,13.1,721.7,,ONAN,NLTC,3,Dyn11,6.24,6.24 % at 75 C,IEEE C57.12.00,55/55,-,Mineral Oil,3350,,,,,560,,,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.695402, 101.131824",,Auxiliary Transformer,,100,5,17,15,,,,,93,2024-02-01
4011560,TR141,TR141.10.EN,MTP3,-,-,1997-01-01 00:00:00,TIRATHAI,TIRATHAI,THAILAND,LH.18,1000,-,22,0.4,,26.24,1443.4,,ONAN,NLTC,3,Dyn11,5.97,-,TIS.384,65,-,Mineral Oil,3135,-,-,-,-,732,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.697813, 101.120556",,Auxiliary Transformer,,100,5,17,15,,,,,93,2021-05-17
190869,1BDT10GT001,1BDT10GT001,RDF,-,-,2020-04-29 00:00:00,THAI TRAFO,"THAI TRAFO MANUFACTURING CO., LTD.",THAILAND,-,10000,-,22,6.9,,262.43,836.74,,ONAN,OLTC1,3,YNd1,7.34,,IEC 60076,55,,Mineral Oil,,,,,,7600,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,,,GSUT,,,,,,,,,,0,
14231662_1,23-90-ED-XT-TR3,TCC-TR3,SITE2,22,21-90-ED-XT-TR3.20.EN,1993-01-01 00:00:00,ABB TRAFO-BB,ABB,,DYHK,1600,-,6.6,0.4,,140,2309.4,,AN,NLTC,3,Dyn11,6.0,-,IEC726,,F,Mineral Oil,4110,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.695767, 101.145129",,Auxiliary Transformer,,100,5,20,0,,,,,100,2019-09-16
14231662_2,23-90-ED-XT-TR1,TCC-TR1,SITE2,22,21-90-ED-XT-TR1.20.EN,1993-01-01 00:00:00,ABB TRAFO-BB,ABB,,DYHK,1600,-,6.6,0.4,,140,2309.4,,AN,NLTC,3,Dyn11,6.0,,IEC726,,F,Mineral Oil,4110,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.694207, 101.144811",,Auxiliary Transformer,,100,5,20,0,,,,,100,2019-09-16
14231662_3,23-90-ED-XT-TR2,TCC-TR2,SITE2,22,21-90-ED-XT-TR2.20.EN,1993-01-01 00:00:00,ABB TRAFO-BB,ABB,,DYHK,1600,-,6.6,0.4,,140,2309.4,,AN,NLTC,3,Dyn11,6.0,-,IEC726,,F,Mineral Oil,4110,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.694207, 101.144811",,Auxiliary Transformer,,100,5,19,0,,,,,96,2019-09-16
14231662_4,23-90-ED-XT-TR4,TCC-TR4,SITE2,22,21-90-ED-XT-TR4.20.EN,1993-01-01 00:00:00,ABB TRAFO-BB,ABB,,DYHK,1600,-,6.6,0.4,,140,2309.4,,AN,NLTC,3,Dyn11,6.0,-,IEC726,,F,Mineral Oil,,,,,,,,,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.694207, 101.144811",,Auxiliary Transformer,,100,5,20,0,,,,,100,2019-09-16
3710737,-,Spare Transformer from ETR1,SITE2,22,90,1995-01-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,DKLH,315,,22,0.4,,25,455,,ONAN,NLTC,3,ZNyn11,5.78,,IEC60076,60/65,,Mineral Oil,5170,,,,,1395,,,,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,,,Auxiliary Transformer,,100,5,16,9,,,,,75,2022-11-30
3710738,-,Spare Transformer from ETR2,SITE2,22,90,1995-01-01 00:00:00,TIRATHAI,"TIRATHAI CO.,LTD.",THAILAND,DKLH,315,,22,0.4,,25,455,,ONAN,NLTC,3,ZNyn11,5.77,,IEC60076,60/65,,Mineral Oil,5170,,,,,1395,,,,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,,,Auxiliary Transformer,,100,5,16,0,,,,,53,2022-11-30
383204884,22-22-2BBBT10,GT2B Bleeding,SITE2,22,11,1995-11-27 00:00:00,EKARAT,"EKARAT ENGINEERING PUBLIC CO., LTD.",THAILAND,5344501101,4500,,11,6.9,,236.19,376.53,,ONAN,NLTC,3,Dyn11,6.72,,,,,Mineral Oil,9215,,,,,2170,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694108, 101.145629",,Auxiliary Transformer,,100,5,17,15,,,,,93,2024-09-22
383204886,22-23-2CBBT10,GT2C Bleeding,SITE2,22,23,1995-11-27 00:00:00,EAKARAT,"EKARA ENGINEERING PUBLIC CO., LTD.",THAILAND,5344501101,4500,,11,6.9,,236.19,376.53,,ONAN,NLTC,3,Dyn11,6.82,,,,,Mineral Oil,9215,,,,,2170,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694108, 101.145886",,Auxiliary Transformer,,100,5,18,15,,,,,95,2021-08-26
3902641,22-22-2BBFT10,2BBFT10.20.EN,SITE2,22,22,1996-01-01 00:00:00,SGB,-,Germany,DTTH2500/10,2500,2500kVA,6.6,0.4,,218.69,3608.44,,AN,NLTC,3,Dyn11,6.09,-,-,-,-,Cast Resin,5670,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,,DRY TYPE,2,"12.694483, 101.145507",,Auxiliary Transformer,,66.67,5,19,0,,,,,96,2019-07-03
3902642,22-23-2CBFT10,2CBFT10.20.EN,SITE2,22,23,1996-01-01 00:00:00,SGB,-,Germany,DTTH2500/10,2500,2500kVA,6.6,0.4,,218.69,3608.44,,AN,NLTC,3,Dyn11,6.1,-,-,-,-,Cast Resin,5670,-,-,-,-,-,-,-,Plant Maintenance,Others,Others,-,DRY TYPE,2,"12.694439, 101.145505",,Auxiliary Transformer,,66.67,5,20,0,,,,,100,2019-07-03
3905095,23-90-EDTRF-TCC1,TCC-TR7,SITE2,23,90,1996-07-25 00:00:00,EAKARAT,"EKARA ENGINEERING PUBLIC CO., LTD.",THAILAND,5144002206,4000,,22,6.6,,104.97,349.91,,ONAN,NLTC,3,Dyn11,6.69,,,60,,Mineral Oil,10070,,,,,2520,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.695836, 101.145181",,Auxiliary Transformer,,100,5,15,15,,,,,88,2020-04-22
4710348,22-22-2BBAT10,GT2B GSUT,SITE2,22,22,2005-04-02 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,PT3W 52 500/123,50000,38.5/50MVA,123,11,,234.7,2624,,ONAN/ONAF,NLTC,3,YNd11,10.85,11.14/10.85/10.61(POS 1/3/5),IEEE C57.12.00,55/50,55,Mineral Oil,65000,31700,13600,16800,55000,18600,,"TRANSFORMER, OIL TYPE, 50MVA, 123KV/11KV, TIRATHAI",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,2,"12.694182, 101.145626",1525161154-2BBAT10.02.EN-01.jpg,GSUT,,100,5,20,15,0,20,20,20,100,2026-02-04
4710349,22-23-2CBAT10,GT2C GSUT,SITE2,22,22,2005-05-01 00:00:00,TIRATHAI,"TIRA THAI CO., LTD.",THAILAND,PT3W 52 500/123,50000,38.5/50MVA,123,11,,234.7,2624,,ONAN/ONAF,NLTC,3,YNd11,10.8,11.05/10.80/10.56(POS 1/3/5),IEEE C57.12.00,55/50,55,Mineral Oil,65000,31700,13600,16800,55000,18600,,"TRANSFORMER, OIL TYPE, 50MVA, 123KV/11KV, TIRATHAI",EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.694171, 101.145887",1525161191-2CBAT10.02.EN-02.jpg,GSUT,,91.67,5,20,15,0,20,14.666,14.666,93,2026-06-19
50310092,23-90-EDTRF-TCC3,TCC-TR5,SITE2,23,90,2007-02-19 00:00:00,QTC,"QTC Energy CO., LTD",THAILAND,,1600,,22,0.4,,41.99,2309.4,,ONAN,NLTC,3,Dyn11,6.44,,,,,Mineral Oil,5260,3430,,1040,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.695327, 101.145086",,Auxiliary Transformer,,100,5,17,15,,,,,93,2019-10-26
508038,22-90-00ATC20 (TR2),TR2,SITE2,22,22,1994-01-01 00:00:00,ABB,ABB LIMITED,THAILAND,TA1,50000,30/50MVA,115,23,,255.46,1255.1,,ONAN/ONAF,OLTC1,3,YNd1,18.88,20.13/18.88/18.42(POS 1/10/19),IEC 60076,60/55,60,Mineral Oil,65530,27000,20600,17930,55000,,,"TRANSFORMER, OIL TYPE, 50MVA, 115KV/23KV, ABB",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,2,"12.694585, 101.144871",1524211245-TR2.02.EN-01.jpg,Distribution Transformer,,91.67,5,20,15,20,20,4,4,84,2026-06-18
5310991,22-90-00ATN30 (ETR3),ETR3,SITE2,22,90,2010-01-06 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,LH18,315,-,22,0.4,,8.3,454.7,,ONAN,NLTC,3,ZNyn11,5.71,,IEC 60 289,55,A,Mineral Oil,5100,2800,-,-,-,1340,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.694508, 101.144857",,Auxiliary Transformer,,100,5,17,15,,,,,93,2023-09-19
54001,22-90-00ATC30 (TR3),TR3,SITE2,20,31,1994-01-01 00:00:00,ABB,ABB LIMITED,THAILAND,TrafoStar,50000,30/50MVA,115,23,,255.46,1255.1,,ONAN/ONAF,OLTC1,3,YNd1,18.88,20.13/18.88/18.42(POS 1/10/19),IEC 60076,60/55,60,Mineral Oil,65530,27000,20600,17930,55000,,,"TRANSFORMER, OIL TYPE, 50MVA, 115KV/23KV, ABB",EMM,OIL-TO-AIR,OIL-TO-AIR,EMM,OIL TYPE,2,"12.694469, 101.14487",,Distribution Transformer,,100,5,20,15,20,20,20,20,100,2026-06-18
54002,22-90-00ATC10 (TR1),TR1,SITE2,22,22,1994-01-01 00:00:00,ABB,ABB LIMITED,THAILAND,TA1,50000,30/50MVA,115,23,,255.46,1255.1,,ONAN/ONAF,OLTC1,3,YNd1,18.88,20.13/18.88/18.42(POS 1/10/19),IEC 60076,60/55,60,Mineral Oil,65530,27000,20600,17930,55000,,,"TRANSFORMER, OIL TYPE, 50MVA, 115KV/23KV, ABB",EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.694698, 101.144868",1525156889-TR1.02.EN-01.jpg,Distribution Transformer,,100,5,20,15,16,20,20,20,96,2023-03-06
56118448EE,23-90-EDTRF-TCC2,TCC-TR6,SITE2,23,90,2013-05-13 00:00:00,EKARAT,"EKARA ENGINEERING PUBLIC CO., LTD.",THAILAND,53420022L3,2000,,22,0.4,,52.49,2886.75,,ONAN,NLTC,3,Dyn11,6.16,,,60,,Mineral Oil,5412,,,,,1550,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.695846, 101.145239",,Auxiliary Transformer,,22.22,5,20,15,,,,,100,2019-10-24
6310534,61BAT10,GTG61 GSUT,SITE2,-,-,2021-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,PT 4W 74 585/120,65000,58/65 MVA,120,11,,312.7,3412,,ONAN/ONAF,OLTC1,3,YNd11,14.47,14.47% at 65 MVA,IEC 60076,46/51,-,Mineral Oil,88000,-,22400,18600,69000,-,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.694885, 101.144959",,GSUT,,8.33,5,20,15,0,0,0,0,100,2023-03-20
6310535,42BAT10,GTG42 GSUT,SITE2,-,-,2021-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,PT 4W 74 585/120,65000,58/65 MVA,120,11,,312.7,3412,,ONAN/ONAF,OLTC1,3,YNd11,14.47,14.47% at 65 MVA,IEC 60076,46/51,-,Mineral Oil,88000,-,22400,18600,69000,,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.695089, 101.144955",,GSUT,,100,5,20,15,20,20,20,20,100,2026-07-31
6310536,62BAT10,GTG62 GSUT,SITE2,-,-,2021-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,PT 4W 74 585/120,65000,58/65 MVA,120,11,,312.7,3412,,ONAN/ONAF,OLTC1,3,YNd11,14.43,14.43% at 65 MVA,IEC 60076,51,-,Mineral Oil,88000,-,22400,18600,69000,-,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.694808, 101.144951",,GSUT,,8.33,5,20,15,0,0,0,0,100,2023-03-20
6310537,41BAT10,GTG41 GSUT,SITE2,-,-,2021-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,THAILAND,PT 4W 74 585/120,65000,58/65 MVA,120,11,,312.7,3412,,ONAN/ONAF,OLTC1,3,YNd11,14.44,14.44% at 65 MVA,IEC 60076,51,-,Mineral Oil,88000,46000,22400,18600,-,-,-,-,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"12.695159, 101.144959",,GSUT,,100,5,20,15,0,20,20,20,100,2026-07-31
6410130,42BBT10CE101,42BBT10,SITE2,,,2021-01-01 00:00:00,TIRA THAI,TIRA THAI PUBLIC COMPANY LIMITED,THAILAND,,6000,6000 kVA,11,6.6,,,,,ONAN,NLTC,3,Dyn5,8.0,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694579, 101.145863",,Unit Auxiliary Transformer,,100,5,20,15,0,0,0,0,100,2026-04-19
6410131,61BBT10CE101,61BBT10,SITE2,,,2021-01-01 00:00:00,TIRA THAI,TIRA THAI PUBLIC COMPANY LIMITED,THAILAND,,6000,6000 kVA,11,6.6,,,,,ONAN,NLTC,3,Dyn5,8.0,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694573, 101.145798",,Unit Auxiliary Transformer,,100,5,20,15,0,0,0,0,100,2026-04-19
6410132,62BBT10CE101,62BBT10,SITE2,,,2021-01-01 00:00:00,TIRA THAI,TIRA THAI PUBLIC COMPANY LIMITED,THAILAND,,6000,6000 KVA,11,6.6,,,,,ONAN,NLTC,3,Dyn5,8.0,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694573, 101.145749",,Unit Auxiliary Transformer,,,,,,,,,,0,
6410133,40BFT10,40BFT10,SITE2,,,2021-01-01 00:00:00,TIRA THAI,TIRA THAI PUBLIC COMPANY LIMITED,THAILAND,,1250,1250 kVA,11,0.415,,,,,ONAN,NLTC,3,Dyn5,7.5,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694422, 101.14598",,Auxiliary Transformer,,,,,,,,,,0,
6410134,40BFT20,40BFT20,SITE2,,,2021-01-01 00:00:00,TIRA THAI,TIRA THAI PUBLIC COMPANY LIMITED,THAILAND,,1250,1250 kVA,11,0.415,,,,,ONAN,NLTC,3,Dyn5,7.5,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694464, 101.145978",,Auxiliary Transformer,,,,,,,,,,0,
6410135,60BFT10,60BFT10,SITE2,,,2021-01-01 00:00:00,TIRA THAI,TIRA THAI PUBLIC COMPANY LIMITED,THAILAND,,1250,1250 kVA,11,0.415,,,,,ONAN,NLTC,3,Dyn5,7.5,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694502, 101.145977",,Auxiliary Transformer,,,,,,,,,,0,
6410136,60BFT20,60BFT20,SITE2,,,2021-01-01 00:00:00,TIRA THAI,TIRA THAI PUBLIC COMPANY LIMITED,THAILAND,,1250,1250 kVA,11,0.415,,,,,ONAN,NLTC,3,Dyn5,7.5,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694539, 101.145984",,Auxiliary Transformer,,,,,,,,,,0,
6410137,41BBT10CE101,41BBT10,SITE2,,,2021-01-01 00:00:00,TIRA THAI,TIRA THAI PUBLIC COMPANY LIMITED,THAILAND,,6000,6000 KVA,11,6.6,,,,,ONAN,NLTC,3,Dyn5,8.0,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694579, 101.145917",,Unit Auxiliary Transformer,,77.78,5,20,15,,,,,100,2026-02-04
6611059,22-90-00ATN10 (ETR1),ETR1,SITE2,,,2023-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,Thailand,LH18,315,315kVA,22,0.4,,8.3,454.7,,ONAN,NLTC,3,ZNyn11,5.89,75C at 315kVA,IEC60289,,,Mineral Oil,4970,2430,,,,1300,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694733, 101.14485",,Auxiliary Transformer,,,,,,,,,,0,
6611060,22-90-00ATN20 (ETR2),ETR2,SITE2,-,-,2023-01-01 00:00:00,TIRATHAI,TIRATHAI PUBLIC COMPANY LIMITED,Thailand,LH18,315,315kVA,22,0.4,,8.3,454.7,,ONAN,NLTC,3,ZNyn11,,75C at 315kVA,IEC60289,,-,Mineral Oil,4970,2430,-,-,,1300,-,-,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"12.694619, 101.144848",,Auxiliary Transformer,,,,,,,,,,0,
E541351_1,41BFT30GT005,GTG41 Starting Transformer,SITE2,,,2021-01-01 00:00:00,UNI TRAFO,,,,1250,1250 kVA,11,0.69,0.69,,,,ONAN,NLTC,3,Dyn11d0,6,,,,,Mineral Oil,,,,,,,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"12.694668842591602, 101.14581079099497",,Auxiliary Transformer,,,,,,,,,,0,
