SERIAL_NUMBER,DEVICE_CODE,LOCAL_EQUIPMENT_CODE,SITE,COMPANY_CODE,LOCATION_CODE,MANUFACTURING_DATE,BRAND,MANUFACTURER_COMPANY,MADE_IN,MODEL_TYPE,POWER_RATING,POWER_RATING_DETAIL,HV_RATED,LV_RATED,LV2_RATED,HV_RATED_A,LV_RATED_A,LV2_RATED_A,TYPE_OF_COOLING,TAP_CHANGER_TYPE,PHASES,VECTOR_GROUP,IMPEDANCE_MIDDLE_TAP,IMPEDANCE_DETAIL,STANDARD,TEMP_RISE_MAX,WINDING_INSULATION,TYPE_OF_INSULATION,TOTAL_MASS,CORE_AND_COIL_MASS,TANK_AND_FITTING_MASS,OIL_MASS,SHIPPING_MASS,OIL_QUANTITY,DIMENSION,SPECIFICATION,APPLICATION,BUSHING_LV_TYPE,BUSHING_HV_TYPE,REMARK,DATA,NO_WINDING,LOCATION_GPS,FILEUPLOAD,Service_Type,SPARE2,SPARE3,GI,API,IOI,OLTCI,BI,ARI,DGA,HI,Result_Date
ET8712_2,16-12-GEN-T201,TR201,SITE5,26,16,1993-01-01 00:00:00,Crompton Greaves,CG Transformer,INDIA,,48000,48MVA,123,11,,225.3,2519.3,,ONAN,OLTC1,3,YNd1,11.8,"11.8AT48MVA,Tap6",IEC 60076,50/55 (OIL/WINDING),,Mineral Oil,89000,,,19950,,22800,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.00076, 101.13671",,GSUT,,16.67,5,20,15,20,0,0,0,100,2024-01-25
ET8713/1,16-18-GEN-T301,TR301,SITE5,-,-,1999-01-01 00:00:00,CROMPTON GREAVES,"CG TRANSFORMER AND REACTOR CO., LTD",INDIA,-,52000,52 MVA,123,10.5,,244.1,2859.3,,ONAN,OLTC1,3,YNd1,11.71,10.76/11.71/14.55 (1/6/17) at 52 MVA,IEC 76-1976/1993,50/55,-,Mineral Oil,,,,,,,,,EMM,Oil-To-Air,Oil-To-Air,EMM,OIL TYPE,2,"13.000778, 101.136618",,GSUT,,100,5,18,15,8,20,20,20,86,2024-02-07
EV9277_1,16-19-SUB-115-TR1501,TR1501,SITE5,26,16,2000-01-01 00:00:00,CROMPTON GREAVES,"CG TRANSFORMER AND REACTOR CO., LTD",-,-,4750,4750 / 2000 / 2750 (HV/LV1/LV2),11,6.9,0.42,249.3,167.3,3780.3,ONAN,NLTC,3,Dyn11,13.87/13.20/32.11,"HV-LV1, HV-LV2, LV1-LV2",IEC 76-1993,60 / 65 C,-,Mineral Oil,17500,6300,-,4815,-,5500,-,-,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"13.000499, 101.136141",,Auxiliary Transformer,,11.11,5,20,3,,,,,70,2024-01-25
EV9277_2,16-19-SUB-115-TR1502,TR 1502,SITE5,26,16,2000-01-01 00:00:00,CROMPTON GREAVES,"CG TRANSFORMER AND REACTOR CO., LTD",INDIA,-,4750,4750 / 2000 / 2750 (HV/LV1/LV2),11,6.9,0.42,249.3,167.3,3780.3,ONAN,NLTC,3,Dyn11,13.87/13.23/31.75,75 C,IEC 76-1993,60 / 65 C,-,Mineral Oil,17500,6300,-,4815,-,5500,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"13.000437, 101.136122",,Auxiliary Transformer,,11.11,5,20,15,,,,,100,2024-01-25
O61539,GEG-TR1-AUX.50.EN,GEG1-4 AUX-TR 1,SITE5,26,16,2006-01-01 00:00:00,CHAROENCHAI,"CHAROENCHAI TRANSFORMER CO., LTD",THAILAND,-,1250,1250kVA,11,0.4,,65.61,1804.22,,ONAN,NLTC,3,Dyn11,5.97,75 C,IEC 60076,50/55,-,Mineral Oil,3115,-,,,,690,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.001341, 101.137289",,Auxiliary Transformer,,11.11,5,20,15,,,,,100,2024-01-29
PP0041B01,16-19-SUB-22-TR601,TR601,SITE5,26,16,2004-01-01 00:00:00,DAIHEN,"DAIHEN ELECTRIC Co.,Ltd",THAILAND,-,20000,20000/25000KVA,115,22,,126,656,,ONAN/ONAF,OLTC1,3,Dyn11,11.99,12.42 / 11.99 / 11.57,IEC 60076-2000,60 / 65 K,-,Mineral Oil,48500,24000,-,12510,39500,13700,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.001357, 101.136896",,Distribution Transformer,,16.67,5,20,15,20,0,0,0,100,2024-01-25
PP0091B01,GETR1.50.EN,GE-TR1,SITE5,26,16,2006-01-01 00:00:00,DAIHEN,"DAIHEN ELECTRIC Co.,Ltd",THAILAND,-,26000,26000kVA,22,11,,682,1365,,ONAN,OLTC1,3,YNd11,10.19,10.62/10.191/9.93,IEC 60076-2000,50/55,-,Mineral Oil,60500,24500,-,13590,39000,14900,,,EMM,Oil-To-Air,Oil-To-Air,-,OIL TYPE,2,"13.001413, 101.137044",,GSUT,,16.67,5,20,15,20,0,0,0,100,2024-01-25
54110620EE,17-19-SWG-SAT#2,SAT#2,SITE6,26,17,2011-01-01 00:00:00,EKARAT,EKARAT ENGINEERING,THAILAND,-,2300,2300kVA,11,0.4,,120.72,3319.76,,ONAN,NLTC,3,Dyn1,5.77,,IEC 60076,50/55,A,Mineral Oil,,,4170,,,1990,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.007557, 101.137261",,Auxiliary Transformer,,,,,,,,,,0,
54110621EE,17-19-SWG-SAT#1,SAT#1,SITE6,26,17,2011-01-01 00:00:00,EKARAT,EKARAT ENGINEERING,THAILAND,,2300,2300kVA,11,0.4,,120.72,3319.76,,ONAN,NLTC,3,Dyn1,6.81,,IEC 60076,65/60,A,Mineral Oil,8490,,4170,,,1990,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.007609, 101.137285",,Auxiliary Transformer,,,,,,,,,,0,
54110640EE,17-19-SWG-SST#1,SST#1,SITE6,26,17,2011-01-01 00:00:00,EKARAT,EKARAT ENGINEERING,THAILAND,-,6250,4700/6250,11,3.3,,328.04,1093.47,,ONAN/ONAF,NLTC,3,Dyn1,7,7.0AT4.7MVA,IEC 60076,55/50,A,Mineral Oil,14600,,,,,3570,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.0076, 101.137313",,Auxiliary Transformer,,,,,,,,,,0,
54110641EE,17-19-SWG-SST#2,SST#2,SITE6,26,17,2011-01-01 00:00:00,EKARAT,EKARAT ENGINEERING,THAILAND,-,6250,4700/6250,11,3.3,,328.04,1093.47,,-,NLTC,3,Dyn1,7.01,7.01AT4.7MVA,IEC 60076,50/55,A,Mineral Oil,14600,,6600,,,3570,,,Plant Maintenance,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.007546, 101.137298",,Auxiliary Transformer,,,,,,,,,,0,
56016,17-19-SUB-GSUT#3,DT-3,SITE6,26,17,1996-01-01 00:00:00,ABB,ABB LIMITED,THAILAND,CP1,50000,30/40/50MVA,115,22,,251,1312.2,,ONAN/ONAF1/ONAF2,OLTC1,3,Dyn11,12.67,"AT75C,50MVA,Tap9",IEC-76,65/60,-,Mineral Oil,64100,34600,13700,15800,57800,,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.006947, 101.137284",,Distribution Transformer,,91.67,5,20,9,12,20,0,0,83,2025-12-01
PP0284B01,17-11-GSUT-1,GSUT-1,SITE6,26,17,2011-01-01 00:00:00,DAIHEN,"Daihen Electric Co., Ltd.",THAILAND,,90000,54000/72000/90000 KVA,115,11,11,452,2887,1837,ONAN/ONAF/ONAF,OLTC1,3,YNd1d1,12.66,"12.6AT55000kVA,HV-LVX,Tap9",IEC-76,60/50,-,Mineral Oil,114500,62500,,28440,86500,31300,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,3,"13.007107, 101.137351",,GSUT,,,,,,,,,,0,
PP0285B01,17-12-GSUT-2,GSUT-2,SITE6,26,17,2011-01-01 00:00:00,DAIHEN,"Daihen Electric Co., Ltd.",THAILAND,-,55000,33000/44000/55000KVA,115,11,,276,2887,,ONAN/ONAF,OLTC1,3,YNd1,12.77,"AT75C,55000KVA Tap9",IEC 60076-2000,60/65,-,Mineral Oil,71000,39000,,15300,53000,17000,,,EMM,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,"13.007107, 101.137351",,GSUT,,,,,,,,,,0,
587001,1-622-XF-001,Aux. TR1,SRC,-,-,2015-07-19 00:00:00,Fuji,"Fuji Tusco Co.,Ltd.",THAILAND,-,15000,15000/20000 kVA,230,6.9,,37.7,1255,,ONAN/ONAF,OLTC1,3,Dyn1,8.42,8.42% at 15 MVA,ANSI C57.12-2010,65,-,Mineral Oil,75000,25000,20750,-,-,32500,,,,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,,,Distribution Transformer,,,,,,,,,,0,
667001,1-622-XF-002,Aux. TR2,SRC,,,2024-01-01 00:00:00,Fuji,,"Fuji Tusco Co.,Ltd.",,15000,15000/20000,230,6.9,,37.7,1255,,ONAN/ONAF,OLTC3,3,Dyn1,8.48,8.48% at 15000 kVA,IEEE C57.12-2015,65,,Mineral Oil,73300,25000,19000,,,32500,,,,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,,,Distribution Transformer,,100,0,20,15,0,0,0,0,35,2024-05-14
A1A69683T001,1-616-XF-301,XF-301,SRC,-,-,1998-07-01 00:00:00,Fuji,"Fuji Electric Co.,Ltd.",Japan,-,390000,-,230,19,,979,11851,,FOA,NLTC,3,YNd1,10.48,10.48% at 390 MVA,ANSI C57.12.00,65,-,Mineral Oil,,,,,,43000,,,,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,,,GSUT,,,,,,,,,,0,
A1A69683T002-1,1-616-XF-101,XF-101,SRC,-,-,1998-07-01 00:00:00,Fuji,"Fuji Electric Co.,Ltd.",Japan,-,319000,-,230,15.2,,802,12117,,FOA,NLTC,3,YNd1,10.52,,ANSI C57.12.00,65,-,Mineral Oil,190000,120000,36000,,,38000,,,,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,,,GSUT,,,,,,,,,,0,
A1A69683T002-2,1-616-XF-201,XF-201,SRC,-,-,1998-07-01 00:00:00,Fuji,"Fuji Electric Co.,Ltd.",Japan,-,319000,-,230,15.2,,801,12117,,FOA,NLTC,3,YNd1,10.46,10.46% at 319 MVA,ANSI C57.12.00,65,-,Mineral Oil,190000,120000,36000,,,38000,,,,Oil-To-Air,Oil-To-Air,,OIL TYPE,2,,,GSUT,,,,,,,,,,0,
