SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
3710738,2020-10-28 00:00:00,10000,16.47,-,-,-,-,-,-,7.27,-,-,-,-,15.910,-,-,-,-,0.01,-,-,-,-,0.04,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201007512,Mr.Jirasak S.,,NHT/NRV,,TESTRANO 600,DA193X,2018-02-16,26,34,34,70,,0.04
PTE 1689/02,2020-10-28 00:00:00,10000,17.8,20.96,28.45,5L,18.848,6L,18.45,12.02,14.02,19.05,12.63,12.406,19.05,22.36,30.21,20.15,19.749,0.06,0.00,0.00,0.04,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,0.01,-,-,-,-,-,-,-,-,18.84,12.63,20.15,18.45,12.41,19.75,201022873,Mr.Jirasak S.,,NHT/NRV,,,,2018-02-16,36,39,39,53,,0.06
508038,2020-10-08 00:00:00,10000,32.592,43.141,60.95,2,33.577,3,34.678,26.16,33.381,45.338,26.744,27.487,33.395,43.962,61.852,34.382,35.485,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,33.577,26.744,34.382,34.678,27.487,35.485,201007511,Mr.Jirasak S.,,NHT/NRV,,TESTRANO 600,DA193X,2018-02-16,27,34,34,70,,0
42754,2020-08-21 00:00:00,6000,-,-,-,-,-,4,59.994,-,-,-,-,26.443,-,-,-,-,55.888,-,-,-,-,0.16,-,-,-,-,0.16,-,-,-,-,0.16,-,-,-,-,-,-,-,-,-,-,-,59.9,26.4,55.8,191044990,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,,35,35,35,57,,0.16
4710345,2020-08-20 00:00:00,10000,-,44.3550,-,-,-,-,-,-,30.7880,-,-,-,-,44.8290,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191044989,Mr.Pimchart P.,,GPSC,,TESTRANO 600,DA193X,,33,34,34,56,,0
4912020,2020-06-26 00:00:00,200,-,-,-,2,3.137,-,-,-,-,-,2.645,-,-,-,-,3.705,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,3.137,2.645,3.705,-,-,-,,Mr.Phitsanu,Mr.Anusorn,TIRATHAI PLC,GPSC,Megger TRAX 220,1800333,,28,30,30,95.3,,0
4912019,2020-05-01 00:00:00,200,-,-,-,2,3.257,-,-,-,-,-,2.511,-,-,-,-,3.160,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,3.257,2.511,3.160,-,-,-,,Mr.Pisit,Mr.Waranon,TIRATHAI PLC,GPSC,Fluke 8808A,323-018-B0,,-,34,34,-,,0
VN00408,2019-11-30 00:00:00,10,,150.906,,,,,,,145.872,,,,,136.641,,,,,0.00,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,191050219,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16,30,30,30,60,,0
1LKR091729,2019-11-30 00:00:00,2,,,,3-5,440.951,,,,,,220.246,,,,,443.815,,,,,0.00,,,,,0.00,,,,,0.00,,,,,,,,,,440.95,220.25,443.82,,,,191057172,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16,26,-,26,51,,0
K810290,2019-11-28 00:00:00,2,-,293.962,-,,-,,-,-,136.632,-,-,-,-,290.895,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191057168,Jirasak S.,Methee M.,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2018-02-16,33,-,34,47,,0
20083122TIC008,2019-11-26 00:00:00,-,,,-,,,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
K810291,2019-11-23 00:00:00,2000,,88.077,,,,,,,207.331,,,,,206.822,,,,,0.00,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,191057170,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2018-02-16,29,-,29,50,,0
510049,2019-08-31 00:00:00,10000,23.19,27.863,38.708,,-,,-,15.735,20.476,31.437,-,-,27.337,30.655,40.942,-,-,0.04,0.01,0.02,-,-,0.22,0.03,0.12,-,-,0.14,0.02,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191036006,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,29,39,39,71,,0.22
383204885,2019-08-27 00:00:00,6000,-,238.857,-,,-,,-,-,108.353,-,-,-,-,177.485,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191045321,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,30,30,30,67,,0
4710347,2019-08-27 00:00:00,10,-,58.211,-,,-,,-,--,43.868,-,-,-,-,57.488,-,-,--,-,0.00,-,-,-,-,0.00,-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191045321,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,31,34,34,61,,0.07
FC203816,2019-08-25 00:00:00,3000,,178.784,,,,,,,80.923,,,,,176.237,,,,,0.00,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,191043906,Mr. Jirasak S.,Mr. Methee M.,GLOW-CMT,GLOW-CMT,TESTRANO 600,DA193X,2018-02-16,34,35,35,55,,0
42100325,2019-08-20 00:00:00,3000,80.936,,,,,,,33.958,,,,,73.735,,,,,0.00,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,,191043915,Mr. Jirasak S.,Mr. Phimchart P.,GLOW-CMT,GLOW-CMT,TESTRANO 600,DA193X,2018-02-16,33,35,35,52,,0
4202021,2019-08-20 00:00:00,3000,80.936,-,-,,-,,-,33.958,-,-,-,-,73.735,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191043915,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2018-02-16,33,35,35,52,,0
4011560,2019-08-08 00:00:00,10000,-,11.74,-,,-,,-,-,5.31,-,-,-,-,12.376,-,-,-,-,0.25,-,-,-,-,0.19,-,-,-,-,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191040125,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,32,30,,68,,0.62
42755,2019-07-10 00:00:00,2000,-,-,-,4,45.959,-,-,-,-,-,21.464,-,-,-,-,41.820,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,54.127,24.049,67.230,-,-,-,-,45.959,21.464,41.820,-,-,-,191019511,Jirasak S.,,GLOW,,TESTRANO 600,DA193X,2018-02-16,31,40,40,61,,0
4710350,2019-07-09 00:00:00,10000,-,43.88,-,-,-,-,-,-,34.885,-,-,-,-,47.95,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,200,95.731,108.928,148.869,-,-,-,-,-,-,-,-,-,-,191019505,Jirasak S.,,GLOW,,TESTRANO 600,DA193X,2018-02-16,32,37,38,60,,0
PTE 1689/04,2019-06-13 00:00:00,10000,22.52,27.247,36.990,,,,,16.082,19.991,28.583,,,28.294,32.435,42.437,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,191028236,Mr. Jirasak S.,Mr. Methee M.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2018-02-16,33,35,35,55,,0
9724076,2019-06-11 00:00:00,200,-,39.94,-,-,-,-,-,-,41.42,-,-,-,-,58.1,-,-,-,-,0.01,-,-,-,-,0.01,-,-,-,-,0.00,-,-,-,200,102.923,44.546,116.708,-,-,-,-,-,-,-,-,-,-,191030991,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2019-02-16,30,30,30,70,,0.01
57005,2019-06-11 00:00:00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/01,2019-06-10 00:00:00,200,2.958,2.282,3.014,,-,,-,3.146,2.534,3.243,-,-,3.69,2.87,3.674,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191030987,Mr.Chaichaleom W.,Mr.Methee M.,TIS,GPSC,Testrano 600,DA212X,2019-04-19,33,38,38,69,,0
57012,2019-06-02 00:00:00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9724075,2019-06-02 00:00:00,200,-,14.42,-,-,-,-,-,-,14.89,-,-,-,-,20.35,-,-,-,-,0.03,-,-,-,-,0.03,-,-,-,-,0.01,-,-,-,200,101.594,48.534,118.094,-,-,-,-,-,-,-,-,-,-,191028248,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,34,40,40,58,,0.03
54001,2019-05-11 00:00:00,10000,23.77,31.35,44.19,-,-,-,-,16.83,22.61,32.6,-,-,24.11,31.77,44.72,-,-,0.04,0.01,0.02,-,-,0.03,0.03,0.02,-,-,0.01,0.01,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191028229,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,39,41,41,29,Result test after OLTC overhaul,0.04
3911888,2019-03-19 00:00:00,200,-,2.1140,-,,-,,-,-,1.19,-,-,-,-,2.00,-,-,-,-,0.19,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,200,616.898,391.006,687.752,-,-,-,-,-,-,-,-,-,-,191013282,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,34,30,30,63,,0.19
EDP008001,2019-03-14 00:00:00,200,2.083,2.580,3.26,,-,,-,1.622,1.949,2.296,-,-,2.528,3.028,4.022,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,200,38.877,25.514,27.535,-,-,-,-,-,-,-,-,-,-,191013282,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,33,35,35,65,,0
EDP008001,2019-03-14 00:00:00,200,2.08,2.58,3.26,,-,,-,1.62,1.95,2.296,-,-,2.53,3.03,4.02,-,-,0.14,0.00,0.00,-,-,0.12,0.05,0.00,-,-,0.08,0.07,0.05,-,-,200,38.877,25.514,27.535,,,,,-,-,-,-,-,-,191013282,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,33,35,35,65,,0.14
EDP011601,2019-03-13 00:00:00,200,2.27,2.95,3.90,,,,,1.76,1.84,2.47,,,2.94,3.62,4.45,,,0.04,0.24,0.05,,,0.34,0.22,0.04,,,0.31,0.28,0.70,,,200,45.645,27.857,31.480,,,,,,,,,,,191013291,Mr. Jirasak S.,,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2019-02-16,32,33,33,45,,0.7
4010922,2019-03-13 00:00:00,200,,2.283,,,,,,,1.696,,,,,1.788,,,,,0.00,,,,,0.00,,,,,0.00,,,,50,685.425,415.974,712.204,,,,,,,,,,,191013291,Mr. Jirasak S.,,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2018-02-16,38,40,40,39,,0
512033,2019-03-04 00:00:00,200,2.34,2.95,4.01,,,,,1.79,2.2,2.54,,,3.0,3.64,4.57,,,0.26,0.03,0.10,,,0.22,0.14,0.08,,,0.20,0.11,0.02,,,200,45.657,29.811,31.486,,,,,,,,,,,191011798,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,34,36,36,56,,0.26
5513260,2019-03-04 00:00:00,200,-,1.99,-,,-,,-,-,1.51,-,-,-,-,2.05,-,-,-,-,0.05,-,-,-,-,0.00,-,-,-,-,0.15,-,-,-,200,577.82,368.065,616.623,,,,,-,-,-,-,-,-,191011798,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,34,35,45,56,,0.15
50310092,2019-02-27 00:00:00,10000,-,-,-,2,14.859,-,-,-,-,-,6.245,-,-,-,-,14.605,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,14.859,6.245,14.605,-,-,-,,Jirasak S.,Pimchart P.,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2018-02-16,33,35,35,51,,0
14231662_4,2019-02-20 00:00:00,200,-,38.668,-,,-,,-,-,27.713,-,-,-,-,28.713,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2018-02-16,25,-,25,56,,0.32
14231662_3,2019-02-20 00:00:00,200,-,15.44,-,,-,,-,-,7.583,-,-,-,-,27.161,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,200,206.881,196.664,196.539,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2018-02-16,25,-,25,56,,0
16266510,2019-02-13 00:00:00,200,,6.809,,,,,,,8.458,,,,,9.485,,,,,0.00,,,,,0.00,,,,,0.00,,,,200,111.09,120.83,171.43,50,1701,1395,1870,,,,,,,,Mr. Anusit S.,Mr.Jarin S.,"TIS Engineering & Service Co.,Ltd.",GLOW,Variac/Fluke189,89550211,2016-03-16,31,30,30,32,,0
14231662_1,2019-02-11 00:00:00,200,-,33.023,-,,-,,-,-,20.589,-,-,-,-,22.909,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2018-02-16,25,-,25,56,,0
14231662_2,2019-02-11 00:00:00,200,-,32.365,-,,-,,-,-,19.821,-,-,-,-,22.172,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,100,11.337,10.608,10.933,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2018-02-16,25,-,25,56,,0
4010290,2019-02-05 00:00:00,200,,0.981,,,,,,,1.398,,,,,1.439,,,,,0.61,,,,,0.79,,,,,0.69,,,,50,13.225,23.203,13.816,,,,,,,,,,,191001488,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,31,31,31,60,,0.79
4010291,2019-01-29 00:00:00,10,,8.236,,,,,,,3,,,,,7.651,,,,,0.00,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,191001485,Pimchart P.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,35,35,35,38,,0
4010290,2019-01-29 00:00:00,10000,,8.236,,,,,,,3.000,,,,,7.651,,,,,0.00,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,,191001485,Mr. Methee M.,Mr. Phimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2018-02-16,32,32,32,38,,0
57001,2019-01-24 00:00:00,200,2.745,3.318,4.434,,,,,2.131,2.587,3.479,,,2.742,3.335,4.419,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,191001477,Mr. Jirasak S.,Mr. Phimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO 600 / TD1,DA193X,2018-02-16,34,34,34,30,,0
VN13700701_2,2019-01-21 00:00:00,200,-,7.8,-,-,-,-,-,-,9.63,-,-,-,-,9.841,-,-,-,-,5.88,-,-,-,-,0.55,-,-,-,-,1.10,-,-,-,50,2549,1815,2443,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,26,-,-,56,,5.88
VN85042302_2,2019-01-21 00:00:00,200,-,7.373,-,,-,,-,-,9.647,-,-,-,-,9.908,-,-,-,-,13.80,-,-,-,-,2.50,-,-,-,-,11.41,-,-,-,50,2685,1913,2592,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,25.5,,,68,,13.8
VN13700702_2,2019-01-20 00:00:00,200,-,5.818,-,-,-,-,-,-,7.2950,-,-,-,-,7.4950,-,-,-,-,4.57,-,-,-,-,3.51,-,-,-,-,4.02,-,-,-,50,1750,7138,1737,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,22,,,68,,4.57
VN85040202_1,2019-01-19 00:00:00,200,-,7.184,-,-,-,-,-,-,8.795,-,-,-,-,8.899,-,-,-,-,8.67,-,-,-,-,1.68,-,-,-,-,10.11,-,-,-,50,2516,1962,2439,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,29,,,53,,10.11
VN85042301_1,2019-01-19 00:00:00,200,-,16.8830,-,,-,,-,-,20.9960,-,-,-,-,21.1620,-,-,-,-,7.97,-,-,-,-,7.18,-,-,-,-,5.76,-,-,-,50,5000,3882,4895,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,28,,,48,,7.97
VN85040204_1,2019-01-15 00:00:00,200,-,13.2370,-,-,-,-,-,-,16.5090,-,-,-,-,17.0500,-,-,-,-,0.80,-,-,-,-,8.02,-,-,-,-,0.54,-,-,-,50,2909,2182,2894,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,24,,,66,,8.02
VN85040201_3,2019-01-15 00:00:00,200,-,10.797,-,-,-,-,-,-,13.770,-,-,-,-,13.995,-,-,-,-,12.92,-,-,-,-,14.22,-,-,-,-,0.98,-,-,-,50,2929,2254,2905,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,24,,,60,,14.22
VN85040201_1,2019-01-15 00:00:00,200,-,11.492,-,-,-,-,-,-,14,-,-,-,-,14.39,-,-,-,-,1.87,-,-,-,-,2.25,-,-,-,-,1.61,-,-,-,50,2816,2758,2126,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,22,,,68,,2.25
4711343,2019-01-14 00:00:00,200,3.657,4.327,5.211,,,,,4.012,4.707,5.624,,,5.237,6.173,7.406,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,200,18.598,12.104,19.409,,,,,,,,,,,181100891,Jirasak S.,,GLOW CMT,,TESTRANO 600,DA193X,2018-02-16,31,38,38,64,,0
1LKR050450TER,2019-01-14 00:00:00,200,,20.8390,,,,,,,13.7660,,,,,21.8750,,,,,0.00,,,,,0.00,,,,,0.00,,,,50,848.442,563.103,880.722,,,,,,,,,,,181100890,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2018-02-16,22,-,23,76,,0
TP70279703,2019-01-11 00:00:00,200,5.3970,3.5190,2.3120,-,-,-,-,5.7990,4.2120,2.4570,-,-,3.3580,2.3400,1.7130,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,200,69.7120,146.9250,87.8530,-,-,-,-,-,-,-,-,-,-,,Mr. Tanasak K,Mr. Jakit Chaiwongwaranon,"TIS Engineering and Service co., Ltd",GHECO ONE,TESTRANO 600,DA212X,2018-04-19,29,36,36,60,Including GIL,0
VN13700701_1,2019-01-11 00:00:00,200,-,6.880,-,-,-,--,-,-,8.6770,-,-,-,-,8.8710,-,-,-,-,0.03,-,-,-,-,2.24,-,-,-,-,4.45,-,-,-,200,2195,1703,2191,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,23,-,-,67,,4.45
VN85042302_1,2019-01-10 00:00:00,200,-,7.6060,-,,-,,-,-,10.1190,-,-,-,-,10.3790,-,-,-,-,2.40,-,-,-,-,0.64,-,-,-,-,2.63,-,-,-,50,2396,1705,2385,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,24,,,74,,2.63
VN13700702_1,2019-01-10 00:00:00,200,-,5.6250,-,-,-,-,-,-,7.0810,-,-,-,-,7.1320,-,-,-,-,0.30,-,-,-,-,0.85,-,-,-,-,3.09,-,-,-,50,1620,1263,1628,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,24,-,-,69,,3.09
VN85040202_2,2019-01-09 00:00:00,200,-,7.6160,-,,-,,-,-,9.420,-,-,-,-,9.5740,-,-,-,-,1.81,-,-,-,-,1.99,-,-,-,-,2.56,-,-,-,50,2155,1712,2144,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,27.9,,,56.8,,2.56
JD85034202,2019-01-09 00:00:00,200,-,4.662,-,,-,,-,-,4.639,-,-,-,-,7.499,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,200,353.737,518.57,515.816,-,-,-,-,-,-,-,-,-,-,-,Phanasak K.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,TESTRANO 600,DA212X,2018-01-19,30,35,36,69,,0
VN85042301_2,2019-01-09 00:00:00,200,-,14.44,-,-,-,-,-,-,19.0190,-,-,-,-,18.4290,-,-,-,-,1.51,-,-,-,-,2.05,-,-,-,-,0.22,-,-,-,50,4418,3431,4461,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,22,,,60,,2.05
3011080055,2019-01-08 00:00:00,200,-,12.3450,-,-,-,-,-,-,17.1020,-,-,-,-,17.2460,-,-,-,-,2.63,-,-,-,-,1.64,-,-,-,-,5.19,-,-,-,200,159.920,116.560,157.494,-,-,-,-,-,-,-,-,-,-,-,Mr. Tanasak Kunnam,Mr. jakkit Chaiwongwaranon,"TIS Engineering and Service Co., Ltd",GHECO ONE,testrano 600,DA212X,2018-04-19,33,32,32,65,,5.19
3011080056,2019-01-08 00:00:00,200,-,25.650,-,-,-,-,-,-,33.042,-,-,-,-,33.083,-,-,-,-,8.40,-,-,-,-,11.68,-,-,-,-,10.19,-,-,-,200,239.107,181.416,239.616,-,-,-,-,-,-,-,-,-,-,-,Chaichalerm,Jirasak S.,TIS,Glow-CMT,TESTRANO 600,DA212X,2018-03-19,31,31,30,62,,11.68
VN85040204_2,2019-01-06 00:00:00,200,-,9.9120,-,,-,,-,-,12.4290,-,-,-,-,12.730,-,-,-,-,0.63,-,-,-,-,0.60,-,-,-,-,2.25,-,-,-,50,2643,2079,2652,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,22.1,,,63.1,,2.25
VN85040201_2,2019-01-06 00:00:00,200,-,11.8220,-,-,-,-,-,-,14.7340,-,-,-,-,15.5760,-,-,-,-,4.25,-,-,-,-,1.68,-,-,-,-,4.61,-,-,-,50,2982,2283,2951,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,22,,,61,,4.61
VN85040201_4,2019-01-06 00:00:00,200,-,9.6460,-,,-,,-,-,12.7010,-,-,-,-,12.4690,-,-,-,-,2.40,-,-,-,-,2.34,-,-,-,-,2.96,-,-,-,50,2865,2201,2879,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,2019-04-19,21.3,,,60.7,,2.96
9640549,2018-10-26 00:00:00,200,-,-,,,,,,-,-,,,,-,-,,,,-,-,,,,-,-,,,,-,-,,,,200,86.12,70.58,100.53,200,86.66,70.67,100.55,,,,,,,181089215,Mr.Thanawat K.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,TESTRANO 600,,,33,,,62,,0
PBJ1200,2018-10-26 00:00:00,200,-,3.8680,-,,-,,-,-,4.5530,-,-,-,-,5.4770,-,-,-,-,14.71,-,-,-,-,7.21,-,-,-,-,13.91,-,-,-,50,1079,782.03,963.17,-,-,-,-,-,-,-,-,-,-,181090534,Mr.Thanawat K.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,TESTRANO 600,DA212X,,34,38,38,63,,14.71
PTE 1689/02,2018-10-24 00:00:00,200,3.636,2.965,2.734,5L,2.815,10R,3.404,2.86,2.547,2.403,2.471,2.792,3.611,3.090,2.84,2.934,3.518,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,200,6.091,4.744,6.197,2.815,2.471,2.934,3.404,2.792,3.518,,Chaichaleom W.,Phimchart P.,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,TESTRANO 600,,,30,31,32,68,,0
6012333,2018-10-01 00:00:00,200,1.365,1.635,2.040,,,,,1.108,1.299,1.511,,,1.286,1.518,1.825,,,-,-,-,,,-,-,-,,,-,-,-,,,,,,,,,,,,,,,,,,,,TIRATHAI,ENGIE GLOW,MEGGER TRAX-220,1800333,,31.1,32,32,75,,0
6110289,2018-09-30 00:00:00,200,0.529,0.581,0.652,,,,,0.392,0.427,0.469,,,0.516,0.567,0.632,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,Jaturawit B.,Komsan K.,TIRATHAI,GLOW-ENG,Megger TRAX-220,1800333,,32,32,,60,,0
PBE0579,2018-08-29 00:00:00,200,-,5.991,-,-,-,-,-,-,6.643,-,-,-,-,6.564,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,50,1149,939.88,1168.0,-,-,-,-,-,-,-,-,-,-,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Omicron/Testrano 600,DA212X,2018-04-19,33,40,-,65,,0
