SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
VN85030801_1,2016-10-13 00:00:00,200,-,-,-,3-5,20.6,-,-,-,-,-,16.20,-,-,-,-,20.90,-,-,-,-,,-,-,-,-,,-,-,-,-,,-,50,2.3747,1.8301,2.3531,-,-,-,-,20.6,16.20,20.90,-,-,-,,Mr. Anysit S.,Mr. Teerasak Wanthong,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Varuac/Fulke 189,89550211,2016-03-16,23,,,64,,0
TP70279703,2016-10-09 00:00:00,200,289.970,393.040,498.010,,,,,237.140,323.010,406.180,,,293.530,392.770,497.940,,,98.38,98.47,98.45,,,98.31,98.36,98.35,,,98.19,98.24,98.23,,,200,123.7,176.1,142.8,,,,,,,,,,,,Mr.Aran Phiwphong,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,2016-03-05,27,42,41,85,,0
54001,2016-09-05 00:00:00,200,1.903,2.440,3.2810,,,,,1.7610,2.1930,2.9600,,,2.656,3.4310,4.608,,,18.11,18.54,15.33,,,30.86,29.69,32.81,,,54.48,50.75,50.23,,,200,12.8,11.9,19.7,,,,,,,,,,,,Mr. Anusit Sara,Mr. Suchat Monboyai,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Variac/ Fluke 189,88700532,2015-09-30,33,36,48,46,,5.9
PTE 1689/03,2016-07-25 00:00:00,20000,202.793,115.584,86.412,,,,,202.810,116.554,91.762,,,199.10,106.344,80.411,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,2000,109.456,82.358,119.072,,,,,,,,,,,,Mr. Anusit  Sara,Mr. Suchat   Monboyai,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,88700532,2015-03-02,29,36,38,70,,0
PBK1325,2016-06-04 00:00:00,200,,4.702,,,,,,,6.046,,,,,6.264,,,,,37.97,,,,,42.33,,,,,47.74,,,,50,1068.7,820,1031.0,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,88700532,2015-09-30,33,40,,52,,47.74
PTE 1689/01,2016-06-04 00:00:00,-,3.499,3.956,4.507,,,,,3.39,3.814,4.268,,,3.539,3.995,4.602,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00
PBL1465,2016-06-04 00:00:00,200,,4.995,,,,,,,4.658,,,,,6.550,,,,,49.28,,,,,0.68,,,,,54.48,,,,50,1121,856,1109,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,99700532,2015-09-30,33,38,,52,,54.48
PTE 1689/01ERRor,2016-06-04 00:00:00,-,3.499,3.956,4.507,,,,,3.39,3.814,4.268,,,3.539,3.995,4.602,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
331000H508_8727I,2016-06-03 00:00:00,200,-,-,-,2-3,24.349,-,-,-,-,-,24.209,-,-,-,-,36.863,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,2459,1775,2325,-,-,-,-,24.349,24.209,36.863,-,-,-,-,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,88700532,2015-09-30,25,-,-,47,,0
9724075,2016-05-19 00:00:00,200,,15.76,,,,,,,22.66,,,,,19.16,,,,,-,,,,,-,,,,,-,,,,200,198.57,159.36,228.14,,,,,,,,,,,,Mr. Anysit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Variac/Fulke 189,88700532,2016-05-19,28,38,40,52,,-
PTE 1689/04,2016-05-13 00:00:00,200,2.020,2.3590,3.1030,,,,,1.6770,1.9720,2.5390,,,2.0720,2.4170,3.1980,,,58.15,18.32,50.27,,,61.99,28.34,29.08,,,55.16,11.88,66.74,,,200,5.773,4.536,5.823,,,,,,,,,,,,Mr.Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Variac/Fulke 189,88700532,2015-09-30,34,36,38,46,,0
332162H501_8727D,2016-05-07 00:00:00,200,-,-,-,2-3,53.623,-,-,-,-,-,55.45,-,-,-,-,83.29,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,4967,3811,4954,-,-,-,-,53.623,55.45,83.29,-,-,-,-,Anusit S.,Mr Teerasak Wanthong,TIS,GLOW,Variac/Fulke 189,88700532,2015-09-03,25,-,-,47,,0
PP0050B01,2016-02-02 00:00:00,200,,0.95,,,,,,,1.5,,,,,1.25,,,,,255.32,,,,,62.11,,,,,142.63,,,,200,62.26,43.972,57.27,,,,,,,,,,,,Mr.Anusit Sara,Mr.Somporn Duangprom,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Variac/Fulke 289,21070063,,,,,,,1.32
9624007,2015-12-15 00:00:00,200,-,176.91,-,-,-,-,-,-,176.91,-,-,-,-,176.91,-,-,-,-,636.97,-,-,-,-,461.17,-,-,-,-,465.46,-,-,-,200,24.005,31.427,31.192,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,,TIS,,Variac/Fulke 189,21070063,,-,-,-,-,,636.97
PBE0579,2015-12-13 00:00:00,200,-,10.565,-,-,-,-,-,-,11.264,-,-,-,-,11.490,-,-,-,-,76.35,-,-,-,-,69.56,-,-,-,-,75.05,-,-,-,50,1.1185,0.9284,1.0962,-,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Variac/Fulke 189,21070063,,-,-,-,-,,76.35
PBE0580,2015-12-12 00:00:00,200,,8.468,,,,,,,10.193,,,,,10.211,,,,,46.20,,,,,41.55,,,,,52.74,,,,50,1.2445,1.0158,1.2978,-,-,-,-,,,,,,,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Variac/Fulke 189,21070063,,-,-,-,-,,52.74
243597801,2015-11-06 00:00:00,200,,-,,3-5,112.21,,,,-,,96.86,,,-,,109.68,,,-,,,,,-,,,,,-,,,,50,3.684,2.953,3.458,,,,,,,,,,,-,Mr.Chaiyasit Junchay,,"TIS Engineering&Service Co.,Ltd.",GLOW SPP2,FLUKE 189,8870053,,28,-,-,48,,0
4710343,2015-10-27 00:00:00,200,3.88,4.165,4.49,,-,,-,3.002,3.248,3.559,-,-,3.817,4.313,4.44,-,-,42.42,43.10,43.73,-,-,35.20,35.27,35.54,-,-,31.42,28.71,33.04,-,-,200,59.49,76.3,79.95,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Variac/Fulke 189,89830230,,-,-,-,-,,43.73
78140107_2,2015-10-25 00:00:00,200,29.244,32.036,35.205,,-,,-,22.862,24.842,27.492,-,-,27.125,29.236,32.272,-,-,0.67,0.00,0.00,-,-,0.79,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,3.028,2.423,2.984,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,-,TIS,-,Variac/Fulke 189,89550211,,-,-,-,-,,0.79
78140107_3,2015-10-24 00:00:00,200,27.467,29.925,32.747,,-,,-,23.353,25.473,27.764,-,-,29.045,31.677,34.756,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,200,3.125,2.518,3.146,-,-,-,-,-,-,-,-,-,-,,Anusit S.,,TIS,,Variac/Fulke 189,89550211,,-,-,-,-,,0
76460027_1,2015-10-23 00:00:00,200,57.85,63.27,67.81,,-,,-,49.667,53.945,58.17,-,-,58.23,62.79,68.34,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,200,3.026,2.478,2.969,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,,TIS,,Variac/Fulke 189,89550211,,-,-,-,-,,0
243597802,2015-10-09 00:00:00,200,-,-,-,3-5,111.33,-,-,-,-,-,79.45,-,-,-,-,103.54,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,3.678,2.755,3.548,-,-,-,-,111.33,79.45,103.54,-,-,-,-,Mr.Chaiyasit Junchay,Mr.Somporn Duangprom,TIS,GLOW,FLUKE 189,88700531,,-,-,-,-,,0
PT3W67000/123,2015-09-15 00:00:00,200,3.880,4.1650,4.490,2,3.995,4,4.268,3.0020,3.2480,3.5590,3.103,3.359,3.8170,4.1310,4.440,3.945,4.297,,,,,,,,,,,,,,,,200,59.49,76.3,79.95,,,,,,,,,,,,,,,,,,,,,,,,30.96
3902641,2015-07-27 00:00:00,200,26.071,28.156,31.116,,-,,-,22.054,23.788,26.8460,-,-,34.826,37.412,41.4330,-,-,0.00,0.01,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,3.032,2.369,3.118,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Variac/Fulke 189,88700531,,-,-,-,-,,0.01
3902640,2015-07-25 00:00:00,200,23.425,25.503,28.037,,-,,-,20.002,21.815,24.836,-,-,25.624,28.113,30.591,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2.903,2.376,2.97,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Variac/Fulke 189,88700531,,-,-,-,-,,0
3902642,2015-07-24 00:00:00,200,29.14,32.148,34.915,,-,,-,23.982,25.821,28.813,-,-,27.637,29.667,32.315,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,200,3.026,2.478,2.969,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Variac/Fulke 189,8870053,,-,-,-,-,,0
4710344,2015-07-02 00:00:00,200,5.472,5.913,6.421,-,-,-,-,4.187,4.503,4.886,-,-,5.493,5.931,6.431,-,-,26.37,25.67,21.98,-,-,15.60,16.90,11.73,-,-,26.68,26.30,22.71,-,-,200,81,114.47,113.23,-,-,-,-,-,-,-,-,-,-,-,Thanongsak P.,Rapee W.,TIS,GLOW,Variac/Fulke 189,-,2015-03-09,-,-,-,-,,26.68
PBJ1198,2015-06-20 00:00:00,200,-,3.372,-,-,-,-,-,-,4.247,-,-,-,-,4.808,-,-,-,-,12.44,-,-,-,-,20.31,-,-,-,-,24.43,-,-,-,50,1136,839,1118,-,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Variac/Fulke 189,89550211,,-,-,-,-,,24.43
PBJ1200,2015-06-20 00:00:00,200,,3.372,,,,,,,4.247,,,,,4.808,,,,,0.00,,,,,0.00,,,,,0.00,,,,50,1094.0,758.6,1048,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,89550211,,,,,,,0
332162H501_8727B,2015-06-18 00:00:00,200,-,-,-,2-3,39.03,-,-,-,-,-,36.47,-,-,-,-,62.03,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,4.481,3.247,4.417,-,-,-,-,39.03,36.47,62.03,-,-,-,-,Panpong I.,,TIS,,Variac/Fulke 189,88700531,,,,,,,0
332162H5018727A,2015-06-17 00:00:00,200,-,-,-,2-3,109.17,-,-,-,-,-,140.39,-,-,-,-,144.52,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,200,4.9042,3.7786,4.9048,-,-,-,-,109.17,140.39,144.52,-,-,-,-,Panpong I.,,TIS,,Variac/Fulke 189,88700531,,26,-,-,42,,0
332162H501_8727E,2015-06-16 00:00:00,200,-,-,-,2-3,49.13,-,-,-,-,-,49.21,-,-,-,-,60.12,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,4.512,3.626,4.421,-,-,-,-,49.13,49.21,60.12,-,-,-,-,Panpong I.,,TIS,,Variac/Fulke 189,88700531,,,,,,,0
4710346,2015-04-29 00:00:00,-,,,,5,3.1876,,,,,,3.1876,,,,,2.2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612314,2015-04-01 00:00:00,200,3.05,3.603,4.348,-,-,-,-,3.852,4.586,5.553,-,-,4.241,5.011,6.047,-,-,42.65,42.20,41.60,-,-,59.12,59.00,59.79,-,-,27.64,27.85,27.37,-,-,200,29.357,20.996,26.703,-,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Variac/Fulke 189,89550211,,-,-,-,-,,59.79
510049,2015-04-01 00:00:00,10000,225.887,127.310,98.744,,,,,218.269,131.152,106.410,,,223.992,126.094,98.627,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,-,,,10000,53.871,44.175,52.802,,,,,,,,,,,,Mr. Thanongsak Pigunkaew,,TIS Engineering and Service Co. Ltd,,DOBLE / M4100,,,,,,,,0
4710347,2015-03-22 00:00:00,200.86,3.77880,4.08250,4.43580,2,3.9304,4,4.2451,3.1340,3.37950,3.66850,3.2478,3.517,4.42950,4.81890,5.23160,4.6235,5.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26
4710345,2015-02-22 00:00:00,200.19,3.05920,3.3460,3.66250,2,3.2139,4,3.4963,2.71830,2.96760,3.25070,2.8344,3.1018,4.13160,4.51860,4.96980,4.3054,4.7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.92
4710349,2015-02-02 00:00:00,200.6,4.40890,4.73310,5.14530,2,4.5604,4,4.9405,3.29630,3.51680,3.82280,3.3873,3.671,4.13470,4.4920,4.87790,4.3162,4.6874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.49
5011858,2015-01-29 00:00:00,200,20.0,22.670,26.70,1L,22.3,1R,23.15,28.090,32.350,38.0,31.62,32.87,23.530,27.050,31.080,26.53,27.59,,,,,,,,,,,,,,,,200,211.9,177.5,250.2,,,,,,,,,,,,Mr. Sahanon K,Mr. Komsan K,,,,,,30.8,38,38,53,,111.44
VN85030801_1,2015-01-29 00:00:00,200,20.095,21.651,23.541,3-5,20.892,2-6,22.571,15.2840,16.384,17.877,15.871,17.118,19.6360,21.148,22.846,20.332,21.995,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,50,2.176,1.704,2.139,,,,,,,,,,,,Mr. Chaiyasit J.,,"TIS Engineering & Service Co.,Ltd",GLOW SPP3,Varuac/Fulke 189,8870053,2015-01-29,,,,,,0
VN85030801_2,2015-01-29 00:00:00,200,20.5770,22.2440,23.7550,,,,-,14.8510,16.1870,17.5530,-,-,17.9740,19.6470,21.9390,,,0.00,0.00,0.00,,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,,,50,2.128,1.64,2.056,,,,,,-,,-,-,,,Mr. Chaiyasit J.,,"TIS Engineering & Service Co.,Ltd",GLOW SPP3,Variac/Fulke 189,8870053,2015-01-29,,,,,,0
4710348,2015-01-11 00:00:00,200.1,4.43260,4.82740,5.2650,2,4.6388,4,5.0501,3.29510,3.56670,3.94020,3.4204,3.7205,4.04440,4.31810,4.70920,4.1609,4.5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18
3011080056,2015-01-10 00:00:00,200,25.454,23.663,22.116,2,22.897,4,24.625,32.227,29.585,27.618,28.704,31.013,32.403,30.023,28.073,29.090,31.186,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200,215.54,165.33,214.3,-,-,-,-,22.897,28.704,29.090,24.625,31.013,31.186,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Multimeter Fluke 189,89820090,,32,,,68,,0
3011080055,2015-01-10 00:00:00,200,13.882,12.678,11.607,2,12.061,4,13.245,18.399,16.826,15.631,16.276,17.624,18.301,37.008,15.135,15.753,17.205,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44,0.00,200,149.07,109.79,145.82,-,-,-,-,12.061,16.276,15.53,13.245,17.624,17.205,-,Mr.Nipon Boonnako,-,"TIS Engineering and Service Co., Ltd",-,Multimeter Fluke 189,89820090,,32,-,-,68,,0
VN85040201_1,2015-01-05 00:00:00,200,-,12.314,-,-,-,-,-,-,16.840,-,-,-,-,13.861,-,-,-,-,9.16,-,-,-,-,17.58,-,-,-,-,2.13,-,-,-,50,2755,2174,2816,-,-,-,-,-,-,-,-,-,-,-,Mr. Narongchai  Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,56,,17.58
VN85040204_1,2015-01-05 00:00:00,200,-,13.377,-,-,-,-,-,-,15.841,-,-,-,-,15.647,-,-,-,-,20.17,-,-,-,-,13.57,-,-,-,-,3.34,-,-,-,50,2.741,2.116,2.724,-,-,-,-,-,-,-,-,-,-,-,Mr. Narongchai S,-,"TIS Engineering and Service co., Ltd",-,Variac/Fluke 189,8870053,,-,-,-,-,,20.17
VN85040204_2,2015-01-04 00:00:00,200,-,8.982,-,-,-,-,-,-,10.729,-,-,-,-,12.076,-,-,-,-,4.56,-,-,-,-,2.08,-,-,-,-,0.03,-,-,-,50,2.511,1.963,2.433,-,-,-,-,-,-,-,-,-,-,,Mr. Narongchai S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,4.56
VN85040201_2,2015-01-04 00:00:00,200,-,9.984,-,-,-,-,-,-,12.429,-,-,-,-,13.029,-,-,-,-,3.44,-,-,-,-,14.22,-,-,-,-,0.77,-,-,-,50,2764,2150,2732,-,-,-,-,-,-,-,-,-,-,-,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,25,-,-,58,,14.22
VN85040201_4,2015-01-04 00:00:00,200,-,8.993,-,-,-,-,-,-,11.724,-,-,-,-,10.866,-,-,-,-,6.81,-,-,-,-,12.62,-,-,-,-,10.27,-,-,-,50,2.663,2.056,2.697,-,-,-,-,-,-,-,-,-,-,-,Mr. Narongchai S,-,"TIS Engineering and Service co., Ltd",-,Variac/Fluke 189,8870053,,-,-,-,-,,12.62
VN13700701_1,2015-01-03 00:00:00,200,,6.509,-,-,-,-,-,,9.251,-,-,-,,8.608,-,-,-,,10.66,-,-,-,,23.56,-,-,-,,14.88,-,-,-,50,2161,1625,2173,-,-,-,-,-,-,-,-,-,-,-,Mr. Narongchai  Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,51,,23.56
VN13700701_2,2015-01-02 00:00:00,200,-,7.412,-,-,-,-,-,-,10.313,-,-,-,-,9.845,-,-,-,-,16.94,-,-,-,-,6.51,-,-,-,-,6.55,-,-,-,50,2093,1682,2265,-,-,-,-,-,-,-,-,-,-,-,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,53,,16.94
243597801,2014-10-21 00:00:00,200,,-,,3-5,110.01,,,,-,,90.68,,,-,,102.05,,,-,-,,,,-,,,,,-,,-,,50,3549,2823,3578,,,,,,,,,,,-,Mr Anusit Sara,,"TIS Engineering&Service Co.,Ltd.",,Variac/Fulke 189,8870053,,30,-,-,62,,-
332162H501_8727D,2014-09-04 00:00:00,200,-,-,-,2-3,48.75,-,-,-,-,-,49.79,-,-,-,-,73.45,-,-,-,-,0.00,-,-,-,-,0.00,-,-,-,-,0.00,-,50,4683.3,3617.9,4663.1,-,-,-,-,48.75,49.79,73.45,-,-,-,-,Mr.Narongchai Singngoi,,TIS,,Variac/Fulke 189,89820090,,-,-,-,-,,0
PBK1325,2014-09-02 00:00:00,200,-,3.4080,-,-,-,-,-,-,4.3248,-,-,-,-,4.240,-,-,-,-,0.00,-,-,-,-,1.81,-,-,-,-,0.00,-,-,-,50,1051.1,845.3,1044.8,,,,,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,-,,-,-,-,-,,1.81
PBL1465,2014-09-02 00:00:00,200,,3.346,,,,,,,4.690,,,,,4.240,,,,,0.00,,,,,0.00,,,,,0.00,,,,50,1119.8,897.8,1111.6,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,091051542,,,,,,,0
PTE 1689/011,2014-08-31 00:00:00,1000,0.102830,0.1329430,0.2410430,2L,123.572,2R,143.857,0.0978690,0.1246530,0.2201030,116.456,137.245,00.0962420,0.1207860,0.2319270,117.484,137.592,-,-,-,,,-,-,-,,,-,-,-,,,1000,76.531,45.084,72.809,,,,,,,,,,,,,,,,,,,,,,,,97.28
9724075,2014-08-28 00:00:00,200,,,,-,13.049,,,,,,17.316,,,,,17.348,,,,,,,,,,,,,,,,,200,148.00,110.02,147.10,,,,,,,,,,,,Mr. Itsared P,,"TIS Engineering & Service Co.,Ltd",,,,,,,,,,
512033,2014-08-19 00:00:00,200,3.279,3.981,5.156,,,,,2.682,3.397,4.455,,,4.221,5.323,6.899,,,33.50,35.82,36.20,,,26.54,27.12,26.57,,,18.61,18.93,19.90,,,200,20.340,17.670,28.402,,,,,,,,,,,,Mr.Anusit Sara,,"TIS Engineering and Service Co.,Ltd.",,Doble/M2H-D,1654,,,,,,,36.2
4710349,2014-07-19 00:00:00,200,12.1860,13.440,14.910,2,12.702,4,14.115,6.6350,7.2360,7.9790,7.236,7.584,7.3610,8.0130,8.7490,7.71,8.374,,,,,,,,,,,,,,,,200,153.7,165.7,227.6,,,,,,,,,,,,,,,,,,,,,,,,0
PP0286B01,2014-07-19 00:00:00,10000,0.837,0.925,1.105,1,12.483,,,1.285,1.504,1.825,14.901,,1.054,1.236,1.524,14.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VN00408,2014-03-21 00:00:00,200,,10.3930,,,,,,,16.3840,,,,,14.5660,,,,,0.00,,,,,0.00,,,,,0.00,,,,200,246.4,176.80,257.90,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering & Serivce Co.,Ltd.",,Multimeter - Fuke 189,89820090,,,,,,,0
4710348,2014-02-24 00:00:00,200,3.9870,4.260,4.630,2,4.089,4,4.442,3.080,3.3490,3.6020,3.099,3.392,4.180,3.3980,4.9030,4.238,4.689,,,,,,,,,,,,,,,,200,60.96,88.14,80.57,,,,,,,,,,,,,,,,,,,,,,,,29.69
4710347,2014-01-21 00:00:00,200,7.7280,8.3610,9.360,2,8.015,4,8.808,5.7780,6.2130,6.2970,5.962,6.546,7.150,7.6990,8.5880,7.369,8.115,,,,,,,,,,,,,,,,200,198.1,175.66,198,,,,,,,,,,,,,,,,,,,,,,,,166.78
4710346,2013-09-03 00:00:00,200,3.3480,3.6270,3.9740,2,3.473,4,3.795,2.4180,2.6240,2.8660,2.507,2.744,3.5130,3.8160,4.1740,3.657,3.987,,,,,,,,,,,,,,,,200,61.1,93.5,88.65,,,,,,,,,,,,,,,,,,,,,,,,38.89
4710345,2013-07-08 00:00:00,200,7.8650,8.5170,9.4170,2,8.167,4,9.001,5.2970,5.7130,6.4690,5.462,6.054,7.780,8.4680,9.3830,8.118,8.891,,,,,,,,,,,,,,,,200,140.41,201.11,180.79,,,,,,,,,,,,,,,,,,,,,,,,181.99
4710350,2013-06-10 00:00:00,200,3.846,4.093,4.629,2,3.916,4,4.364,2.981,3.239,3.641,3.091,3.392,4.062,4.424,4.062,4.631,4.193,,,,,,,,,,,,,,,,200,57.24,80.02,78.67,,,,,,,,,,,,,,,,,,,,,,,,26.39
VN85042302_1,2013-06-07 00:00:00,200,5.725,6.428,6.812,-,-,-,-,8.291,8.982,9.868,-,-,8.404,9.113,9.957,-,-,0.00,0.00,0.00,-,-,-,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,2.265,1.556,2.371,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,0
3011080055,2013-06-07 00:00:00,200,31.454,34.20,37.2260,-,-,-,-,54.5580,60.310,68.430,-,-,34.010,37.0080,40.670,-,-,126.58,169.76,220.72,-,-,196.53,258.43,337.78,-,-,85.84,0.00,168.71,-,-,200,329.6,278.6,396.5,,,,,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,89820090,,32,-,-,68,,337.78
3011080055,2013-06-07 00:00:00,200,31.454,34.20,37.2260,-,-,-,-,54.5580,60.310,68.430,-,-,34.010,37.0080,40.670,-,-,126.58,169.76,220.72,-,-,196.53,258.43,337.78,-,-,85.84,0.00,168.71,-,-,200,329.6,278.6,396.5,,,,,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,89820090,,32,-,-,68,,337.78
VN85042302_2,2013-06-07 00:00:00,200,5.751,6.479,6.913,-,-,-,-,8.809,9.894,10.563,-,-,8.194,8.893,9.758,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,0.00,0.00,0.00,-,-,50,1.304,1.5,2.334,,,,,-,-,-,-,-,-,,Mr. Anusit S,,TIS,,Variac/Fluke 189,8870053,,,,,,,0
TP70279703,2013-06-03 00:00:00,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,66.090,86.950,77.26,-,-,-,-,-,-,-,-,-,-,,Mr. Aran P,,"TIS Engineering and Service co., Ltd",,,,,,,,,,0
3011080056,2013-06-01 00:00:00,200,35.293,39.159,41.629,-,-,-,-,59.630,65.820,75.320,-,-,39.850,43.259,46.982,-,-,38.65,65.49,88.23,-,-,85.03,122.48,172.72,-,-,22.98,44.09,67.36,-,-,200,380.1000,245.600,312.3000,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit  Sara,-,"TIS Engineering and Service Co., Ltd",-,Multimeter-Fluke 189,89820090,,32,-,-,68,,172.72
JD 85034202,2013-06-01 00:00:00,200,4.9580,5.3450,5.8060,2,5.152,4,5.565,4.8960,5.3170,5.7990,5.114,5.534,7.4280,7.7010,8.3670,7.428,8.035,,,,,,,,,,,,,,,,50,0.4175,0.5402,0.5357,,,,,,,,,,,,,,,,,,,,,,,,0
JD85034202,2013-06-01 00:00:00,200,4.958,5.152,5.806,,,,,4.896,5.114,5.799,,,7.428,7.428,8.367,,,-,3.61,-,,,-,3.82,-,,,-,3.54,-,,,50,0.4175,0.5402,0.5357,,,,,,,,,,,,Mr. Nipon B,,"TIS Engineering and Service co., Ltd",,Multimeter-Fluke 189,89820090,,,,,,,-
