Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TDCG,Temp,BD,WC,IFT,Acidity_No,Color_No,PF_25,PF_100,Corrosive_Sulfur,Passivator,Sludge_Condition,Conductivity,Furan_Analysis,Test_Result
5110022,4/26/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,-,-,,-,-,-,-,3185,30034,3149,265,0,17,0,2,4,3,3,288,52,94,11,36,0.012,1,0.005,0.33,Non Corrosive,-,-,0.3,10,NORMAL
5110022,11/21/2022,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,IEC Lab,12M,11/21/2022,-,56,-,-,3543,28870,3282,373,0,23,0,0,5,2,3,403,56,85,7,36,0.025,0.5,0.005,0.67,1b,-,-,-,10,NORMAL
5110022,4/18/2023,,Ms.Kladnatee P.,Mr.Jirasak Suksakun,IEC,GPSC,IEC230120,4M#1,4/18/2023,,56,,,4030,37474,3122,252,4,15,0,2,4,2,2,277,56,94,5,33,0.008,1,0.009,0.32,1b,-,-,0.3,49,NORMAL
5110022,11/13/2023,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,82311466,,11/13/2023,,56,,,7593,47474,2388,392,3,18,0,2,4,1,3,0,51,67.4,4.5,29.3,0,1.5,0.004,0.281,2e,264,0.018,-,49,NORMAL
5110022,11/13/2023,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,11/13/2023,,56,,,7593,47474,2388,392,3,18,0,2,4,1,3,0,51,67.4,4.5,29.3,0,1.5,0.004,0.281,2e,264,-,-,49,NORMAL
5110022,4/30/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,4/30/2024,,69,,,1556,15908,3415,247,3,13,0,1,4,2,3,0,64,66.1,5.3,29.3,0,1.5,0.004,0.281,2e,264,-,-,49,NORMAL
5110022,11/11/2024,,Chayaporn S.,Pimchart P.,Hitachi Energy,GPSC,,,,,35,,,5012,39844,4095,430,3,21,0,3,6,2,3,457,35,66.7,4,26.6,0.07,1.5,0.002,0.0404,2C,264,0.01,2.6,0.01,NORMAL
5110022,5/19/2025,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,,,,60,,,5616,40358,4762,407,2,19,0,2,5,2,0,435,60,76,7.3,26.6,0.07,1.5,0.002,0.404,2C,264,0,2.6,0.01,NORMAL
5110022,11/3/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,58,,,5607,44808,6665,479,2,23,0,2,6,1,3,492,58,83.3,8.2,28.4,0.02,1.5,0.002,0.308,1a,-,-,1.4,49,NORMAL
5110023,3/5/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4453,19952,1435,145,5,2,0,0,0,0,0,152,,85,6,32,0.006,0.5,0.003,0.08,Noncorrosive,-,-,0.5,0,NORMAL
5110023,8/30/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,11898,29070,1319,128,0,0,0,1,0,0,0,129,,100,6,40,0.003,0.5,0.001,0.04,Non corrosive,-,-,-,-,NORMAL
5110023,12/15/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,11550,26099,1674,158,0,2,0,1,1,1,1,162,,98,6,39,0.011,0.5,0.033,0.49,Non corrosive,-,-,-,-,NORMAL
5110023,5/19/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,5996,28410,830,254,0,4,0,1,1,0,0,260,42,89,11,39,0.011,0.5,0.033,0.49,Non Corrosive,-,-,-,10,NORMAL
5110023,11/30/2022,,Waraporn D.,Waraporn D.,IEC,IEC,,,,,,,,5225,27637,885,276,0,4,0,1,1,1,1,282,44,86,12,37,0.021,0.5,0.001,0.08,1B,-,-,-,-,NORMAL
5110023,4/23/2023,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,IEC230122,4M#1,4/23/2023,,,,,4751,33613,1193,368,5,4,0,1,1,1,1,379,50,97,9,41,0.021,0.5,0.002,0.04,1b,-,-,0.5,10,NORMAL
5110023,5/10/2024,,Chayaporn Somsriyo,Mr.Pimchart,Hitachi Energy,GPSC,,,5/10/2024,,50,,,22383,65177,1503,192,0,3,0,1,1,1,4,0,45,74,11.3,37.4,0.02,0.5,0.011,0.075,3a,175,-,-,18,NORMAL
5110023,11/14/2024,,Chayaporn S.,Pimchart P.,Hitachi Energy,GPSC,,12M,,,60,,,4066,22265,1826,520,3,5,0,1,1,1,1,529,60,82.3,5.2,40,0.04,0.5,0.002,0.205,3a,176,0.014,1.75,0,NORMAL
5110023,11/10/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,42,,,8948,38186,2198,526,3,6,0,1,1,0,1,537,42,59.8,6.6,36.9,0.01,1,0.002,0.034,2e,0,0.017,0.9,3,NORMAL
512033,7/1/2013,,,,,,,,,,,,,6164,36797,680,11,0,2,0,0,0,0,0,,,60,15.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
512033,12/25/2013,,,,,,,,,,,,,18532,45349,614,27,17,3,0,0,0,0,0,,,57,10.91,38.6,0,0.5,0.07,0.32,Noncorrosive,ND,no slugdge,0.95,ND,
512033,11/22/2017,,Mr.Eakkach W.,,FOCUS LAB,,,,,32,62,70,55,10975,45551,2077,521,9,13,0,4,2,7,0,549,37,69,6.3,36.4,0.006,0.5,0.006,0.478,Non Corrosive,0,0.012,0.29,8.5,NORMAL
512033,3/23/2018,,Ekkarach W.,Metee Mechitti,FOCUS LAB,ENGIE GLOW,,,,32,47,48,59,5377,25400,1988,494,7,11,0,4,2,45,9,518,31,60,5.4,36.4,0.006,0.5,0.006,0.478,3A,0,0.012,0.29,8.5,NORMAL
512033,10/10/2018,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,CMT-GLOW,81810163,"12_71, 72, 73",,33.9,53,54,60,16951,63014,2225,511,8,13,0,5,0,25,13,542,35,67,5.3,34.8,0.003,0.5,0.027,0.757,Non corrosive,0,0.004,0.29,10.2,NORMAL
512033,10/10/2018,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810163,"12M_71, 72, 73",,33.9,53,54,60,16951,63014,2225,511,8,13,0,5,5,25,13,82897,35,67.4,5.3,34.8,0.003,L0.5,0.027,0.757,3A,0,0.004,0.29,16.2,NORMAL
512033,4/26/2019,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81904135,"6M_71,72",10/24/2018,38.2,45,52,54.8,6121,30156,2373,579,6,13,0,5,3,5,1,606,38,54.2,5.1,34.8,0.003,0.5,0.027,0.757,3A,0,0.004,0.29,10.2,NORMAL
512033,4/18/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,4/18/2020,,,,,126346,36676,2857,535,51,16,0,0,0,0,2,14,618,41,,,,,,,,,,,,NORMAL
512033,4/18/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,4/18/2020,,,,,126346,36676,2857,535,51,16,0,0,0,2,14,618,50,35,,,,,,,,,,,,NORMAL
512033,5/18/2020,,Andaman Kajornvakin,Jirasak Suksakun,IEC,GPSC,-,-,5/18/2020,,,,,1263456,36676,2857,535,51,16,0,0,0,2,14,618,50,41,,,,,,,,,,,,NORMAL
512033,5/20/2020,,,,IEC,,,,,,,,,6346,16676,857,535,5,8,0,0,0,0,0,548,,,5,,,,,,,,,,,
512033,6/14/2021,211016346,Ms.Klednatee P.,Mr.Jirasak S.,IEC,GPSC,IEC,"6M_71,72",6/14/2021,-,-,-,-,6934,18346,1564,247,0,5,0,2,0,1,0,254,54,,,,,,,,,,,,,NORMAL
512033,6/21/2021,211028412,Ketsara Appamatho,,IEC,,IEC - 0019,6 M,,33,54,54,,6934,18346,1564,247,0,5,0,2,0,1,0,254,54,74,18,34.8,0.003,0.5,0.027,0.757,3A,0,0.004,0.29,10.2,NORMAL
512033,3/28/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,4716,35451,1986,806,5,16,0,9,4,3,2,843,52,62,7,,,,,,,,,,,NORMAL
512033,4/11/2023,,Mr.Waraporn D.,Mr.Pimchart P.,IEC,GPSC,,,,,,,,6657,54475,1558,590,5,11,0,7,3,2,2,616,-,81,9,32,0.007,0.5,0.003,0.48,1b,0,-,0.2,10,NORMAL
512033,9/10/2024,,Chayaporn S.,,HITACHI,,,,,,,,,6775,39441,2362,914,6,18,0,12,4,0,2,,52,52.5,2,36,0.03,1.5,0.003,0.28,2e,206,,1.8,0,NORMAL
512033,9/11/2024,,Chayaporn S.,,HITACHI,,,,,,,,,6775,39441,2362,914,6,18,0,12,4,0,2,,52,52.5,2,36,0.03,1.5,0.003,0.28,2e,206,,1.8,5,NORMAL
512033,3/11/2025,,Chayaporn S.,Mr.Plmchart S.,HITACHI,GPSC,,6M,3/11/2025,,52,,,8065,47220,3686,1129,7,18,0,12,4,11,3,1170,52,77,3.7,36,0.03,1.5,0.0013,0.28,2e,206,0.013,1.8,0,NORMAL
512033,9/18/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,46,,,8065,56714,3417,864,5,16,0,11,5,4,3,901,46,68.6,4.8,30.4,0.01,1.5,0.001,0.241,2e,54,0.014,0.8,6,NORMAL
51310409,2/14/2015,,Mr.Sonthaya J.,,EGAT,,,,,,,,,2002,17420,1792,179,10,3,0,0,0,1,1,194,-,58.3,18,N/A,-,-,-,-,-,-,-,-,10,NORMAL
51310409,4/29/2022,,Mr.Sonthaya J.,,EGAT,,EGAT Lab.,,4/29/2022,-,-,-,-,2867,19072,1482,130,27927,2317,0,1,496,1,170,31042,45,58.3,18,N/A,-,-,-,-,-,-,-,-,10,PD
5200523,10/21/2019,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
5200523,3/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3323,22846,538,19,6,0,0,0,26,0,1,51,,84,45,25,45,0.5,0.476,8.24,Noncorrosive,-,-,-,9,NORMAL
5200523,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,5487,36334,643,36,5,1,0,1,15,1,1,58,,-,49,22,0.048,0.5,0.57,8.44,Non corrosive,-,-,-,-,NORMAL
5200523,12/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4616,32593,774,41,0,2,0,0,26,0,1,69,,-,47,21,0.052,0.5,0.575,7.72,Non corrosive,-,-,-,-,NORMAL
5200523,5/17/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2745,29260,568,33,0,2,0,1,61,1,6,97,44,97,47,,,,,,,,,,,NORMAL
5200523,11/21/2022,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,,12M,11/21/2022,,,,,3374,38857,981,61,20,4,0,2,114,1,7,201,42,78,-,-,0.075,0.5,-,-,1b,-,-,-,9,NORMAL
5200523,4/19/2023,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,,6M,4/19/2023,,42,,,1947,34809,712,27,6,2,0,1,83,1,6,119,42,77,-,-,0.075,0.5,-,-,1b,-,-,-,9,NORMAL
5200523,11/13/2023,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,2023-00222,,11/13/2023,,43,,,1602,46861,466,28,11,2,0,1,96,2,7,0.13,38,49.4,52.1,17.2,0.14,0.5,0.659,11.783,2e,-,0.071,460,7,NORMAL
5200523,11/13/2023,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,11/13/2023,,43,,,1602,46861,466,28,11,2,0,1,96,2,7,0.13,38,49.4,52.1,17.2,0.14,0.5,0.659,11.783,2c,-,-,4.6,7,NORMAL
5200524,1/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
5200524,3/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3213,23466,503,24,0,2,0,0,26,0,1,52,,85,53,22,0,0.5,85,0.431,Noncorrosive,-,-,-,10,NORMAL
5200524,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,5297,34620,453,24,0,1,0,1,14,1,1,40,,-,58,21,0.056,0.5,0.547,8.28,Non corrosive,-,-,-,-,NORMAL
5200524,12/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,5708,36224,464,36,0,0,0,0,24,0,1,60,,-,60,21,0.063,0.5,0.516,7.34,Non corrosive,-,-,-,-,NORMAL
5200524,5/17/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2803,42624,890,49,0,3,0,2,76,1,6,130,42,97,54,,,,,,,,,,,NORMAL
5200524,11/21/2022,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,,12M,,,,,,3717,38095,1135,44,15,3,0,2,99,1,6,163,40,78,-,-,0.082,0.5,-,-,1b,-,-,-,10,NORMAL
5200524,4/19/2023,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,,6M,4/19/2023,,,,,5691,64392,835,17,8,2,0,1,65,1,6,93,42,63,-,-,0.082,0.5,-,-,1b,-,-,-,10,NORMAL
5200524,11/13/2023,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,2023-00223,,11/13/2023,,44,,,1931,58880,628,628,6,2,0,1,88,2,8,0.12,39,47.3,68.9,15.6,0.18,0.5,0.479,11.384,2e,-,0.062,422,18,NORMAL
5200524,11/13/2023,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,11/13/2023,,44,,,1931,58880,628,36,6,2,0,1,88,2,8,0.12,39,47.3,68.9,17.2,0.183,0.5,0.475,11.384,2c,-,-,4.22,6,NORMAL
5201090,10/21/2019,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
5201090,3/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,12922,29109,1462,129,0,0,0,0,19,0,2,148,,77,42,35,0,0.5,0.459,6.36,Noncorrosive,-,-,-,4,NORMAL
5201090,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,2199,8733,270,23,0,1,0,1,8,1,1,33,,-,38,23,0.041,0.5,0.544,8.69,Non corrosive,-,-,-,-,NORMAL
5201090,12/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,2381,9722,0,35,0,2,0,1,21,0,2,59,,-,45,23,0.001,0.5,0.48,8.05,Non corrosive,-,-,-,-,NORMAL
5201090,5/17/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,1837,15181,616,39,0,2,0,1,50,1,8,92,48,91,-,-,0.073,0.5,-,-,1b,-,-,-,4,NORMAL
5201090,11/21/2022,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,IEC230124-1,12M,11/21/2022,,42,,,3592,23590,914,74,5,0,0,2,79,1,8,160,42,75,-,-,0.066,0.5,-,-,1b,-,-,27.1,10,NORMAL
5201090,4/19/2023,,Ms.Kladnatee P.,Mr.Jirasak S.,IEC,GPSC,-,6M,4/19/2023,,42,,,1230,17383,667,33,4,2,0,1,57,1,8,97,42,75,36,22,0.066,0.5,0.606,9.41,1b,-,-,-,10,NORMAL
5201090,11/24/2024,,Mr.Aekapong M.,Mr.Jirasak S.,Hitachi Energy,GPSC,82411408,12M 2024,,,,,,5515,27301,1363,55,6,4,0,1,103,1,17,,,58.9,51.2,20.2,0.08,0.5,0.567,23.62,1a,-,0.019,35.48,8,NORMAL
5201090,11/5/2025,,Mr.Aekapong M.,Mr.Pimchart P.,Hitachi Energy,GPSC,82511239,12M 2025,,,42,,,20230,74485,1074,36,7,2,0,1,70,1,17,,42,58.9,54.3,20.2,0.08,0.5,0.567,23.67,1a,-,0.017,35.95,8,NORMAL
5201091,1/13/2020,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
5201091,3/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3144,11342,547,33,0,2,0,0,19,0,2,54,,93,43,23,0,0.5,0.42,8.37,Noncorrosive,-,-,-,5,NORMAL
5201091,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,2344,9955,447,24,0,1,0,1,7,1,1,33,,-,43,22,0.043,0.5,0.67,9.63,Non corrosive,-,-,-,-,NORMAL
5201091,12/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,2692,11773,522,36,0,2,0,1,20,0,2,59,,-,46,21,0.052,0.5,0.598,8.03,Non corrosive,-,-,-,-,NORMAL
5201091,5/17/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2186,21837,830,58,0,3,0,1,60,1,9,122,40,99,35,,,,,,,,,,,NORMAL
5201091,4/19/2023,,Ms.Kladnatee P.,Mr.Jirasak Suksakun,IEC,GPSC,IEC230124-1,6M,4/19/2023,,46,,,4985,43641,615,27,0,2,0,1,44,1,8,74,46,69,-,-,0.068,0.5,-,-,1b,-,-,37.8,5,NORMAL
5201091,11/13/2023,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,202300230,,11/13/2023,,46,,,1754,13435,380,19,3,1,0,1,46,1,11,0.23,41,59.2,56.6,16.5,0.13,0.5,0.757,11.488,2e,-,0.062,484,3,NORMAL
5201091,11/13/2023,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,11/13/2023,,46,,,1754,13435,380,19,3,1,0,1,46,1,11,0.23,41,59.2,56.6,16.5,0.13,0.5,0.757,11.488,-,-,-,4.84,31,NORMAL
5217612,4/30/2020,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8116,16024,1420,117,18,5,0,0,0,0,0,140,,-,91,-,0.004,1,0.069,2.37,1a,15,-,-,0,NORMAL
5217612,7/15/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,9655,22093,1499,197,0,0,0,1,0,1,1,198,,-,114,-,0.135,1,0.763,25.48,1b,9,-,-,8,NORMAL
5217612,6/28/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8111,35176,1246,49,0,2,0,3,1,4,3,55,40,76,115,,,,,,,,,,,NORMAL
5217613,4/30/2020,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,9729,15755,1370,117,1,1,0,0,0,0,0,119,,-,103,-,0.122,1,0.085,2.76,1a,14,-,-,0,NORMAL
5217613,7/15/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8663,18902,1669,151,0,0,0,1,0,1,0,152,,-,137,-,0.157,1,0.721,25.55,1b,9,-,-,9,NORMAL
5217613,6/28/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,8976,37929,1413,61,12,2,0,2,1,4,3,78,40,72,127,,,,,,,,,,,NORMAL
53105200EE,10/18/2018,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810216,"12M_71, 72, 73",,35.5,-,-,57,20092,51653,1850,266,11,2,0,10,1,1,6,-,37,57,6.5,34.5,0.007,0.5,0.009,0.622,1A,0,0.008,0.4,9.4,NORMAL
53105200EE,4/18/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,4/18/2020,,,,,11608,27130,1646,160,3,1,0,3,0,0,0,167,40,46,,,,,,,,,,,,NORMAL
53105200EE,5/20/2020,,,,IEC,,,,,,,,,31608,87130,646,160,0,1,0,0,0,0,0,164,,,8,,,,,,,,,,,
53105200EE,3/28/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,7310,36697,1222,254,8,2,0,14,1,3,1,276,44,73,6,,,,,,,,,,,NORMAL
53105200EE,4/11/2023,,Mr.Waraporn D.,Mr.Pimchart P.,IEC,GPSC,,,,,,,,12550,71562,1206,253,11,2,0,13,1,2,1,280,52,85,14,33,0.026,0.5,0.005,0.64,1b,0,-,0.2,10,NORMAL
53105200EE,9/22/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,45,,,30818,93741,2559,296,13,2,0,13,1,2,1,325,45,76.9,5.7,29.7,0.03,1,0.004,0.599,1b,-,0.014,1.8,9,NORMAL
5310991,4/8/2011,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,49,11.89,,,,,,,,,,,
5310991,1/4/2012,,,,,,,,,,,,,3412,11237,1628,139,0,0,0,2,5,12,10,,,54,9.924,26.5,0.0035,0.5,0.109,1.046,Noncorrosive,ND,no slugdge,1.03,ND,
5310991,6/14/2012,,,,,,,,,,,,,9996,30304,1927,177,0,0,0,0,0,10,14,,,50,9.62,,,,,,,,,,,
5310991,1/20/2013,,,,,,,,,,,,,14442,37815,1916,218,43,2,0,0,0,0,0,,,55,9.57,32.1,0.0041,0.5,0.162,1.132,Noncorrosive,ND,no slugdge,0.51,ND,
5310991,4/22/2013,,,,,,,,,,,,,0,0,2013,309,38,61,0,0,0,0,0,,,43,11.27,,,,,,,,,,,
5310991,7/1/2013,,,,,,,,,,,,,15791,39781,3042,396,42,4,0,0,0,0,0,,,55,12.32,,,,,,,,,,,
5310991,12/25/2013,,,,,,,,,,,,,12934,48747,3298,260,25,2,0,0,0,0,10,,,61,9.89,34,0.0047,0.5,0.1754,1.265,Noncorrosive,ND,no slugdge,0.504,ND,
5310991,6/23/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,6/23/2020,,,,,6125,16539,1229,205,11,1,0,0,0,0,0,217,40,48,,,,,,,,,,,,NORMAL
5310991,9/22/2022,,Waraporn D.,Waraporn D.,IEC,IEC,,,,,,,,6390,42358,1650,478,20,4,0,3,1,1,1,506,42,73,8,33,0.011,1.5,0.002,0.41,1B,5,0,0.1,5,NORMAL
5310991,3/10/2023,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,44,,,7461,52613,1094,118,129,2,0,1,1,1,0,251,52,62,8,33,0.009,0.5,0.002,0.41,1b,0,-,0.1,4,NORMAL
5310991,10/29/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,10/21/2024,,42,,,15321,61700,3241,803,27,5,0,7,1,3,0,1.12,37,62.4,7.3,33.3,0.005,0.5,0.012,1.522,2c,-,-,4.78,0,NORMAL
53310092,6/23/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,6/23/2020,,,,,14261,23050,1409,165,6,1,0,0,0,0,0,172,40,35,,,,,,,,,,,,NORMAL
54001,6/8/2011,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,57,8.21,,,,,,,,,,,
54001,1/4/2012,,,,,,,,,,,,,10256,32176,1628,139,0,0,0,0,2,5,0,,,57,12.234,37.7,0.0034,1,0.038,0.339,Noncorrosive,17,no slugdge,0.76,ND,
54001,6/14/2012,,,,,,,,,,,,,12019,32139,1596,173,0,0,0,0,0,3,0,,,54,12.67,,,,,,,,,,,
54001,1/20/2013,,,,,,,,,,,,,10705,25767,1540,171,0,0,0,0,0,0,0,,,60,16.06,33.8,0.0102,1,0.041,0.371,Noncorrosive,ND,no slugdge,0.45,ND,
54001,4/22/2013,,,,,,,,,,,,,0,0,1116,375,8,0,0,1,0,0,0,,,58,14.25,,,,,,,,,,,
54001,7/1/2013,,,,,,,,,,,,,9854,39072,1631,137,12,2,0,0,0,0,0,,,58,14.25,,,,,,,,,,,
54001,12/25/2013,,,,,,,,,,,,,12889,46541,1904,169,10,2,0,0,0,0,0,,,58,17.45,34.8,0.0298,1,0.082,0.403,Noncorrosive,ND,no slugdge,0.835,ND,
54001,12/23/2017,,FOCUS LAB,EE-CMT,,,,,,,33,,,10474,42160,1827,499,0,4,0,3,0,5,0,506,33,57,4.9,34.1,0.009,1.5,0.011,0.663,3A,,0.009,0.36,6.2,NORMAL
54001,3/23/2018,,Ekkarach W.,Jirasak Susakun,FOCUS LAB,ENGIE GLOW,,,,30,40,42,70,20758,77378,1889,514,3,4,0,6,1,50,7,528,35,71,6.1,34.1,0.009,1.5,0.011,0.663,non,6.52,0.009,0.36,6.2,NORMAL
54001,6/23/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,6/23/2020,,,,,12503,2186,1281,168,8,1,0,0,0,0,0,177,42,46,,,,,,,,,,,,NORMAL
54001,12/10/2020,,Eakgarak S.,,"Insulation Engineering and Consultant Co.,Ltd.",,,,,30,45,45,55,9620,12284,509,195,15,2,0,0,0,0,0,211,45,72,5,37,0.01,1.5,0.009,0.29,1b,0,0,0.5,10,NORMAL
54001,9/22/2022,,Waraporn D.,Waraporn D.,IEC,IEC,,,,,,,,9881,52765,1900,261,0,3,0,31,1,2,1,296,44,73,7,31,0.011,1.5,0.012,0.67,1B,5,0.02,0.6,6,NORMAL
54001,3/10/2023,,Mr.Thidarat S.,Mr.Pimchart P.,IEC,GPSC,,,,,44,,,10580,55078,1906,233,0,3,0,33,1,2,1,270,44,69,10,34,0.006,1,0.018,0.48,1b,0,-,0.8,10,NORMAL
54001,4/2/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,4/2/2024,,44,,,31374,84297,1730,352,6,3,0,51,8,17,11,5.44,39,76.2,5.7,31.4,0.02,2,0.016,1.027,2C,156,-,-,15,NORMAL
54001,10/29/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,10/21/2024,,42,,,22728,60738,2734,300,2,3,0,59,1,8,1,4.5,38,63,4.8,33.5,0.076,1.5,0.016,1.7,2c,142.4,-,4.66,0.02,NORMAL
54001,3/25/2025,,,,,,,,,,44,,,29419,84521,,,,,,,,,,,,,,,,,,,,,,,,
54001,3/25/2025,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,,,,,44,,,28419,84521,32,304,6,4,0,70,1,4,1,381,44,81.4,4.4,33.5,0.08,1.5,0.016,1.027,2c,142,-,4.7,10,NORMAL
54001,10/8/2025,,Mr. Aekapong Klamchang,Mr.Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,42,,,25730,73360,3570,282,1,3,0,64,1,6,1,351,42,77.7,9,31,0.02,1.5,0.017,0.969,1a,-,0.009,8.3,4,NORMAL
54002,12/21/2010,,Mr. Surin V.,Mr. Pimchart P.,IEC,Glow,,,,,,,,36067,49885,1595,372,4,3,0,7,1,17,27,387,62,33.3,23.43,28.9,0.018,1,0.07,1.28,Non Corrosive,36,No Sludge,0.16,N/A,NORMAL
54002,6/29/2011,,Mr. Surin V.,Mr. Pimchart P.,IEC,Glow,,,,,,,,31056,44267,1958,441,13,0,0,10,0,15,30,464,60,45.04,15.65,28.9,0.018,1,0.07,1.28,Non Corrosive,36,No Sludge,0.16,,NORMAL
54002,12/21/2011,,Mr. Surin V.,Mr. Pimchart P.,IEC,Glow,,,,,,,,20180,28441,2653,410,26,0,0,19,0,21,19,455,58,43.3,13.14,34.3,0.0037,1,0.133,1.494,Non Corrosive,10,No Sludge,1.19,37.14,NORMAL
