Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TDCG,Temp,BD,WC,IFT,Acidity_No,Color_No,PF_25,PF_100,Corrosive_Sulfur,Passivator,Sludge_Condition,Conductivity,Furan_Analysis,Test_Result
42755,1/7/2015,,IEC,,TIS,,,,,,,,,22777,57877,2905,207,40,0,0,0,0,0,6,247,60,51.42,12.35,39.1,0.001,0.5,0.081,1.369,-,0,0,2.1,0,NORMAL
42755,7/9/2015,,IEC,,TIS,,,,,,,,,23461,56745,2776,218,79,4,0,1,3,0,0,305,60,26.38,11.4,39.1,0.015,0.5,0.081,1.369,-,0,0,2.1,0,NORMAL
42755,3/15/2016,,Ekkarach W.,,FOCUS LAB,,81603047,"6M_71,72",,,,,,4466,19818,1880,101,8,0,0,7,6,10,10,122,37,36,9.3,39.1,0.015,0.5,0.081,1.369,-,0,0,2.1,0,NORMAL
42755,9/29/2016,,Ekkarach W.,,FOCUS LAB,,81610012,"12M_71,72,73",,,,,,3989,20309,2165,117,9,6,0,9,7,10,13,148,36,58,9.8,25.86,0.009,1,0.02,0.761,3B,0,0.022,0.86,16.42,NORMAL
42755,2/14/2017,,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81702062,"6M_71,72",,,,,,9210,39933,2263,117,9,7,0,9,6,11,10,148,32,64.1,7.7,25.86,0.009,1,0.02,0.761,3B,0,0.022,0.86,16.42,NORMAL
42755,9/26/2017,,Ekkarach W.,,FOCUS LAB,,81709099,"12M_71,72,73",,,,,,12619,49915,2888,125,8,8,0,12,8,11,9,161,34,45.5,12.4,26.57,0.008,1,0.021,0.763,3A,0,0.009,0.85,16.57,NORMAL
42755,2/12/2018,,Ekkarach W.,,FOCUS LAB,,81802091,"6M_71,72",,31,-,-,59,13512,55155,2401,106,7,7,0,9,7,18,8,136,33,50,9.2,26.57,0.008,1,0.021,0.763,3A,0,0.009,0.85,16.57,NORMAL
42755,8/20/2018,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81808173,"12M_71,72,73",,31.2,-,-,64.1,9695,40901,2535,122,10,7,0,10,12,17,7,161,33,47,9.5,26.16,0.011,1,0.022,0.755,3B,0,0.02,0.85,10.31,NORMAL
42755,6/18/2019,,Ekkarach W.,Mr.Pimchart P.,Focuslab Ltd.,GLOW,81808173,"6M_71,72",,34.9,-,-,55.5,5754,29345,2692,121,8,8,0,10,7,18,6,154,34,48,34,26.2,0.011,1,0.022,0.755,3B,0,0.02,0.85,10.3,NORMAL
42755,12/11/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81912035,"12M_71,72,73",,32.6,58,-,46.8,15287,59958,2769,125,6,7,0,10,8,13,11,156,32,46.8,10.4,26.1,0.01,1,0.02,0.521,2B,0,0.01,0.76,18.9,NORMAL
4612314,12/14/2009,,,,,,,,,,,,,20758,71626,2099,424,21,3,0,12,1,2,1,,,0,,,,,,,,,,,,
4612314,1/7/2010,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,56,8,29.71,0.01,1.5,0.035,1.22,NA,NA,no slugdge,NA,ND,
4612314,6/19/2010,,,,,,,,,,,,,0,0,2442,457,31,0,0,11,0,0,0,,,55,14.03,28.7,0.0095,1,0.01,0.31,Noncorrosive,NA,NA,NA,ND,
4612314,1/5/2011,,,,,,,,,,,,,44196,47685,1404,222,10,3,0,10,0,15,29,,,53,8.56,30.5,0.012,1.5,0.01,1.61,Noncorrosive,102,no slugdge,0.37,ND,
4612314,7/18/2011,,,,,,,,,,,,,13031,16671,1680,404,12,0,0,18,0,0,0,,,48,12.45,,,,,,,,,,,
4612314,1/4/2012,,,,,,,,,,,,,51665,67176,1785,364,31,0,0,23,0,0,0,,,51,8.01,31.7,0.0159,0.5,0.03,1.5,Noncorrosive,98,no slugdge,1.98,ND,
4612314,6/14/2012,,,,,,,,,,,,,31544,56106,1797,243,10,0,0,15,0,1,2,,,55,4.55,,,,,,,,,,,
4612314,1/20/2013,,,,,,,,,,,,,12756,27822,1155,218,48,2,0,1,0,0,0,,,53,7.53,34.5,0.0178,1,0.035,1.721,Noncorrosive,74,no slugdge,1.65,ND,
4612314,7/1/2013,,,,,,,,,,,,,29754,51753,1560,255,18,2,0,2,0,0,0,,,54,10.51,,,,,,,,,,,
4612314,12/25/2013,,,,,,,,,,,,,16638,40451,1813,162,3,1,0,3,0,0,0,,,56,12.92,33.7,0.0298,0.5,0.14,1.005,Noncorrosive,44.77,no slugdge,2.82,ND,
4612314,10/10/2018,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810149,"12M_71, 72, 73",,34.4,47,45,59,19663,57845,1124,80,10,0,0,6,0,0,3,96,34,69.8,7.6,29.9,0.016,1.5,0.062,1.802,1A,36.47,0.004,1.27,5,NORMAL
4612314,4/30/2019,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905007,"6M_71,72",,33.8,44,46,62.5,12223,35031,1363,140,15,0,0,4,0,9,0,159,35,55,7.1,29.9,0.016,1.5,0.062,1.802,1A,36.47,0.004,1.27,11.7,NORMAL
4612314,4/18/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,4/18/2020,,,,,7831,34293,2654,253,28,2,0,4,1,7,26,321,52,43,,,,,,,,,,,,NORMAL
4612314,5/18/2020,,Andaman Kajornvakin,Jirasak Suksakun,IEC,GPSC,-,-,5/18/2020,,,,,7831,34293,2654,253,28,2,0,4,1,7,26,321,52,43,,,,,,,,,,,,NORMAL
4612314,5/20/2020,,,,IEC,,,,,,,,,7831,14293,654,153,14,1,0,2,0,0,0,170,,,8,,,,,,,,,,,
4612314,3/28/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,11185,28415,1956,408,23,4,,12,0,0,1,447,42,84,12,,,,,,,,,,,NORMAL
4612314,4/11/2023,,Mr.Waraporn D.,Mr.Pimchart P.,IEC,GPSC,,,,,,,,12071,72309,1441,232,13,3,0,10,1,1,1,259.1,46,87,9,29,0,1.5,0.026,1.5,1b,48,-,0,4,NORMAL
4612314,9/17/2024,,Chayaporn S.,Mr.Plmchart S.,HITACHI,GPSC,,6M,3/11/2025,,40,,,24909,73111,3511,483,23,4,0,18,0,15,2,528,40,77.9,4.4,30.2,0.05,1.5,0.032,1.861,2c,-,-,12.8,0,NORMAL
4612314,9/22/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,40,,,23505,73461,3156,358,17,3,0,17,1,1,1,395,40,70.2,10.2,25.2,0.02,1.5,0.033,1.74,1a,-,0.014,11.3,6,NORMAL
4700830,6/21/2013,-,,,IEC,,-,-,,-,48,-,-,22017,57644,5275,343,25,2,0,0,9,0,2,379,48,47.04,15.25,-,-,-,-,-,-,-,-,-,-,NORMAL
4700830,1/7/2014,,,,IEC,,-,-,,-,40,-,-,10840,37296,3475,114,19,2,0,0,3,0,7,138,40,56.1,5.71,-,-,-,0.076,0.439,1A,-,0,1.46,0,NORMAL
4700830,6/27/2014,-,,,IEC,,-,-,,-,40,-,-,10167,38852,2145,134,3,0,0,0,0,0,5,134,40,51.78,7.92,33.8,0.01,0.5,0.078,0.439,1A,24.15,0,1.64,0,NORMAL
4700830,12/16/2014,-,,,IEC,,-,-,,-,40,-,-,10633,35839,1829,107,0,0,0,0,4,0,7,111,40,57.18,6.36,32.4,0.03,1,0.078,0.602,1A,17.89,0,1.31,0,NORMAL
4700830,7/21/2015,,,,IEC,,-,-,,-,44,-,-,14318,42862,3673,160,25,0,0,0,10,0,7,195,44,55.16,7,32.4,0.03,1,0.078,0.602,1A,17.89,0,1.31,0,NORMAL
4700830,2/9/2016,-,-,,IEC,,-,-,,-,40,-,-,16375,45927,3146,248,18,2,0,0,7,0,8,275,40,45.02,10.99,31.8,0.02,1,0.064,0.576,1A,17.13,0,0.49,0,NORMAL
4700830,6/14/2016,,Ekkarach W.,,FOCUS LAB,,-,-,,-,40,-,-,10978,62500,6115,505,59,12,0,5,19,28,25,287,40,47.8,14,31.8,0.02,1,0.064,0.576,1A,17.13,0,0.49,0,NORMAL
4700830,11/24/2016,,Ekkarach W.,,FOCUS LAB,,-,-,,-,41,-,-,15618,58199,6463,358,53,9,0,5,18,20,21,443,41,70.9,22,27.02,0.02,1,0.014,0.805,1A,85.76,0.01,0.55,10.66,NORMAL
4700830,2/2/2017,-,Ekkarach W.,,FOCUS LAB,,-,-,,-,36,-,-,20563,75753,5811,350,49,9,0,6,17,22,18,431,36,54.2,10,27.02,0.03,1,0.014,0.805,1A,85.76,0.01,0.53,10.66,NORMAL
4700830,8/16/2017,-,Ekkarach W.,,FOCUS LAB,,-,-,,-,33,-,-,17090,79373,5811,210,29,5,0,4,15,16,12,263,33,58.6,11,27.43,0.03,1,0.015,0.72,3B,77.88,0.01,0.55,12.47,NORMAL
4700830,2/26/2018,-,Ekkarach W.,,FOCUS LAB,,-,-,,-,29,-,-,20002,57985,7806,290,41,6,0,5,16,36,11,358,29,75,8.1,27.43,0.03,1,0.015,0.72,3B,77.88,0.01,0.55,12.47,NORMAL
4700830,8/4/2018,-,Ekkarach W.,,FOCUS LAB,,-,-,,-,31,-,-,22297,67178,7431,327,64,6,0,4,25,32,14,426,31,60,8.4,26.17,0.03,1.5,0.016,0.971,3B,47.62,0,0.59,13.03,NORMAL
4700830,2/26/2019,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,-,-,,-,32,-,-,19136,68191,2030,82,18,1,0,1,2,7,3,104,32,56.2,11.4,26.17,0.03,1.5,0.016,0.971,3B,47.62,0,0.59,13.03,NORMAL
4700830,8/27/2019,-,Ekkarach W.,,FOCUS LAB,,-,"12M_71,72,73",,34.3,44,-,53.4,18752,56819,2333,145,22,1,0,1,3,8,1,172,35,57.2,13,27,0.03,1.5,0.029,0.942,3B,47.19,0.01,0.63,17.3,NORMAL
4700830,2/9/2023,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,50,,,18961,73151,2918,517,13,5,0,1,1,1,1,537,50,67,13,40,0.019,0.5,0,0.08,2e,<5,0.014,0.1,6,NORMAL
4700831,6/21/2013,-,,,IEC,,-,-,,-,50,-,-,11236,32614,5808,321,12,3,0,0,0,0,7,336,50,53.5,13.72,-,-,-,-,-,-,-,-,-,-,NORMAL
4700831,1/7/2014,-,,,IEC,,-,-,,-,40,-,-,18010,32623,3927,176,0,2,0,0,0,0,3,178,40,58.14,7.64,33.9,0.02,0.5,0.076,0.527,1A,13.67,0,1.2,0,NORMAL
4700831,6/27/2014,,,,IEC,,-,-,,-,40,-,-,17485,51822,2266,129,0,1,0,0,0,0,4,130,40,48.16,16.88,33.9,0.02,0.5,0.076,0.527,1A,13.67,0,1.2,0,NORMAL
4700831,12/16/2014,,,,IEC,,-,-,,-,40,-,-,10098,38310,2266,104,0,0,0,0,0,0,0,104,40,41.94,10.74,34.3,0.01,0.5,0.073,0.452,1A,11.94,0,1.14,0,NORMAL
4700831,7/21/2015,,,,IEC,,-,-,,-,42,-,-,17533,32232,3350,211,0,0,0,0,6,0,2,217,42,41.94,16.42,34.3,0.01,0.5,0.073,0.452,1A,11.94,0,1.14,0,NORMAL
4700831,2/9/2016,,,,IEC,,,,,-,42,-,-,16416,35466,2939,214,0,0,0,0,4,0,0,218,42,42.32,14.56,34,0.02,0.5,0.084,0.511,1A,0,0,0.62,0,NORMAL
4700831,6/14/2016,,Ekkarach W.,,IEC,,-,-,,-,42,-,-,22336,57466,6177,187,15,3,0,7,3,12,16,215,42,56.2,15.5,34,0.01,0.5,0.084,0.511,1A,0,0,0.62,0,NORMAL
4700831,11/24/2016,-,Ekkarach W.,,FOCUS LAB,,-,-,,-,35,-,-,16371,57283,9311,409,38,6,0,9,3,8,17,465,35,63.2,12.9,31.8,0.02,0.5,0.007,0.583,1A,0,0.01,0.31,7.56,NORMAL
4700831,2/2/2017,,Ekkarach W.,,FOCUS LAB,,-,-,,-,41,-,-,15965,55099,9792,388,33,6,0,9,3,8,16,439,41,49.2,22,31.8,0.02,1.5,0.007,0.583,1A,190.35,0.01,0.31,7.56,NORMAL
4700831,8/16/2017,,Ekkarach W.,,FOCUS LAB,,-,-,,-,41,-,-,8330,57964,15356,561,97,9,0,12,4,6,15,683,41,40,24.1,30.04,0.02,1.5,0.013,1.184,3B,162.36,0.01,0.51,19.59,NORMAL
4700831,2/26/2018,,Ekkarach W.,,FOCUS LAB,,-,-,,-,36,,,18256,62966,13915,357,37,7,0,11,4,15,11,416,36,68.5,18.5,30.04,0.02,1.5,0.013,1.184,3B,162.36,0.01,0.51,19.59,NORMAL
4700831,9/4/2018,,Ekkarach W.,,FOCUS LAB,,-,-,,-,40,-,-,20935,72700,14131,406,53,7,0,10,7,12,12,378,40,45,24.6,28.5,0.02,1.5,0.017,1.14,3B,124.84,0.01,0.61,16.78,NORMAL
4700831,2/26/2019,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,-,-,,32.9,66,-,54,17965,61855,12403,254,25,5,0,8,4,10,11,379,38,41.2,26.6,28.5,0.02,2,0.017,1.14,3B,124.84,0.01,0.61,16.8,NORMAL
4700831,8/27/2019,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,,,,35.1,80,-,53.4,16476,54944,9816,345,44,5,0,8,4,10,8,406,43,35.5,36.2,28.1,0.02,2,0.021,1.18,3B,90.61,0.01,0.74,29.3,NORMAL
4700831,6/21/2023,,Kittisak S.,Mr.Jirasak S.,IEC,GPSC,IEC230213,3M#2,6/27/2023,,-,,,7475,37053,1963,115,13,2,0,1,2,4,2,136,40,52,31,25,0.006,2,0.029,1.23,1b,87,No Sludge,1.1,4,NORMAL
4710343,12/25/2010,,IEC,,TIS,GLOW,,"12M_71,72,73",,,,,,37116,49388,2198,193,1,4,0,0,0,16,23,198,70,55.34,12.43,28.9,0.009,0.5,0,0.47,-,53,0,5.41,0,NORMAL
4710343,6/29/2011,-,IEC,,TIS,GLOW,,"6M_71,72",,,,,,15578,10670,3956,364,0,0,0,115,32,4,32,511,64,55.2,15.65,28.9,0.009,0.5,0,0.47,-,53,0,5.41,0,NORMAL
4710343,12/21/2011,,IEC,,TIS,GLOW,,,,,,,,16908,15280,2303,382,0,1,0,40,8,9,20,431,68,56.34,15.17,36.4,0.015,0.5,0.032,0.26,-,50,0,0.18,0,NORMAL
4710343,6/1/2012,,IEC,,TIS,GLOW,,"6M_71,72",,,,,,15934,36091,2651,455,0,5,0,74,10,7,18,544,65,56.62,8.4,36.4,0.015,0.5,0.032,0.26,-,50,0,0.18,0,NORMAL
4710343,1/8/2013,,IEC,,TIS,GLOW,,"12M_71,72,73",,,,,,14088,27759,1998,224,43,0,0,0,0,0,2,,,59.66,6.98,37.4,0.012,0.5,0.066,0.277,-,50,0,0.18,0,
4710343,6/19/2013,,IEC,,TIS,GLOW,,"6M_71,72",,,,,,26967,44321,1970,245,0,1,0,0,0,0,0,246,60,56.42,8.88,37.4,0.012,0.5,0.066,0.277,-,42,0,0.11,0,NORMAL
4710343,12/20/2013,,,,,,,,,,,,,27304,45992,1965,233,0,0,0,0,0,0,0,,,60,8.63,37.2,0.0098,0.5,0.084,0.18,1b,42,no slugdge,1.24,ND,
4710343,6/25/2014,,,,,,,,,,,,,28773,51731,2392,231,0,0,0,0,0,0,0,,,59,10.21,,,,,,,,,,,
4710343,9/15/2017,,Ekkarach W.,Jirasak Susakun,Focus lab,ENGIE GLOW,,,,33.9,31,45,59.5,4220,18846,5666,519,2,7,0,1,3,3,4,532,31,53,8.1,41,0.003,0.5,0.002,0.325,1B,23.7,0.009,0.11,11.6,NORMAL
4710343,6/18/2019,,Ekkarach W.,Phimchart P.,FOCUS LAB,GLOW,81906060,"6M_71,72",,34.7,60,70,54.6,24739,4886,6982,346,3,10,0,1,2,7,0,362,31,51,10.2,43.1,0.002,0.5,0.001,0.207,3A,0,0.02,0.01,7.8,NORMAL
4710344,12/25/2010,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,57,12.87,28.7,0.0049,0.5,0,0.19,Noncorrosive,43,no slugdge,5.81,ND,
4710344,1/5/2011,,,,,,,,,,,,,35430,48236,2759,123,0,12,0,0,2,16,23,,,0,,,,,,,,,,,,
4710344,7/8/2011,,,,,,,,,,,,,19910,14428,4155,277,0,38,0,16,27,25,32,,,56,9.723,,,,,,,,,,,
4710344,12/25/2011,,,,,,,,,,,,,14184,10808,4197,252,0,23,0,17,25,20,25,,,58,8.513,37.2,0.028,0.5,0.033,0.251,Noncorrosive,33,no slugdge,0.12,31.316,
4710344,6/3/2012,,,,,,,,,,,,,15837,39941,5542,337,0,4,0,10,25,19,14,,,46,12.8,,,,,,,,,,,
4710344,1/10/2013,,,,,,,,,,,,,10572,30494,6674,305,44,13,0,0,0,15,12,,,53,10.68,39.5,0.0199,0.5,0.08,0.361,3a,56,no slugdge,0.08,25.01,
4710344,6/21/2013,,,,,,,,,,,,,20854,58272,4889,226,24,2,0,0,0,12,12,,,56,12.94,,,,,,,,,,,
4710344,12/20/2013,,,,,,,,,,,,,21832,32441,7055,311,42,12,0,0,0,7,11,,,55,9.88,39.3,0.0039,0.5,0.075,0.274,1b,53,no slugdge,0.17,30.21,
4710344,6/25/2014,,,,,,,,,,,,,26308,40119,6989,307,41,11,0,0,0,7,12,,,53,11.77,,,,,,,,,,,
4710344,9/15/2017,,Ekkarach W.,Jirasak Susakun,FOCUS LAB,ENGIE GLOW,,,,35.1,32,44,55,7249,16424,1737,58,2,1,0,0,1,9,1,62,,74,6.9,41.1,0.003,0.5,0.017,0.509,3A,24.06,0.006,0.12,12,NORMAL
4710345,12/21/2010,,IEC,,TIS,,,,,,,,,38377,47653,2668,108,0,9,0,0,1,29,271,118,65,48.48,7.43,28.7,0.0078,0.5,0,0.18,-,0,0,4.39,0,NORMAL
4710345,6/29/2011,,IEC,,TIS,,,,,,,,,12182,22095,4696,124,0,0,0,38,0,5,18,162,62,52.02,12.57,28.7,0.008,0.5,0,0.18,-,0,0,4.39,0,NORMAL
4710345,12/21/2011,,IEC,,TIS,,,,,,,,,18829,23019,4155,139,0,0,0,31,0,5,20,170,60,59,12.24,36.8,0.0217,0.5,0.037,0.181,-,59,0,0.15,0,NORMAL
4710345,6/1/2012,,IEC,,TIS,,,,,,,,,15625,34888,6603,295,8,11,0,0,0,5,24,314,60,53,8.67,36.8,0.022,0.5,0.037,0.181,-,0,0,0.15,0,NORMAL
4710345,1/10/2013,,IEC,,TIS,,,,,,,,,17131,25101,4471,248,4,8,0,0,0,1,20,260,56,54.92,14.2,38.5,0.0149,0.5,0.08,0.304,-,64,0,0.07,0,NORMAL
4710345,6/19/2013,,IEC,,TIS,,,,,,,,,15437,49167,5821,306,4,4,0,0,0,0,19,314,60,48.76,17.53,38.5,0.015,0.5,0.08,0.304,-,0,0,0.07,0,NORMAL
4710345,12/18/2013,,IEC,,TIS,,,,,,,,,11537,30042,2775,319,0,0,0,0,0,0,8,319,60,53.3,11.55,38,0.0103,0.5,0.085,0.356,-,62,0,0.31,25.67,NORMAL
4710345,6/23/2014,,IEC,,TIS,,,,,,,,,15375,31193,2715,308,0,0,0,0,0,0,7,308,62,53,10.58,38,0.01,0.5,0.085,0.356,-,0,0,0.31,0,NORMAL
4710345,1/7/2015,,IEC,,TIS,,,,,,,,,19564,38894,2876,307,0,0,0,0,0,0,7,307,54,54.7,9.45,38.4,0.023,0.5,0.075,0.222,-,63,0,0.3,0,NORMAL
4710345,7/9/2015,,IEC,,TIS,,,,,,,,,23631,45415,2963,322,0,4,0,0,0,0,0,326,55,50.9,12.43,38.4,0.023,0.5,0.075,0.222,-,63,0,0.3,0,NORMAL
4710345,3/15/2016,,Ekkarach W.,,FOCUS LAB,,,,,,,,,5894,19851,3566,246,0,0,0,0,0,0,0,246,46,66.6,14.3,38.4,0.023,0.5,0.075,0.222,-,63,0,0.3,0,NORMAL
4710345,9/29/2016,,Ekkarach W.,,FOCUS LAB,,81610013,"12M_71,72,73",,,,,,4270,16974,4392,350,0,4,0,1,2,1,3,357,35,53.8,7.4,41.05,0.004,0.5,0.002,0.283,1B,33.28,0.011,0.15,9.32,NORMAL
4710345,2/14/2017,,Ekkarach W.,,FOCUS LAB,,81702063,"6M_71,72",,,,,,11111,37545,1348,50,0,1,0,0,0,4,0,51,37,71.2,7.4,41.05,0.004,0.5,0.002,0.283,-,0,0,0.15,0,NORMAL
4710345,9/26/2017,,Ekkarach W.,Thanant S.,Focus lab,No comment,,,,35.2,45,68,57.2,13904,46461,2337,110,2,1,0,0,0,16,4,113,45,66,11.9,36.7,0.003,0.5,0.005,0.321,1B,26.28,0.007,0.18,9.5,NORMAL
4710345,2/12/2018,,Ekkarach W.,Jirasak Susakun,FOCUS LAB,ENGIE GLOW,,,,34,66,75,53,14108,49587,1997,107,2,2,0,0,0,0,0,111,32,51,8.1,36.7,0.003,0.5,0.005,0.321,non,26.28,0.007,0.18,14,NORMAL
4710345,8/20/2018,,Ekkarach W.,Methee M.,FOCUS LAB,GLOW,81808174,"12M_71, 72, 73",,34.2,66,72,64.6,14299,49450,2974,188,3,3,0,0,1,0,0,195,42,49.3,12,41.7,0.005,0.5,0.005,0.36,1B,22.42,0.016,0.14,10.7,NORMAL
4710345,6/18/2019,,Ekkarach W.,Mr.Pimchart P.,Focuslab Ltd.,GLOW,81906062,"6M_71, 72",,34.4,63,67,59.7,9072,25473,3274,242,2,9,0,0,1,3,0,254,42,53,12.2,41.7,0.005,0.5,0.005,0.36,1B,22.42,0.016,0.14,10.7,NORMAL
4710345,6/18/2019,,Ekkarach W.,Mr.Pimchart P.,Focuslab Ltd.,GLOW,81906062,"6M_71, 72",,34.4,63,67,59.7,9072,25473,3274,242,2,9,0,0,1,3,0,254,42,53,12.2,41.7,0.005,0.5,0.005,0.36,1B,22.42,0.016,0.14,10.7,NORMAL
4710345,12/11/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,8192036,"12M_71,72,73",,31.6,49,49,47.5,3689,12177,4064,272,2,4,0,1,1,1,0,280,33,60.3,5.4,40.8,0.01,0.5,0.007,0.238,1B,22.79,0,0.21,13.7,NORMAL
4710345,6/23/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,6/23/2020,,,,,3239,13385,1804,199,5,2,0,0,0,0,0,206,61,44,,,,,,,,,,,,NORMAL
4710345,12/10/2020,-,Mr.Eakgarak S.,Mr.Pimchart P.,IEC,GPSC,-,-,3/20/2021,-,-,-,-,9663,17119,1688,172,2,3,0,0,0,0,0,175,66,72,12,30,0.013,1,0.002,0.17,1B,10,0,0.1,11,NORMAL
4710346,12/25/2010,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,53,6.99,28.8,0.0004,0.5,0,0.16,Noncorrosive,61,no slugdge,7.69,ND,
4710346,1/5/2011,,,,,,,,,,,,,41464,48886,2259,182,0,8,0,0,2,14,26,,,0,,,,,,,,,,,,
4710346,7/8/2011,,,,,,,,,,,,,12828,17122,2432,230,13,20,0,14,6,5,0,,,55,10.31,,,,,,,,,,,
4710346,12/25/2011,,,,,,,,,,,,,17885,18582,3734,330,23,0,0,27,0,0,0,,,54,7.12,37.8,0.021,0.5,0.036,0.247,Noncorrosive,58,no slugdge,1.65,ND,
4710346,6/3/2012,,,,,,,,,,,,,18198,41030,6669,291,41,13,0,7,0,10,24,,,54,6.42,,,,,,,,,,,
4710346,1/10/2013,,,,,,,,,,,,,10655,32075,4622,262,43,10,0,0,0,0,2,,,57,9.86,38.7,0.0152,0.5,0.076,0.843,3a,72,no slugdge,0.11,ND,
4710346,6/21/2013,,,,,,,,,,,,,21564,52759,5121,282,37,5,0,0,0,0,0,,,53,11.02,,,,,,,,,,,
4710346,12/20/2013,,,,,,,,,,,,,22596,48205,4603,214,44,0,0,0,0,0,0,,,57,9.67,38.6,0.0041,0.5,0.081,0.933,1b,69,no slugdge,0.43,ND,
4710346,6/25/2014,,,,,,,,,,,,,22527,47882,4807,209,0,42,0,0,0,0,0,,,53,12.87,,,,,,,,,,,
4710347,12/21/2010,,IEC,,TIS,,,,,,,,,35322,48835,2404,226,0,10,0,0,2,28,25,238,62,46,5.74,29.2,0.009,0.5,0,0.38,-,59,0,4.08,0,NORMAL
4710347,6/29/2011,,IEC,,TIS,,,,,,,,,14998,19783,1914,443,36,50,0,46,7,12,32,582,62,49,9.79,29.2,0.009,0.5,0,0.38,-,0,0,4.08,0,NORMAL
4710347,12/21/2011,,IEC,,TIS,,,,,,,,,14934,16324,3433,423,42,20,0,19,0,5,10,504,60,46.66,6.68,37.9,0.0181,0.5,0.027,0.88,-,51,0,0.18,0,NORMAL
4710347,6/1/2012,,IEC,,TIS,,,,,,,,,22215,48945,6865,302,48,13,0,20,0,7,23,383,64,55.56,8.97,37.9,0.018,0.5,0.027,0.88,-,0,0,0.18,0,NORMAL
4710347,1/8/2013,,IEC,,TIS,,,,,,,,,17166,45611,5386,293,42,12,0,2,0,0,20,349,60,59,11.04,37.4,0.0491,0.5,0.07,1.045,-,45,0,0.08,0,NORMAL
4710347,6/19/2013,,IEC,,TIS,,,,,,,,,36817,65459,5610,370,50,7,0,1,0,0,24,428,60,55.54,15.32,37.4,0.049,0.5,0.07,1.045,-,45,0,0.08,0,NORMAL
4710347,12/20/2013,,IEC,,TIS,,,,,,,,,33953,67743,5836,434,38,11,0,0,0,0,18,483,70,53.46,11.91,37.3,0.0117,0.5,0.087,1.191,0,42,0,0.14,0,NORMAL
4710347,6/23/2014,,IEC,,TIS,,,,,,,,,37439,68832,6194,415,2,43,0,0,0,0,17,460,62,53.24,10.57,37.3,0.012,0.5,0.087,1.191,-,42,0,0.14,0,NORMAL
4710347,1/7/2015,,IEC,,TIS,,,,,,,,,37495,73234,6247,408,40,1,0,0,0,0,7,449,68,53.94,9.39,37.1,0.007,0.5,0.078,0.542,-,45,0,0.29,0,NORMAL
4710347,7/9/2015,,IEC,,TIS,,,,,,,,,34346,70736,6535,426,38,5,0,0,0,0,5,469,56,42.06,14.3,37.1,0.007,0.5,0.078,0.542,-,45,0,0.29,0,NORMAL
4710347,3/15/2016,,Ekkarach W.,,FOCUS LAB,,,,,,,,,11801,52065,4916,349,0,5,0,0,2,4,2,356,44,59.3,12.5,37.1,0.007,0.5,0.078,0.542,-,45,0,0.29,0,NORMAL
4710347,9/29/2016,,Ekkarach W.,,FOCUS LAB,,,,,,,,,5500,29303,6251,493,0,8,0,4,2,11,13,507,42,62.3,8.3,39.86,0.004,1,0.003,0.348,2B,18.4,0.009,0.17,12.65,NORMAL
4710347,2/15/2017,,Ekkarach W.,,FOCUS LAB,,,,,,,,,17845,74612,6106,438,0,8,0,5,2,21,12,453,39,73.8,5.1,39.86,0.004,1,0.003,0.348,2B,18.4,0.009,0.17,12.65,NORMAL
4710347,9/27/2017,,Ekkarach W.,Pimchart P.,Focus lab,GLOW,,,,33.2,38,58,61.3,11863,54188,8172,539,3,10,0,1,3,4,5,556,38,69.6,8.6,40.8,0.004,1,0.007,0.357,3A,15.22,0.007,0.19,16,NORMAL
4710347,2/12/2018,,Ekkarach W.,Jirasak Susakun,FOCUS LAB,ENGIE GLOW,,,,34,70,77,50,2503,24149,7456,556,3,10,0,1,3,7,0,573,47,60,10.2,40.8,0.004,1,0.007,0.357,non,15.22,0.007,0.19,20.4,NORMAL
