serial,date,H1_tap_max_ratio,H1_max_err,H1_max_phd,H1_tap_cen_ratio,H1_cen_err,H1_cen_phd,H1_tap_min_ratio,H1_min_err,H1_min_phd,H1_tap_N1,H1_tap_rate_N1,H1_ratio1,H1_err1,H1_phd1,H1_tap_N2,H1_tap_rate_N2,H1_ratio2,H1_err2,H1_phd2,H2_tap_max_ratio,H2_max_err,H2_max_phd,H2_tap_cen_ratio,H2_cen_err,H2_cen_phd,H2_tap_min_ratio,H2_min_err,H2_min_phd,H2_ratio1,H2_err1,H2_phd1,H2_ratio2,H2_err2,H2_phd2,H3_tap_max_ratio,H3_max_err,H3_max_phd,H3_tap_cen_ratio,H3_cen_err,H3_cen_phd,H3_tap_min_ratio,H3_min_err,H3_min_phd,H3_ratio1,H3_err1,H3_phd1,H3_ratio2,H3_err2,H3_phd2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR,MAXDEV,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9,Object10,Object11,Object12,Object13,Object14,Object15,Object16,Object17,Object18,Object19,Object20,Object21,Object22,Object23,Object24,Object25,Object26,Object27,Object28,Object29,Object30
PP0102B01,5/24/2023,9.93,0.2,0,9.03,0.22,0,8.13,0.12,0,,-,-,-,-,,-,-,-,-,9.93,0.2,0,9.03,0.22,0,8.13,0.12,0,-,-,-,-,-,-,9.93,0.2,0,9.03,0.22,0,8.13,0.12,0,-,-,-,-,-,-,,Mr.Jirasak Suksakun,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,8/27/2021,,,,,,0.22,0,0.2,0,0.2,0,0.2,0,0.22,0,0.22,0,0.22,0,0.12,0,0.12,0,0.12,0,-,-,-,-,-,-,-,-,-,-,-,-
PP0102B01,7/21/2026,9.939,0.11,0.01,9.035,0.17,0.01,8.132,0.1,0.01,,,,,,,,,,,9.938,0.12,0.01,9.034,0.18,0,8.131,0.11,0.01,,,,,,,9.937,0.13,0.02,9.034,0.18,0.01,8.13,0.12,0.02,,,,,,,,Mr.Jirasak S.,Mr.Suchart M.,GPSC,GPSC,TESTRANO 600,DA193X,12/15/2025,-,-,-,-,,0.18,0.02,0.11,0.01,0.12,0.01,0.13,0.02,0.17,0.01,0.18,0,0.18,0.01,0.1,0.01,0.11,0.01,0.12,0.02,,,,,,,,,,,,
PP0158B01,4/4/2023,9.483,0.24,0.01,9.035,0.02,0.01,8.588,0.01,0.01,-,-,-,-,-,-,-,-,-,-,9.482,0.25,0.01,9.034,0.03,0,8.587,0.02,0.01,-,-,-,-,-,-,9.481,0.26,0.02,9.034,0.03,0.01,8.586,0.03,0.02,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,34,32,32,59,,0.26,0.02,0.24,0.01,0.25,0.01,0.26,0.02,0.02,0.01,0.03,0,0.03,0.01,0.01,0.01,0.02,0.01,0.03,0.02,-,-,-,-,-,-,-,-,-,-,-,-
PP0174B01,7/24/2008,6.63,0.15,0,6.31,0.16,0,5.99,0.17,0,,-,-,-,-,,-,-,-,-,6.63,0.15,0,6.31,0.16,0,5.99,0.17,0,-,-,-,-,-,-,6.63,0.15,0,6.31,0.16,0,5.99,0.17,0,-,-,-,-,-,-,,Mr.Apichat M.,Mr.Chatchaval C.,DEMCO,PTT UT,CPC 100,,,,,,,,0.17,0,0.15,0,0.15,0,0.15,0,0.16,0,0.16,0,0.16,0,0.17,0,0.17,0,0.17,0,-,-,-,-,-,-,-,-,-,-,-,-
PP0174B01,7/4/2024,-,-,-,6.312,0.13,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,6.312,0.13,0,-,-,-,-,-,-,-,-,-,-,-,-,6.312,0.13,0,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,1/15/2024,32,29,29,67,,0.13,0,-,-,-,-,-,-,0.13,0,0.13,0,0.13,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PP0181B01,3/15/2023,9.485,0.22,0.02,9.037,0.19,0.02,8.589,0.14,0.01,-,-,-,-,-,-,-,-,-,-,9.483,0.24,0.01,9.035,0.21,0.02,8.588,0.15,0.01,-,-,-,-,-,-,9.484,0.23,0.01,9.037,0.19,0,8.589,0.14,0,-,-,-,-,-,-,82452035011,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,32,34,34,52,,0.24,0.02,0.22,0.02,0.24,0.01,0.23,0.01,0.19,0.02,0.21,0.02,0.19,0,0.14,0.01,0.15,0.01,0.14,0,-,-,-,-,-,-,-,-,-,-,-,-
PP0225B01,1/31/2022,-,-,-,6.311,0.19,0,-,-,-,-,-,-,-,,-,-,-,-,,-,-,-,6.311,0.19,0,-,-,-,-,-,,-,-,,-,-,-,6.311,0.19,0,-,-,-,-,-,,-,-,,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,33,33,33,75,,0.19,0,-,-,-,-,-,-,0.19,0,0.19,0,0.19,0,-,-,-,-,-,-,-,,-,,-,,-,,-,,-,
PP0225B01,1/21/2025,-,-,-,6.311,0.19,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.311,0.19,0,-,-,-,-,-,-,-,-,-,-,-,-,6.311,0.19,0,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,30,34,34,56,,0.19,0,-,-,-,-,-,-,0.19,0,0.19,0,0.19,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PP0286B01,4/29/2013,9.941,0,0.02,9.162,0,0.01,8.161,0,0,,,,,,,,,,,9.939,0.02,0.02,9.161,0.01,0.01,8.161,0,0,,,,,,,9.941,0,0,9.162,0,0,8.161,0,0,,,,,,,,Mr. Phanupong Inchina,Mr. Witoon Khommuangpuk,"TIS Engineering and Service Co., Ltd",GLOW,Ratech TR. Spy Mark III,,3/19/2013,,,,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0286B01,7/19/2014,9.939,0.02,0,9.162,0,0.01,8.161,0,0,7,,9.272,,,9,,9.05,,,9.939,0.02,0.02,9.161,0.01,0.02,8.161,0,0.05,9.272,,,9.05,,,9.941,0,0.02,9.163,0.01,0.01,8.165,0.05,0.05,9.273,,,9.052,,,,,,,,,,,,,,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0286B01,2/4/2016,,,,5.9288,0.06,0.01,,,,,,,,,,,,,,,,,5.9282,0.05,0.01,,,,,,,,,,,,,5.9288,0.06,0,,,,,,,,,,,Mr.Anusit Sara,Mr.Somporn Duangprom,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Raytech / SPY Mark III,314151,3/2/2015,,,,,,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPD0225B01,1/31/2022,-,-,-,6.311,0.2,0,-,-,,,-,-,-,-,,-,-,-,-,-,-,-,6.311,0.2,0,,,,-,-,-,-,-,-,-,-,-,6.311,0.2,0,,,,-,-,-,-,-,-,,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,,33,33,33,75,,0.2,0,-,-,-,-,-,-,0.2,0,0.2,0,0.2,0,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
PT3W67000/123,5/16/2013,6.7977,0.401,,6.47,0.313,,6.1425,0.246,,2,,6.6333,0.358,,4,,6.3046,0.292,,6.7952,0.298,,6.4767,0.223,,6.1401,0.143,,6.6312,0.263,,6.3041,0.195,,6.797,0.302,,6.4695,0.226,,6.1401,0.153,,6.6327,0.264,,6.3041,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT3W67000/123,9/15/2015,6.791,,,6.463,,,6.136,,,2,,6.625,,,4,,6.2995,,,6.7905,,,6.463,,,6.136,,,6.625,,,6.2995,,,6.791,,,6.463,,,6.136,,,6.6285,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/01,8/31/2014,2.0907,Infinity,0,1.903,Infinity,0.01,1.6215,Infinity,0.01,2L,,1.9499,,,2R,,1.8561,,,2.0908,Infinity,0,1.9031,Infinity,0,1.6216,Infinity,0,1.95,,,1.8563,,,2.0909,Infinity,0.01,1.9031,Infinity,0.01,1.6216,Infinity,0.01,1.9735,,,1.8562,,,,,,,,,,,,,,,,Infinity,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/01,5/13/2016,2.091,0.05,0,1.907,18.08,0,1.622,14.68,0,,,,,,,,,,,2.091,0.05,0,1.907,18.08,0,1.622,14.68,0.06,,,,,,,2.091,0.05,0,1.907,18.08,0,1.621,14.73,0.06,,,,,,,,Anusit Sara,Suchart Mondopyai,,,Raytech/SPY Mark III,314151,3/16/2016,33,36,38,46,,Infinity,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/01,6/4/2016,2.091,0.05,0,1.622,0.43,0,1.903,0.11,0,,,,,,,,,,,2.091,0.05,0.05,1.622,0.43,0,1.903,0.11,0.05,,,,,,,2.092,0.1,0.05,1.622,0.43,0,1.904,0.16,0.05,,,,,,,,,,,,,,,,,,,,0.43,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/01,6/10/2019,2.091,0.05,0,1.903,0.11,0,1.622,0.06,0,,-,-,-,-,,-,-,-,-,2.091,0.05,0,1.903,0.11,0,1.622,0.06,0,-,-,-,-,-,-,2.0909,0.04,0,1.903,0.11,0,1.622,0.06,0,-,-,-,-,-,-,191030987,Mr.Chaichaleom W.,Mr.Methee M.,TIS,GPSC,Testrano 600,DA212X,6/19/2019,33,38,38,69,,0.11,0,0.05,0,0.05,0,0.04,0,0.11,0,0.11,0,0.11,0,0.06,0,0.06,0,0.06,0,-,-,-,-,-,-,-,-,-,-,-,-
PTE 1689/01,7/4/2021,2.091,0.05,0,1.903,0.11,0,1.622,0.06,0.06,-,-,-,-,-,-,-,-,-,-,2.091,0.05,0,1.903,0.11,0,1.621,0.12,0.06,-,-,-,-,-,-,2.091,0.05,0,1.903,0.11,0,1.622,0.06,0,-,-,-,-,-,-,201023323,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2/16/2018,32,42,42,62,,0.12,0.06,0.05,0,0.05,0,0.05,0,0.11,0,0.11,0,0.11,0,0.06,0.06,0.12,0.06,0.06,0,-,-,-,-,-,-,-,-,-,-,-,-
PTE 1689/01,7/4/2021,2.092,0.1,0.05,1.904,0.16,0,1.622,0.06,0,,-,-,-,-,,-,-,-,-,2.091,0.05,0.05,1.904,0.16,0,1.622,0.06,0,-,-,-,-,-,-,2.092,0.1,0,1.904,0.16,0,1.622,0.06,0,-,-,-,-,-,-,201022875,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2/16/2018,34,42,42,62,,0.16,0.05,0.1,0.05,0.05,0.05,0.1,0,0.16,0,0.16,0,0.16,0,0.06,0,0.06,0,0.06,0,-,-,-,-,-,-,-,-,-,-,-,-
PTE 1689/01,9/10/2023,2.0909,0.04,0,1.9008,0.01,0,1.6157,0.45,0,,,,,,,,,,,2.0909,0.04,0,1.9008,0.01,0,1.6157,0.45,0,,,,,,,2.0909,0.04,0,1.9008,0.01,0,1.6157,0.45,0,,,,,,,,Prawit Nakrob,Mr.Pimchart P.,Hitachi Energy,GPSC,Testrano 600,,,29,32,32,56,,0.45,0,0.04,0,0.04,0,0.04,0,0.01,0,0.01,0,0.01,0,0.45,0,0.45,0,0.45,0,,,,,,,,,,,,
PTE 1689/01,6/22/2024,2.0911,0.05,0,1.9034,0.13,0,1.6218,0.07,0,,,,,,,,,,,2.0912,0.06,0,1.9034,0.13,0,1.6218,0.07,0,,,,,,,2.0911,0.05,0,1.9034,0.13,0,1.6218,0.07,0,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,,32,40,40,73,,0.13,0,0.05,0,0.06,0,0.05,0,0.13,0,0.13,0,0.13,0,0.07,0,0.07,0,0.07,0,,,,,,,,,,,,
PTE 1689/02,1/14/2009,2.092,0.05,0,1.903,17.76,0,1.622,14.68,0,1R,,1.88,,,1L,,1.927,,,2.092,0.05,0,1.903,17.76,0.05,1.622,14.68,0,1.88,,,1.927,,,2.092,0.05,0,1.904,17.82,0.05,1.622,14.68,0,1.88,,,1.927,,,,,,,,,,,,,,,,17.82,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/02,9/18/2012,2.091,0,0,1.903,0.11,0,1.622,0.37,0,,,,,,,,,,,2.091,0,0,1.903,0.11,0,1.622,0.37,0,,,,,,,2.091,0,0,1.903,0.11,0,1.622,0.37,0,,,,,,,,Mr.Anusit Sara,,"TIS Engineering and Service Co.,Ltd.",,Raytech/SPY MARK III,,2/7/2012,,,,,,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/02,6/3/2017,2.091,0,0.01,1.901,0,0.12,1.616,0,0.35,,,,,,,,,,,2.0913,0.01,0.01,1.9033,0.12,0.01,1.6217,0.35,0.01,,,,,,,2.0915,0.02,0.02,1.9032,0.12,0.12,1.6216,0.35,0.35,,,,,,,,,,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Raytech / SPY Mark III,314151,3/1/2017,35,30,34,54,,0.35,0.35,0,0.01,0.01,0.01,0.02,0.02,0,0.12,0.12,0.01,0.12,0.12,0,0.35,0.35,0.01,0.35,0.35,,,,,,,,,,,,
PTE 1689/02,10/24/2018,2.0904,0.03,0.06,1.903,0.11,0.03,1.6215,0.34,0.04,5L,2.019,2.0204,0.07,0.01,10R,1.663,1.6685,0.33,0.02,2.0891,0.09,0.08,1.9024,0.07,0.03,1.6208,0.3,0.05,2.0201,0.05,0,1.6681,0.31,0.02,2.0907,0.01,0.01,1.9029,0.1,0.01,1.6216,0.35,0.01,2.0202,0.06,0.01,1.6684,0.32,0.01,,Chaichaleom W.,Phimchart P.,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,TESTRANO 600,,,30,31,32,69,,0.35,0.08,0.03,0.06,0.09,0.08,0.01,0.01,0.11,0.03,0.07,0.03,0.1,0.01,0.34,0.04,0.3,0.05,0.35,0.01,0.07,0.01,0.05,0,0.06,0.01,0.33,0.02,0.31,0.02,0.32,0.01
PTE 1689/02,10/28/2020,2.091,0,0,1.903,0.11,0,1.622,0.37,0,5L,-,-,-,-,6L,-,-,-,-,2.091,0,0.05,1.903,0.11,0.16,1.622,0.37,0.12,-,-,-,-,-,-,2.09,0.05,0.05,1.9,0.05,0.16,1.62,0.25,0.12,-,-,-,-,-,-,201022873,Mr.Jirasak S.,,NHT/NRV,,TESTRANO 600,DA193X,2/16/2018,36,39,39,53,,0.37,0.16,,,,,,,,,,,,,,,,,,,0.1,0,0.1,0,0.1,0,0.05,0,0.05,0,0.05,0
PTE 1689/02,8/16/2023,2.09,0.05,0,1.9,0.05,0,1.62,0.25,0,-,-,-,-,-,-,-,-,-,-,2.09,0.05,0,1.9,0.05,0,1.62,0.25,0,-,-,-,-,-,-,2.09,0.05,0,1.9,0.05,0,1.62,0.25,0,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi Energy,GPSC,,,,,,,,,0.25,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0,0.25,0,0.25,0,0.25,0,-,-,-,-,-,-,-,-,-,-,-,-
PTE 1689/02,5/22/2025,2.0912,0.01,0.03,1.9035,0.13,0.03,1.622,0.37,0.06,-,-,-,-,-,-,-,-,-,-,2.0918,0.04,0.04,1.9041,0.16,0.05,1.623,0.43,0.12,-,-,-,-,-,-,2.091,0,0.01,1.9032,0.12,0.02,1.621,0.31,0.06,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,,,,,,0.43,0.12,0.01,0.03,0.04,0.04,0,0.01,0.13,0.03,0.16,0.05,0.12,0.02,0.37,0.06,0.43,0.12,0.31,0.06,-,-,-,-,-,-,-,-,-,-,-,-
PTE 1689/03,8/18/2012,2.091,0,0,1.903,0.11,0,1.622,0.37,0,1L,,1.927,,,1R,,1.88,,,2.091,0,0,1.903,0.11,0,1.622,0.37,0,1.927,,,1.88,,,2.091,0,0,1.903,0.11,0,1.622,0.37,0,1.927,,,1.88,,,,,,,,,,,,,,,,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/03,11/2/2018,2.091,0,0,1.9033,0.12,0.01,1.6217,0.35,0.01,,,,-,,,,,,,2.0911,0,0.01,1.9034,0.13,0.01,1.6218,0.36,0.01,,,,,,,2.0914,0.02,0.02,1.9036,0.14,0.02,1.622,0.37,0.02,,,,,,,181090405,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,37,35,35,54,,0.37,0.02,0,0,0,0.01,0.02,0.02,0.12,0.01,0.13,0.01,0.14,0.02,0.35,0.01,0.36,0.01,0.37,0.02,-,,,,,,,,,,,
PTE 1689/03,11/12/2020,2.0881,0.14,0.14,1.899,0.11,0.21,1.617,0.06,0.31,5L,2.0197,2.0178,0.09,0.14,6L,2.0434,2.0407,0.13,0.17,2.091,0,0.04,1.903,0.11,0.05,1.622,0.37,0.06,2.0207,0.05,0.43,2.0442,0.04,0.05,2.0902,0.04,0.1,1.902,0.05,0.16,1.621,0.31,0.25,2.012,0.38,0.29,2.0432,0.01,0.12,201023345,Mr. Methee Meechitti,,GPSC,,TESTRANO 600,DA 193X,2/16/2018,30,30,30,50,After replace HV bushing phase C,0.38,0.43,0.14,0.14,0,0.04,0.04,0.1,0.11,0.21,0.11,0.05,0.05,0.16,0.06,0.31,0.37,0.06,0.31,0.25,0.09,0.14,0.05,0.43,0.38,0.29,0.13,0.17,0.04,0.05,0.01,0.12
PTE 1689/03,1/26/2025,2.0912,0.01,0.01,1.9035,0.13,0,1.6219,0.37,0.01,,,,,,,,,,,2.0915,0.02,0.02,1.9035,0.13,0,1.6221,0.38,0.01,,,,,,,2.091,0,0.01,1.9035,0.13,0,1.6219,0.37,0,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,10/9/2024,31,31,31,60,,0.38,0.02,0.01,0.01,0.02,0.02,0,0.01,0.13,0,0.13,0,0.13,0,0.37,0.01,0.38,0.01,0.37,0,,,,,,,,,,,,
PTE 1689/04,5/13/2016,2.091,0.1,0,1.907,0.37,0,1.622,0.19,0,,,,,,,,,,,2.091,0.1,0,1.907,0.37,0,1.622,0.19,0.06,,,,,,,2.091,0.1,0,1.907,0.37,0,1.621,0.12,0.06,,,,,,,,Mr. Anusit Sara,Mr.Suchat Mondopyai,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Raytech / SPY Mark III,314151,16-Mar-16,33,36,38,46,,0.37,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE 1689/04,6/8/2019,2.0882,0.04,-,1.9008,0.04,0.13,1.6199,0.06,0.11,,,,,,,,,,,2.2.0910,-,-,1.9033,0.17,0.04,1.6217,0.17,0.03,,,,,,,2.0902,0.06,0.1,1.9025,0.13,0.09,1.6212,0.14,0.08,,,,,,,191028236,Mr. Jirasak S.,Mr. Methee M.,CMT-GLOW,ENGIE GLOW,TESTRANO 600,DA193X,2/16/2018,32,33,33,58,Test report before overhaul OLTC,0.17,0.13,0.04,-,-,-,0.06,0.1,0.04,0.13,0.17,0.04,0.13,0.09,0.06,0.11,0.17,0.03,0.14,0.08,,,,,,,,,,,,
PTE 1689/04,6/12/2019,2.0882,0.04,0.13,1.9004,0.02,0.15,1.6195,0.03,0.14,,,,,,,,,,,2.091,0.1,0.04,1.9033,0.17,0.04,1.6217,0.17,0.04,,,,,,,2.0901,0.05,0.09,1.9025,0.13,0.11,1.6211,0.13,0.1,,,,,,,191028236,Mr Jirasak S.,,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2/16/2018,33,32,32,45,Before overhaul OLTC,0.17,0.15,0.04,0.13,0.1,0.04,0.05,0.09,0.02,0.15,0.17,0.04,0.13,0.11,0.03,0.14,0.17,0.04,0.13,0.1,,,,,,,,,,,,
PTE 1689/04,6/13/2019,2.0913,0.11,0,1.9035,0.18,0.01,1.6219,0.18,0.01,,,,,,,,,,,2.0914,0.11,0,1.9036,0.19,0.01,1.622,0.19,0.01,,,,,,,2.0915,0.12,0.01,1.9037,0.19,0.01,1.6221,0.19,0.01,,,,,,,191028236,Mr. Jirasak S.,Mr. Methee M.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2/16/2018,33,35,35,55,After overhaul OLTC,0.19,0.01,0.11,0,0.11,0,0.12,0.01,0.18,0.01,0.19,0.01,0.19,0.01,0.18,0.01,0.19,0.01,0.19,0.01,,,,,,,,,,,,
PTE 1689/04,3/13/2022,2.091,0.1,0,1.901,0.05,0,1.615,0.25,0,,-,-,-,-,,-,-,-,-,2.091,0.1,0,1.901,0.05,0,1.615,0.25,0,-,-,-,-,-,-,2.091,0.1,0,1.901,0.05,0,1.615,0.25,0,-,-,-,-,-,-,,Mr.JIrasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,,,,,,,0.25,0,0.1,0,0.1,0,0.1,0,0.05,0,0.05,0,0.05,0,0.25,0,0.25,0,0.25,0,-,-,-,-,-,-,-,-,-,-,-,-
PTE 1689/04,7/7/2025,2.09,0.05,0.05,1.903,0.16,0,1.621,0.12,0,-,-,-,-,-,-,-,-,-,-,2.091,0.1,0.05,1.903,0.16,0.01,1.621,0.12,0,-,-,-,-,-,-,2.09,0.05,0,1.9032,0.17,0.01,1.621,0.12,0,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,,,,,,0.17,0.05,0.05,0.05,0.1,0.05,0.05,0,0.16,0,0.16,0.01,0.17,0.01,0.12,0,0.12,0,0.12,0,-,-,-,-,-,-,-,-,-,-,-,-
T012006,11/24/2008,7.421,0.12,0.13,6.479,0.28,0.03,5.516,0.46,0,,-,-,-,-,,-,-,-,-,7.411,0.26,0,6.477,0.25,0,5.516,0.46,0,-,-,-,-,-,-,7.411,0.26,0.13,6.477,0.25,0.03,5.516,0.46,0,-,-,-,-,-,-,,Akharapol N.,,EGAT,,,,,,,,,,0.46,0.13,0.12,0.13,0.26,0,0.26,0.13,0.28,0.03,0.25,0,0.25,0.03,0.46,0,0.46,0,0.46,0,-,-,-,-,-,-,-,-,-,-,-,-
T012006,10/3/2026,7.444,0.19,0.03,6.473,0.19,0,5.505,0.25,0.02,,-,-,-,-,,-,-,-,-,7.442,0.16,0.03,6.473,0.19,0.02,5.504,0.24,0.02,-,-,-,-,-,-,7.444,0.19,0,6.474,0.2,0.02,5.505,0.25,0,-,-,-,-,-,-,,Mr.Nattapong M.,Mr.Suchat M.,Hitachi Energy,GPSC,,,,38,37,37,64,,0.25,0.03,0.19,0.03,0.16,0.03,0.19,0,0.19,0,0.19,0.02,0.2,0.02,0.25,0.02,0.24,0.02,0.25,0,-,-,-,-,-,-,-,-,-,-,-,-
TP70279703,6/3/2013,6.9035,0.23,0.02,6.0035,0.02,0.01,5.188,0.06,0.02,-,-,-,-,-,-,-,-,-,-,6.902,0.2,0.04,6.003,0.02,0.04,5.187,0.08,0.08,-,-,-,-,-,-,6.905,0.25,0.02,6.0055,0.06,0.03,5.191,0,0.06,-,-,-,-,-,-,,Mr. Aran P,,"TIS Engineering and Service co., Ltd",,Raytech TR .SPY Mark II,283180,,,,,,,0.25,0.08,0.23,0.02,0.2,0.04,0.25,0.02,0.02,0.01,0.02,0.04,0.06,0.03,0.06,0.02,0.08,0.08,0,0.06,-,-,-,-,-,-,-,-,-,-,-,-
TP70279703,1/13/2015,6.9099,0.32,0.11,6.0012,0.01,0,5.1846,0.12,0,,,,,,,,,,,6.9022,0.21,0,6.0009,0.02,0.02,5.1846,0.12,0.01,,,,,,,6.9024,0.21,0.11,6.002,0,0.01,5.185,0.12,0.01,,,,,,,,Anusit Sara,Kritsada Kraisomdee,TIS,,Raytech/SPY Mark II,283-180,,30,33,33,55,,0.32,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP70279703,3/9/2016,6.902,0.2,0,6.002,0,0,5.186,0.1,0,,,,,,,,,,,6.902,0.2,0.01,6.002,0,0.02,5.186,0.1,0.02,,,,,,,6.903,0.22,0.01,6.003,0.02,0.02,5.187,0.08,0.02,,,,,,,,Mr.Aran Phiwphong,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,3/5/2016,27,30,30,62,,0.22,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP70279703,1/10/2017,6.903,0.22,0.03,6.003,0.02,0.02,5.191,0,0.1,-,-,-,-,-,-,-,-,-,-,6.901,0.19,0.01,6.002,0,0.02,5.186,0.1,0,-,-,-,-,-,-,6.902,0.2,0.01,6.003,0.02,0,5.186,0.1,0.1,-,-,-,-,-,-,-,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Raytech / SPY Mark III,314151,3/5/2016,34,36,36,65,Before OLTC inspection,0.22,0.1,0.22,0.03,0.19,0.01,0.2,0.01,0.02,0.02,0,0.02,0.02,0,0,0.1,0.1,0,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-
TP70279703,1/12/2017,6.899,0.16,0.01,6.002,0,0.04,5.185,0.12,0.02,-,-,-,-,-,-,-,-,-,-,6.8985,0.15,0.05,5.9995,0.04,0.05,5.186,0.1,0.01,-,-,-,-,-,-,6.902,0.2,0.04,6.0025,0.01,0.01,5.1865,0.09,0.03,-,-,-,-,-,-,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Raytech / SPY Mark III,314151,3/5/2016,28,36,36,46,After OLTC inspection,0.2,0.05,0.16,0.01,0.15,0.05,0.2,0.04,0,0.04,0.04,0.05,0.01,0.01,0.12,0.02,0.1,0.01,0.09,0.03,-,-,-,-,-,-,-,-,-,-,-,-
TP70279703,1/11/2019,6.9022,0.21,0,6.0027,0.01,0.01,5.191,0,0.1,-,-,-,-,-,-,-,-,-,-,6.9019,0.2,0,6.002,0,0,5.1857,0.1,0,-,-,-,-,-,-,6.9017,0.2,0.01,6.0023,0,0.01,5.1859,0.1,0.1,-,-,-,-,-,-,,Mr. Tanasak K,Mr. Jakkit Chaiwongwaranon,"TIS Engineering and Service co., Ltd",GHECO ONE,TESTRANO 600,DA212X,4/19/2018,29,36,36,60,,0.21,0.1,0.21,0,0.2,0,0.2,0.01,0.01,0.01,0,0,0,0.01,0,0.1,0.1,0,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-
TP70279703,1/17/2022,6.9021,0.2,0.02,6.003,0.02,0.03,5.187,0.08,0.04,,-,-,-,-,,-,-,-,-,6.901,0.19,0.01,6.001,0.02,0.03,5.185,0.12,0.06,-,-,-,-,-,-,6.902,0.2,0,6.003,0.02,0,5.188,0.06,0.02,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,DA212X,8/17/2021,31,44,46,59,,0.2,0.06,0.2,0.02,0.19,0.01,0.2,0,0.02,0.03,0.02,0.03,0.02,0,0.08,0.04,0.12,0.06,0.06,0.02,-,-,-,-,-,-,-,-,-,-,-,-
