serial,date,H1_tap_max_ratio,H1_max_err,H1_max_phd,H1_tap_cen_ratio,H1_cen_err,H1_cen_phd,H1_tap_min_ratio,H1_min_err,H1_min_phd,H1_tap_N1,H1_tap_rate_N1,H1_ratio1,H1_err1,H1_phd1,H1_tap_N2,H1_tap_rate_N2,H1_ratio2,H1_err2,H1_phd2,H2_tap_max_ratio,H2_max_err,H2_max_phd,H2_tap_cen_ratio,H2_cen_err,H2_cen_phd,H2_tap_min_ratio,H2_min_err,H2_min_phd,H2_ratio1,H2_err1,H2_phd1,H2_ratio2,H2_err2,H2_phd2,H3_tap_max_ratio,H3_max_err,H3_max_phd,H3_tap_cen_ratio,H3_cen_err,H3_cen_phd,H3_tap_min_ratio,H3_min_err,H3_min_phd,H3_ratio1,H3_err1,H3_phd1,H3_ratio2,H3_err2,H3_phd2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR,MAXDEV,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9,Object10,Object11,Object12,Object13,Object14,Object15,Object16,Object17,Object18,Object19,Object20,Object21,Object22,Object23,Object24,Object25,Object26,Object27,Object28,Object29,Object30
383204884,8/1/2017,-,-,-,-,-,-,-,-,-,4,2.692,2.6968,0.18,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.697,0.19,0,-,-,-,-,-,-,-,-,-,-,-,-,2.697,0.19,0.01,-,-,-,-,Chaichaleom W.,Pimchart P.,TIS,GLOW,Raytech/Spymark III,314151,3/1/2017,34,38,-,64,,0.19,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18,0.01,0.19,0,0.19,0.01,-,-,-,-,-,-
383204884,9/17/2024,-,-,-,-,-,-,-,-,-,4,2.692,2.695,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.695,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,2.695,0.11,0,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,,,,,,,,,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0,0.11,0,0.11,0,-,-,-,-,-,-
383204885,8/27/2019,-,-,-,-,-,-,-,-,-,4,2.6922,2.697,0.18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.697,0.18,0.02,-,-,-,-,-,-,-,-,-,-,-,-,2.6975,0.2,0.02,-,-,-,191045321,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,30,30,30,75,,0.2,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18,0,0.18,0.02,0.2,0.02,-,-,-,-,-,-
383204886,10/8/2017,-,-,-,-,-,-,-,-,-,4,2.692,2.698,0.22,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.698,0.22,0,-,,-,-,-,-,-,-,-,-,-,-,2.698,0.22,0,-,-,-,171089341,Chaichaleom W.,Pimchart P.,TIS,GLOW,Raytech/Spymark III,314151,3/1/2017,32,38,-,60,,0.22,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22,0,0.22,0,0.22,0,-,-,,-,-,-
383204886,7/10/2021,-,-,-,-,-,-,-,-,-,4,2.692,2.697,0.19,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.697,0.19,0,-,-,-,-,-,-,-,-,-,-,-,-,2.697,0.19,0,-,-,-,211023164,Mr.Jirasak S.,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,2/16/2018,32,35,35,68,,0.19,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19,0,0.19,0,0.19,0,-,-,-,-,-,-
3902640,7/25/2015,29.892,0.38,0,28.56,0.06,0,27.226,0.28,0,,-,-,-,-,,-,-,-,-,29.891,0.39,0,28.559,0.07,0,27.226,0.28,0,-,-,-,-,-,-,29.891,0.39,0,28.559,0.07,0,27.225,0.28,0,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Raytech/Spymark III,283180,,-,-,-,-,,0.39,0,0.38,0,0.39,0,0.39,0,0.06,0,0.07,0,0.07,0,0.28,0,0.28,0,0.28,0,-,-,-,-,-,-,-,-,-,-,-,-
3902641,7/27/2015,29.889,0.39,0.02,28.559,0.07,0,27.223,0.27,0,,-,-,-,-,,-,-,-,-,29.894,0.38,0.02,28.56,0.06,0.01,27.224,0.28,0.01,-,-,-,-,-,-,29.889,0.39,0,28.563,0.05,0.01,27.227,0.29,0.01,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Raytech/Spymark III,283180,,-,-,-,-,,0.39,0.02,0.39,0.02,0.38,0.02,0.39,0,0.07,0,0.06,0.01,0.05,0.01,0.27,0,0.28,0.01,0.29,0.01,-,-,-,-,-,-,-,-,-,-,-,-
3902642,7/24/2015,29.894,0.38,0,28.563,0.05,0.01,27.149,0,0.29,-,-,-,-,-,-,-,-,-,-,29.895,0.37,0,28.561,0.06,0,27.228,0.29,0,-,-,-,-,-,-,29.894,0.38,0,28.561,0.06,0.01,27.227,0.29,0.29,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Raytech/Spymark II,283180,,-,-,-,-,,0.38,0.29,0.38,0,0.37,0,0.38,0,0.05,0.01,0.06,0,0.06,0.01,0,0.29,0.29,0,0.29,0.29,-,-,-,-,-,-,-,-,-,-,-,-
3905095,3/3/2017,-,-,-,-,-,-,-,-,-,4,5.629,5.632,0.05,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.632,0.05,0.14,-,-,-,-,-,-,-,-,-,-,-,-,5.64,0.2,0.14,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Raytech/Spymark III,314151,3/16/2016,38,42,-,45,,0.2,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,0,0.05,0.14,0.2,0.14,-,-,-,-,-,-
3911888,6/21/2018,-,-,-,55.0464,0.08,0.06,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,55.0786,0.14,0.06,-,-,-,-,-,-,-,-,-,-,-,-,55.0472,0.09,0,-,-,-,-,-,-,-,-,-,181071638,MR.Jirasak Suksakun,,CMT-GLOW,,TESTRANO 600,DA193X,,35,30,-,55,,0.14,0.06,,,,,,,0.08,0.06,0.14,0.06,0.09,0,,,,,,,,,,,,,,,,,,
3911888,3/19/2019,-,-,-,95.358,0.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.361,0.1,0,-,-,-,-,-,-,-,-,-,-,-,-,95.3589,0.1,0,-,-,-,-,-,-,-,-,-,191013282,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2019,34,30,30,63,,0.1,0,,,,,,,73.38,0,73.38,0,73.38,0,,,,,,,,,,,,,,,,,,
3911888,7/24/2019,-,-,-,95.3625,0.1,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,95.3624,0.1,0,-,-,-,-,-,-,-,-,-,-,-,-,95.3632,0.11,0,-,-,-,-,-,-,-,-,-,191003237,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,35,30,30,53,,0.11,0,-,-,-,-,-,-,0.1,0,0.1,0,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3911888,2/12/2022,,,,95.3783,0.12,0.02,,,,,,,,,,,,,,,,,95.3578,0.1,0.01,,,,,,,,,,,,,95.3702,0.11,0.01,,,,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,,35,35,35,50,,0.12,0.02,,,,,,,0.12,0.02,0.1,0.01,0.11,0.01,,,,,,,,,,,,,,,,,,
4010290,1/29/2019,,,,95.2528,0.01,0,,,,,,,,,,,,,,,,,95.2546,0.01,0.01,,,,,,,-,,,,,,95.2422,0.02,0.01,,,,,,,,,,191001485,Mr. Methee M.,Mr. Phimchart P.,CMT-GLOW,CMT-GLOW,TESTRANO 600,DA193X,2/16/2018,32,32,32,38,,0.02,0.01,,,,,,,0.01,0,0.01,0.01,0.02,0.01,,,,,,,,,,,,,,,,,,
4010290,1/28/2022,,,,95.2434,0.02,0.01,,,,,,,,,,,,,,,,,95.2564,0.01,0.01,,,,,,,,,,,,,95.2511,0.01,0.01,,,,,,,,,,221004097,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,9/27/2021,29,-,-,64,,0.02,0.01,,,,,,,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,
4010291,1/29/2019,,,,95.2539,0.01,0,,,,,,,,,,,,,,,,,95.2535,0.01,0.01,,,,,,,,,,,,,95.242,0.02,0.01,,,,,,,,,,191001485,Pimchart P.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,35,35,35,38,,0.02,0.01,,,,,,,0.01,0,0.01,0.01,0.02,0.01,,,,,,,,,,,,,,,,,,
4010291,1/25/2022,,,,95.2525,0.01,0,,,,,,,,,,,,,,,,,95.2548,0.01,0,,,,,,,,,,,,,95.2517,0.01,0,,,,,,,,,,221004092,Mr.Methee M.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,29,30,30,65,,0.01,0,,,,,,,0.01,0,0.01,0,0.01,0,,,,,,,,,,,,,,,,,,
4010922,3/13/2019,,,,95.362,0.1,0,,,,,,,,,,,,,,,,,95.36,0.1,0,,,,,,,,,,,,,95.356,0.1,0.01,,,,,,,,,,191013291,Mr. Jirasak S.,,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2/16/2018,39,40,40,38,,0.1,0.01,,,,,,,0.1,0,0.1,0,0.1,0.01,,,,,,,,,,,,,,,,,,
4011560,8/8/2019,-,-,-,95.2416,0.02,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,95.2398,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,95.2424,0.02,0,-,-,-,-,-,-,-,-,-,191040125,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2019,32,30,,68,,0.02,0,-,-,-,-,-,-,0.02,0,0.02,0,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4011560,12/2/2022,-,-,-,95.3,0.04,0.29,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,95.02,0.26,0.08,-,-,-,-,-,-,-,-,-,-,-,-,95.1,0.17,0.21,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,34,40,40,56,,0.26,0.29,-,-,-,-,-,-,0.04,0.29,0.26,0.08,0.17,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4202021,8/20/2019,31.3949,0.07,0,-,-,-,-,-,-,,-,-,-,-,,-,-,-,-,31.3941,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-,31.3948,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-,191043915,Mr.Jirasak S.,,Glow,Glow,TESTANO600,DA193X,2/16/2019,33,35,-,52,,0.07,0,0.07,0,0.07,0,0.07,0,,,,,,,,,,,,,,,,,,,,,,,,
42100325,8/20/2019,31.3949,0.07,0,,,,,,,,,,,,,,,,,31.3941,0.07,0,,,,,,,,,,,,,31.3948,0.07,0,,,,,,,,,,,,,191043915,Mr. Jirasak S.,Mr. Phimchart P.,GLOW-CMT,GLOW-CMT,TESTRANO 600,DA193X,2/16/2018,33,35,35,52,,0.07,0,0.07,0,0.07,0,0.07,0,,,,,,,,,,,,,,,,,,,,,,,,
42754,11/11/2016,-,-,-,-,-,-,-,-,-,-,-,-,-,,4,2.692,2.689,0.11,0,-,-,-,-,-,-,-,-,-,-,-,,2.689,0.11,0,-,-,-,-,-,-,-,-,-,-,-,,2.689,0.11,0,-,Anusit S.,Chanin S.,TIS,GLOW,Raytech/Spymark III,314151,3/16/2016,31,32,-,57,,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,,0.11,0,0.11,0,0.11,0
42754,8/21/2020,-,-,-,-,-,-,-,-,-,4,2.6922,2.6887,0.13,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6883,0.14,0.02,-,-,-,-,-,-,-,-,-,-,-,-,2.6889,0.12,0.01,-,-,-,191044990,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,,35,35,35,57,,0.14,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,0.01,0.14,0.02,0.12,0.01,-,-,-,-,-,-
42755,11/24/2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2.692,2.688,0.15,0.04,-,-,-,-,-,-,-,-,-,-,-,-,2.689,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,2.689,0.11,0.04,,Anusit S.,Chanin S.,TIS,GLOW,Raytech/Spymark III,314151,3/16/2016,33,34,-,62,,0.15,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15,0.04,0.11,0,0.11,0.04
42755,7/10/2019,-,-,-,-,-,-,-,-,-,4,2.6922,2.6885,0.14,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6885,0.14,0.01,-,-,-,-,-,-,-,-,-,-,-,-,2.6887,0.13,0.01,-,-,-,191019511,Jirasak S.,,GLOW,,TESTRANO 600,DA193X,2/16/2019,31,40,40,61,,0.14,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,0,0.14,0.01,0.13,0.01,-,-,-,-,-,-
4612314,4/1/2015,3.043,0,0,2.766,0,0,2.489,0.04,0,,,,,,,,,,,3.043,0,0,2.766,0,0,2.489,0.04,0,,,,,,,3.043,0,0,2.766,0,0,2.489,0.04,0,,,,,,,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Raytech /TR-Spy Mark III,314-151,,,,,,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0.04,0,,,,,,,,,,,,
4612314,2/17/2018,3.043,0,0,2.7658,0.01,0.01,2.489,0.04,0.01,-,-,-,-,-,-,-,-,-,-,3.043,0,0,2.7656,0.01,0.03,2.4888,0.05,0.02,-,-,-,-,-,-,3.043,0,0,2.7664,0.01,0.02,2.4892,0.03,0.01,-,-,-,-,-,-,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Raytech / Spy Mark III,314-151,3/1/2017,36,36,32,59,,0.05,0.03,0,0,0,0,0,0,0.01,0.01,0.01,0.03,0.01,0.02,0.04,0.01,0.05,0.02,0.03,0.01,-,-,-,-,-,-,-,-,-,-,-,-
4700830,1/31/2018,-,-,-,95.18,0.09,0.01,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,95.185,0.08,0.02,-,-,-,-,-,-,-,-,-,-,-,-,95.2,0.07,0.02,-,-,-,-,-,-,-,-,-,,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,Raytech / SPY Mark III,314-151,3/1/2017,33,35,-,59,,0.09,0.02,-,-,-,-,-,-,0.09,0.01,0.08,0.02,0.07,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4700831,1/29/2018,-,-,-,95.22,0.04,0.1,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,95.125,0.14,0.13,-,-,-,-,-,-,-,-,-,-,-,-,95.245,0.02,0.03,-,-,-,-,-,-,-,-,-,,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,Raytech / SPY Mark III,314-151,3/1/2017,33,34,-,60,,0.14,0.13,-,-,-,-,-,-,0.04,0.1,0.14,0.13,0.02,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4710343,3/6/2012,6.791,0.18,0.01,6.465,0.14,0,6.138,0.08,0,2,,6.629,,,4,,6.301,,,6.7905,0.17,0.01,6.465,0.14,0.01,6.138,0.08,0,6.6285,,,6.301,,,6.791,0.18,0,6.4655,0.15,0.01,6.138,0.08,0,6.6285,,,6.301,,,,,,,,,,,,,,,,0.18,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710343,10/27/2015,6.791,0.18,0,6.456,0,0.11,6.136,0.05,0,,-,-,-,-,,-,-,-,-,6.791,0.18,0,6.463,0.11,0,6.136,0.05,0,-,-,-,-,-,-,6.791,0.18,0,6.463,0.11,0.11,6.136,0.05,0,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Raytech/Spymark III,314151,,-,-,-,-,,0.18,0.11,0.18,0,0.18,0,0.18,0,0,0.11,0.11,0,0.11,0.11,0.05,0,0.05,0,0.05,0,-,-,-,-,-,-,-,-,-,-,-,-
4710344,7/2/2015,6.7977,0.28,0.04,6.57,0.37,0.04,6.133,0,0.12,,-,-,-,-,,-,-,-,-,6.7952,0.24,0.03,6.5676,0.33,0.03,6.1401,0.12,0,-,-,-,-,-,-,6.797,0.27,0.01,6.5695,0.36,0.01,6.1401,0.12,0.12,-,-,-,-,-,-,-,Anusit S.,Rapee W.,TIS,GLOW,Raytech/Spymark III,-,3/9/2015,-,-,-,-,,0.37,0.12,0.28,0.04,0.24,0.03,0.27,0.01,1.77,0.04,1.73,0.03,1.76,0.01,0,0.12,0.12,0,0.12,0.12,-,-,-,-,-,-,-,-,-,-,-,-
4710345,3/3/2012,6.7865,0.11,0.01,6.4615,5.36,0,6.137,4.94,0,2,,6.6235,,,4,,6.2995,,,6.786,0.1,0.01,6.4615,5.36,0.01,6.137,4.94,0.01,6.6235,,,6.299,,,6.7865,0.11,0,6.462,5.36,0.01,6.1375,4.93,0.01,6.6235,,,6.2995,,,,,,,,,,,,,,,,5.36,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710345,7/8/2013,6.794,0.22,0.04,6.469,5.48,0.05,6.144,4.83,0,2,,6.6315,,,4,,6.307,,,6.7915,0.18,0.04,6.466,5.43,0.04,6.144,4.83,0,6.6285,,,6.3045,,,6.794,0.22,0,6.4685,5.47,0.01,6.144,4.83,0,6.631,,,6.3065,,,,,,,,,,,,,,,,5.48,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710345,12/11/2016,6.788,0.13,0,6.463,0.11,0,6.139,0.1,0,,,,,,,,,,,6.788,0.13,0.07,6.463,0.11,0.08,6.139,0.1,0.07,,,,,,,6.793,0.21,0.07,6.468,0.19,0.08,6.143,0.16,0.07,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Raytech / SPY Mark III,314151,3/16/2016,31,32,30,70,,0.21,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710345,8/20/2020,-,-,-,6.4607,0.07,0,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,6.4608,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-,6.4608,0.07,0,-,-,-,-,-,-,-,-,-,191044989,Mr.Pimchart P.,,GPSC,,TESTRANO 600,DA193X,,33,34,34,56,,0.07,0,-,-,-,-,-,-,0.07,0,0.07,0,0.07,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4710346,3/5/2012,6.787,0.133,,6.4615,0.085,,6.137,0.065,,2,,6.624,0.106,,4,,6.299,0.079,,6.786,0.118,,6.461,0.077,,6.1365,0.057,,6.6235,0.098,,6.299,0.079,,6.7865,0.125,,6.461,0.077,,6.137,0.065,,6.6235,0.098,,6.299,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710346,9/3/2013,6.79,0.177,,6.5645,0.147,,6.145,0.196,,2,,6.675,0.877,,4,,6.303,0.143,,6.7885,0.155,,6.4635,0.132,,6.139,0.098,,6.626,0.136,,6.3015,0.119,,6.7925,0.214,,6.467,0.186,,6.1425,0.155,,6.6295,0.189,,6.3045,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710347,1/21/2014,6.7945,0.23,0.04,6.469,5.48,0.06,6.143,4.85,0,2,6.631,6.631,0,0.06,4,6.306,6.306,0,0.06,6.7915,0.19,0.02,6.465,5.41,0.02,6.143,4.85,0.02,6.627,0.06,0.02,6.3025,0.06,0.02,6.793,0.21,0.02,6.4665,5.43,0.04,6.1415,4.87,0.02,6.6285,0.04,0.04,6.304,0.03,0.03,,,,,,,,,,,,,,5.48,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710347,9/4/2017,,,,6.463,0.11,0,,,,,,,,,,,,,,,,,6.463,0.11,0,,,,,,,,,,,,,6.463,0.11,0,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Raytech / SPY Mark III,314-151,3/1/2017,35,39,39,62,,0.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710347,8/27/2019,-,-,-,6.461,0.08,0.02,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,6.462,0.09,0.02,-,-,-,-,-,-,-,-,-,-,-,-,6.461,0.08,0,-,-,-,-,-,-,-,-,-,191045321,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,31,34,34,61,,0.09,0.02,-,-,-,-,-,-,0.08,0.02,0.09,0.02,0.08,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4710348,1900-01-00,555,0,,6.456,0.116,,0,0,,0,,0,0,,0,,0,0,,0,0,,6.463,0.108,,0,0,,0,0,,0,0,,0,0,,6.464,0.124,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710348,2/24/2014,6.7974,0.26,0.08,6.4712,5.57,0.06,6.1462,4.86,0,2,6.6325,6.6335,,,4,6.308,6.3087,,,6.7917,0.17,0.03,6.4675,5.51,0.01,6.1462,4.86,0.07,6.6327,,,6.3037,,,6.794,0.21,0.05,6.4671,5.5,0.06,6.1419,4.92,0.07,6.6297,,,6.3046,,,,,,,,,,,,,,,,5.57,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710348,8/1/2017,6.78,0.01,0,6.4635,0.12,0.01,6.16,0.44,0,,,,,,,,,,,6.78,0.01,0,6.463,0.11,0.02,6.16,0.44,0,,,,,,,6.78,0.01,0,6.464,0.12,0.01,6.16,0.44,0,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Raytech / SPY Mark III,314-151,3/1/2017,33,39,40,62,,0.44,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710348,8/13/2022,,,,6.4615,0.09,0,,,,,,,,,,,,,,,,,6.4614,0.08,0,,,,,,,,,,,,,6.4612,0.08,0,,,,,,,,,,,Mr.Jirasak S.,,GPSC,,Testrano 600,DA212X,,34,34,34,56,,0.09,0,,,,,,,0.09,0,0.08,0,0.08,0,,,,,,,,,,,,,,,,,,
4710348,9/18/2024,-,-,-,6.466,0.15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.466,0.15,0,-,-,-,-,-,-,-,-,-,-,-,-,6.466,0.15,0,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,Raytech,,,35,37,37,67,,0.15,0,-,-,-,-,-,-,0.15,0,0.15,0,0.15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4710349,7/19/2014,6.798,0.28,0.07,6.472,5.53,0.06,6.146,4.8,0,2,,6.35,,,4,,6.294,,,6.793,0.21,0,6.476,5.59,0.45,6.146,4.8,0.07,6.629,,,6.305,,,6.793,0.21,0.07,6.4467,5.11,0.39,6.142,4.86,0.07,6.63,,,6.304,,,,,,,,,,,,,,,,5.59,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710349,10/4/2017,,,,6.463,5.38,0.02,,,,,,,,,,,,,,,,,6.462,5.36,0.03,,,,,,,,,,,,,6.464,5.4,0.02,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Raytech / SPY Mark III,314-151,3/1/2017,30,30,30,70,Can be checked by selected at test instrument,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710349,10/5/2017,,,,6.463,0.11,0.02,,,,,,,,,,,,,,,,,6.462,0.09,0.03,,,,,,,,,,,,,6.464,0.12,0.02,,,,,,,,,,,Mr.Chaichaleom W,Mr.Pimchart P.,TIS,,Raytech / SPY Mark III,314-151,3/1/2017,30,30,30,70,,0.12,0.03,,,,,,,0.11,0.02,0.09,0.03,0.12,0.02,,,,,,,,,,,,,,,,,,
4710349,7/7/2021,-,-,-,6.4598,0.06,0.07,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,6.4646,0.13,0.06,-,-,-,-,-,-,-,-,-,-,-,-,6.4605,0.07,0.01,-,-,-,-,-,-,-,-,-,211023163,Mr. Jirasak S.,,GPSC,,TESTRANO 600,DA 193X,2/18/2018,33,32,32,56,,0.13,0.07,,,,,,,0.06,0.07,0.13,0.06,0.07,0.01,,,,,,,,,,,,,,,,,,
4710349,8/17/2023,,,,6.4712,0.24,0.13,,,,,,,,,,,,,,,,,6.4626,0.1,0.18,,,,,,,,,,,,,6.4512,0.07,0.31,,,,,,,,,,,Prawit Nakrob,Pimchart P.,Hitachi Energy,GPSC,TESTRANO 600,CH158W,,30,33,33,65,,0.24,0.31,,,,,,,0.24,0.13,0.1,0.18,0.07,0.31,,,,,,,,,,,,,,,,,,
4710350,10/27/2011,6.791,0.18,0.01,6.465,5.41,0,6.14,4.89,0,2,,6.627,,,4,,6.303,,,6.79,0.16,0,6.465,5.41,0,6.14,4.89,0.08,6.627,,,6.303,,,6.79,0.16,0.01,6.465,5.41,0,6.145,4.82,0.08,6.632,,,6.308,,,,,,,,,,,,,,,,5.41,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710350,6/10/2013,6.788,0.13,0,6.463,5.38,0,6.138,4.93,0,2,,6.625,,,4,,6.301,,,6.788,0.13,0.01,6.463,5.38,0.02,6.138,4.93,0,6.625,,,6.301,,,6.789,0.15,0.01,6.464,5.4,0.02,6.138,4.93,0,6.625,,,6.301,,,,,,,,,,,,,,,,5.4,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710350,11/23/2016,,,,6.457,0.02,0,,,,,,,,,,,,,,,,,6.457,0.02,0,,,,,,,,,,,,,6.457,0.02,0,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,3/16/2016,31,32,30,70,,5.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710350,12/23/2016,,,,6.456,0,0.02,,,,,,,,,,,,,,,,,6.457,0.02,0,,,,,,,,,,,,,6.457,0.02,0.02,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Raytech / SPY Mark III,314151,3/16/2016,31,32,30,71,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710350,7/9/2019,-,-,-,6.4519,0.06,0.01,-,-,-,,-,-,-,,,-,-,-,,-,-,-,6.4524,0.06,0,-,-,-,-,-,,-,-,,-,-,-,6.4522,0.06,0,-,-,-,-,-,,-,-,,191019505,Jirasak S.,,GLOW,,TESTRANO 600,DA193X,2/16/2018,32,37,38,60,,0.06,0.01,-,-,-,-,-,-,0.06,0.01,0.06,0,0.06,0,-,-,-,-,-,-,-,,-,,-,,-,,-,,-,
