serial,date,test_NO,ambient_temp,winding_temp,oil_temp,humidity,bushing_c1kv,bushing_c2kv,bushing_h1_c1,bushing_h1_c1_ma,bushing_h1_watt,bushing_h1_pf_tan,bushing_h1_pf_20c,bushing_h1_c2,bushing_h1_c2_ma,bushing_h1_c2_watt,bushing_h1_c2_pf_tan,bushing_h1_c2_pf_20c,bushing_h2_c1,bushing_h2_c1_ma,bushing_h2_watt,bushing_h2_pf_tan,bushing_h2_pf_20c,bushing_h2_c2,bushing_h2_c2_ma,bushing_h2_c2_watt,bushing_h2_c2_pf_tan,bushing_h2_c2_pf_20c,bushing_h3_c1,bushing_h3_ma,bushing_h3_watt,bushing_h3_pf_tan,bushing_h3_pf_20c,bushing_h3_c2,bushing_h3_c2_ma,bushing_h3_c2_watt,bushing_h3_c2_pf_tan,bushing_h3_c2_pf_20c,bushing_h0_cap,bushing_h0_ma,bushing_h0_watt,bushing_h0_pf_tan,bushing_h0_pf_20c,bushing_l1_cap,bushing_l1_ma,bushing_l1_watt,bushing_l1_pf_tan,bushing_l1_pf_20c,bushing_l2_cap,bushing_l2_ma,bushing_l2_watt,bushing_l2_pf_tan,bushing_l2_pf_20c,bushing_l3_cap,bushing_l3_ma,bushing_l3_watt,bushing_l3_pf_tan,bushing_l3_pf_20c,xbushing_c1kv,xbushing_c2kv,xbushing_h1_c1,xbushing_h1_c1_ma,xbushing_h1_watt,xbushing_h1_pf_tan,xbushing_h1_pf_20c,xbushing_h1_c2,xbushing_h1_c2_ma,xbushing_h1_c2_watt,xbushing_h1_c2_pf_tan,xbushing_h1_c2_pf_20c,xbushing_h2_c1,xbushing_h2_c1_ma,xbushing_h2_watt,xbushing_h2_pf_tan,xbushing_h2_pf_20c,xbushing_h2_c2,xbushing_h2_c2_ma,xbushing_h2_c2_watt,xbushing_h2_c2_pf_tan,xbushing_h2_c2_pf_20c,xbushing_h3_c1,xbushing_h3_ma,xbushing_h3_watt,xbushing_h3_pf_tan,xbushing_h3_pf_20c,xbushing_h3_c2,xbushing_h3_c2_ma,xbushing_h3_c2_watt,xbushing_h3_c2_pf_tan,xbushing_h3_c2_pf_20c,xbushingl1_pf_error,xbushingl1_cap_error,xbushing_h0_watt,xbushing_h0_pf_tan,xbushingl2_pf_error,xbushingl2_cap_error,xbushing_l1_ma,xbushing_l1_watt,xbushingl3_pf_error,xbushingl3_cap_error,xbushing_l2_cap,xbushing_l2_ma,xbushing_l2_watt,xbushing_l2_pf_tan,xbushing_l2_pf_20c,xbushing_l3_cap,xbushing_l3_ma,xbushing_l3_watt,xbushing_l3_pf_tan,xbushing_l3_pf_20c,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,note,maxbh1_tand,maxbch1_change,maxbh2_tand,maxbch2_change,maxbh3_tand,maxbch3_change,maxbh0_tand,maxbch0_change
4710348,2017-12-08 00:00:00,171086528,31,36,36,61,10,0.5,175.52,0.546,0.026,0.476,0.548,446.65,1.389,0.038,0.274,-,166.87,0.519,0.017,0.328,0.377,418.28,1.301,0.029,0.223,-,167.37,0.521,0.016,0.307,0.353,408.79,1.271,0.035,0.275,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Pimchart Promkhandee,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,33.66,4.6,5.75,5.36,11.75,8.15,,
56018,2017-12-02 00:00:00,,34,38,38,27,10,10,271.79,0.845,0.030,0.355,0.355,,,,,,272.12,0.846,0.030,0.355,0.355,,,,,,278.03,0.847,0.030,0.354,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Sumet Nanta,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble /M4100,101431857,2015-03-02 00:00:00,,15.48,0.81,15.48,0.69,15.71,1.1,,
4710347,2017-11-30 00:00:00,171104601,30,34,34,60,10,0.5,165.67,0.546,0.024,0.44,0.505,445.050,1.384,0.040,0.289,-,166.86,0.519,0.017,0.328,0.377,412.370,1.283,0.056,0.436,-,174.46,0.542,0.023,0.424,0.488,442.040,1.375,0.047,0.342,-,9.78,6.40,-,11.82,21.46,6.26,-,6.28,3.83,0.87,-,6.00,,,,,,,,,-,-,-,,,,-,-,,,,-,-,,,,-,-,,,,-,-,,,,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,Mr.Anusit Sara,Mr.Pimchart Promkhandee,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2016-03-02 00:00:00,,9.78,11.82,21.46,6.28,3.83,6,,
4710349,2017-10-10 00:00:00,,32,32,32,68,,,175.5,0.546,0.026,0.476,0.524,,,,,,176.7,0.549,0.036,0.656,0.721,,,,,,176.8,0.55,0.023,0.418,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Doble / M4100,101431857,2017-03-02 00:00:00,,6.94,0.85,50.21,0.73,6.12,0.67,,
4710347,2017-09-04 00:00:00,,34,39,39,58,,,176.1,0.548,0.031,0.566,0.679,454.80,1.415,0.054,0.382,,176.5,0.549,0.045,0.82,0.984,416.4,1.295,0.036,0.278,,175.1,0.544,0.032,0.588,0.706,445.78,1.386,0.039,0.2810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Doble / M4100,101431857,,,47.61,14.27,105,7.32,50.21,6.9,,
4710348,2017-09-04 00:00:00,,33,38,38,62,10,2,175.5,0.546,0.024,0.44,0.44,442.620,1.377,0.046,0.334,0.334,175.7,0.547,0.025,0.457,0.457,417.210,1.298,0.040,0.308,0.308,175.4,0.545,0.036,0.661,0.661,440.540,1.370,0.048,0.35,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Doble / M4100,101431857,2017-03-02 00:00:00,,59.05,3.66,71.11,5.09,75,4.39,,
510049,2017-07-18 00:00:00,,30,31,33,51,10,,644.9,2.006,0.076,0.379,0.458,-,-,-,-,-,643.2,2.00,0.072,0.36,0.435,-,-,-,-,-,641.1,1.994,0.067,0.336,0.406,-,-,-,-,-,,,-,-,,,-,-,,,-,-,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,Mr.Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0,0,0,0,0,0,,
PTE 1689/03,2017-06-15 00:00:00,-,37,30,30,47,10,-,578.31,1.799,45,0.25,0.25,-,-,-,-,-,577.05,1.795,46,0.256,0.256,-,-,-,-,-,576.66,1.79,45,0.251,0.251,-,-,-,-,-,13.79,2.35,-,-,20.25,2.18,-,-,16.89,2.31,-,-,,,,,,,,,10,-,430.62,1.339,53,0.396,0.396,-,-,-,-,-,429.94,1.337,56,0.419,0.419,-,-,-,-,-,429.97,1.337,55,0.411,0.411,-,-,-,-,-,41.43,0.13,-,-,44.48,0.13,-,-,39.32,0.04,-,-,,,,,,,,,Mr.Anusit Sara,Mr.Suchat Modopyai,TIS,GLOW,Doble M4100,101431857,2017-03-02 00:00:00,,41.43,2.35,44.48,2.18,39.32,2.31,,
PTE 1689/02,2017-06-04 00:00:00,,30,32,30,62,10,,576.61,1.793,0.045,0.251,0.251,,,,,,577.74,1.797,0.045,0.250,0.25,,,,,,578.07,1.798,0.063,0.350,0.35,,,,,,16.61,2.29,,,16.94,2.31,,,13.64,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,,,16.61,2.29,16.94,2.31,13.64,2.32,,
4710350,2016-12-24 00:00:00,,33,33,33,51,10,5,175.88,0.547,0.025,0.450,0.517,,,,,,177.28,0.551,0.027,0.494,0.568,,,,,,176.28,0.548,0.025,0.458,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthonh,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2015-03-16 00:00:00,,5.51,1.19,15.92,0.96,9.58,0.97,,
508038,2016-12-15 00:00:00,,34,42,40,57,10,,205.69,0.640,0.021,0.332,0.3984,,,,,,204.44,0.636,0.020,0.319,0.3828,,,,,,203.97,0.636,0.020,0.317,0.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusit  Sara,Mr.Chanin Sornbunthonh,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Doble / M4100,101431857,2015-03-02 00:00:00,,13.39,0.63,8.86,0.76,9.43,0.99,,
4710345,2016-12-08 00:00:00,,33,39,37,51,10,5,176.96,0.55,0.026,0.486,0.56,,,,,,177.45,0.552,0.029,0.532,0.61,,,,,,176.13,0.548,0.028,0.520,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthonh,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2015-03-16 00:00:00,,36.59,1.14,48.78,0.31,25,1.05,,
4710350,2016-11-24 00:00:00,,33,33,33,51,10,10,175.88,0.547,0.025,0.450,0.495,,,,,,177.28,0.551,0.027,0.4940,0.543,,,,,,176.28,0.548,0.025,0.4580,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin   Sornbunthong,TIS,ENGIE GLOW,Doble / M4100,101431857,2015-03-16 00:00:00,,1.02,1.19,10.82,0.96,4.79,0.97,,
54002,2016-11-22 00:00:00,,37,32,32,57,10,,176.04,0.548,0.024,0.434,0.434,,,,,,175.29,0.545,0.022,0.405,0.405,,,,,,175.02,0.544,0.021,0.380,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthonh,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2015-03-02 00:00:00,,8.5,0.59,1.25,0.17,5,0.01,,
508038,2016-11-15 00:00:00,,34,42,40,57,10,10,205.69,0.640,0.021,0.332,0.332,,,,,,204.44,0.636,0.020,0.319,0.319,,,,,,203.97,0.636,0.020,0.317,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble /M4100,101431857,2015-03-02 00:00:00,,27.83,0.63,24.05,0.76,24.52,0.99,,
TP70279703,2016-10-09 00:00:00,,32,40,40,46,10000,10000,404.6,1.258,0.045,0.358,,,,,,,363.1,1.129,0.029,0.257,,,,,,,365.3,1.136,0.031,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Aran Phimphong,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble /M4100,101431857,2015-03-16 00:00:00,,,0.82,,7.82,,7.5,,
PTE 1689/01,2016-06-04 00:00:00,,28,34,34,56,10,,575.88,1.791,0.054,0.302,,,,,,,574.06,1.785,0.047,0.295,,,,,,,579.65,1.803,0.060,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,454.04,1.412,0.052,0.266,,,,,,,449.25,1.397,0.048,0.343,,,,,,,454.70,1.414,0.042,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusit Sara,Suchart Mondopyai,,,Doble/M4100,101431857,2015-03-16 00:00:00,,0.33,2.26,1.95,2.42,1.3,2.27,,
PTE 1689/04,2016-05-13 00:00:00,,32,40,40,46,10,,575.86,1.786,0.043,0.240,0.24,,,,,,577.59,1.796,0.041,0.228,0.228,,,,,,579.4,1.802,0.044,0.246,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Suchat Monboyai,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Doble / M4100,101431857,2015-03-16 00:00:00,,18.64,1.98,26.92,2.19,23.13,2.43,,
PTE 1689/01,2016-05-13 00:00:00,,32,40,40,46,10,,575.86,1.786,0.043,0.240,0.24,,,,,,577.59,1.796,0.041,0.228,0.228,,,,,,579.4,1.802,0.44,0.246,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,10,,454.090,1.412,0.035,0.250,0.250,,,,,,452.080,1.406,0.036,0.256,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusit Sara,Suchart Mondopyai,,,Doble/M4100,101431857,2015-03-15 00:00:00,,20.27,2.26,24.25,1.82,18.27,2.31,,
54001,2016-05-09 00:00:00,,32,38,36,46,10,10,178,0.555,0.03,0.470,0.53,,,,,,178,0.555,0.03,0.470,0.53,,,,,,178,0.55,0.03,0.460,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Suchat Mondopyai,TIS,ENGIE GLOW,Doble/M4100,101431857,2015-03-16 00:00:00,,1.85,1.11,1.85,1.11,1.85,1.11,,
4710343,2015-10-27 00:00:00,-,32,-,-,52,10,-,175.72,5.547,28,0.507,0.537,-,-,-,-,-,177.25,0.551,25,0.454,0.481,-,-,-,-,-,176.26,0.548,26,0.481,0.51,-,-,-,-,-,11.88,1.28,-,-,17.32,0.42,-,-,24.39,0.42,-,-,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,Anusit S.,Kittichai S.,TIS,GLOW,Doble/M4100,101431851,,,11.88,1.28,17.32,0.42,24.39,0.42,,
615007,2015-07-03 00:00:00,,32,,,,10,10,262.1,-,-,-,0.25,-,-,-,-,-,263.4,-,-,-,0.26,-,-,-,-,-,261.4,-,-,-,0.29,,,,,,0.00,0.00,-,-,0,0,-,-,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atit Jantapornsom,,ABB,,,,,,0,0,0,0,0,0,,
4710344,2015-07-02 00:00:00,-,34,-,-,52,10,-,173.35,0.552,41,0.736,0.778,-,-,-,-,-,176.44,0.549,38,0.689,0.737,-,-,-,-,-,178.17,0.523,21,0.399,0.427,-,-,-,-,-,62.08,2.06,-,-,50.41,1.43,-,-,6.15,5.43,-,-,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,Anusit S.,Rapee W.,TIS,GLOW,Doble/M4100,-,2015-02-03 00:00:00,,62.08,2.06,50.41,1.43,6.15,5.43,,
PTE 1689/01,2014-08-31 00:00:00,,28,36,35,45,10,,577.42,1.795,0.052,0.29,0.29,,,,,,581.82,1.794,0.052,0.29,0.29,,,,,,584.08,1.806,0.054,0.299,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,10,,452.41,1.407,0.041,0.29,,,,,,,446.82,1.39,0.039,0.283,,,,,,,453.04,1.409,0.046,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,2,3.65,1.1,0.66,1.52,,
PP0286B01,2013-04-29 00:00:00,,34,,,45,,,257.5,0.81,0.0162,0.2,0.2,,,,,,258.8,0.814,0.196,0.241,0.241,,,,,,264.4,0.831,0.0196,0.236,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Phanuphong Inchina,Mr. Witoon Khommuangpuk,"TIS Engineering and Service Co., Ltd",GLOW,Dodle / M2H - D,1654,,,13.04,0.96,4.78,1.22,2.61,0.97,,
512033,2012-12-26 00:00:00,,37,,40,38,1000,1000,170.8,0.537,0.021,0.386,0.4632,,,,,,174.3,0.547,0.021,0.391,0.4692,,,,,,174.7,0.549,0.021,0.383,0.4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr.Chairat P.,Mr.Witoon Khommuangpuk,ABB,,Megger/DELTA 4000,060206/2117,,,20,0.12,20,0.4,19.07,0.74,,
20083122TIC008,2010-01-25 00:00:00,,17,,16,32,10,,278.53,0.875,0.033,0.37,0.37,,,,,,279.66,0.879,0.034,0.39,0.39,,,,,,274.66,0.863,0.033,0.39,0.38,,,,,,0.00,0.00,,,0,0,,,2.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. S. Jeong,,HYUNDAI,,,,,,0,0,0,0,2.56,0,,
20083122TIC003,2010-01-24 00:00:00,-,18,20,20,20,10,-,271.1,0.843,30,0.35,0.35,-,-,-,-,-,279.4,0.869,32,0.37,0.37,-,-,-,-,-,280.5,0.872,32,0.37,0.37,-,-,-,-,-,0.00,0.00,-,-,0,0,-,-,0,0,-,-,,,,,,,,,10,-,581.1,1.807,48,0.26,0.26,-,-,-,-,-,574.9,1.788,56,0.31,0.31,-,-,-,-,-,571,1.776,57,0.32,0.32,-,-,-,-,-,0.00,0.00,-,-,0.00,0.00,-,-,0.00,0.00,-,-,,,,,,,,,Mr. Kwang H. Yeom,Mr.Jarin S.,HYUNDAI,GLOW,-,-,,,0,0,0,0,0,0,,
PP0174B01,2008-07-24 00:00:00,,34,,,65,10,-,261.4,0.817,31.7,0.388,0.446,-,-,-,-,-,257.9,0.816,35.3,0.433,0.497,-,-,-,-,-,257.2,0.801,35.1,0.438,0.504,-,-,-,-,-,102.73,0.23,-,-,136.67,0.04,-,-,140,0.08,-,-,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,Mr.Apichat M.,Mr.Chatchaval C.,DEMCO,PTT UT,Double M2HD,,,,102.73,0.23,136.67,0.04,140,0.08,,
5011857,2008-07-02 00:00:00,-,,,,,10,2,298.3,-,-,0.3,0.3,3677.1,-,-,0.18,0.18,297.9,-,-,0.3,0.3,3572.2,-,-,0.19,0.19,297.7,-,-,0.3,0.3,3532.2,-,-,0.11,0.11,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,V. Kipemosso,,AREVA,,,,,,0,0,0,0,0,0,,
57012,1997-10-03 00:00:00,-,,,,,10,1,163,-,-,0.46,0.46,335,-,-,0.3,0.3,163,-,-,0.46,0.46,328,-,-,0.32,0.32,163,-,-,0.46,0.46,311,-,-,0.3,0.3,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,ABB,,ABB,,,,,,0,0,0,0,0,0,,
57005,1997-04-10 00:00:00,,22,-,22,-,10,1,162,-,-,0.47,0.47,335,-,-,0.24,0.24,162,-,-,0.468,0.468,335,-,-,0.25,0.25,162,-,-,0.469,0.469,337,-,-,0.25,0.25,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,Mr.Pichai C.,,ABB,,-,ข,,,0,0,0,0,0,0,,
57001,,,,,,,10000,10000,289.4,0.848,0.042,0.495,,,,,,,286.6,0.851,0.056,0.787,,,,,,,276.9,0.862,0.043,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79,,5.37,,0.69,,
