SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
TP70279703,2/2/2023,200,2.07,3.564,5.056,-,-,-,-,1.31,1.987,2.595,-,-,2.586,,5.211,-,-,0,1.83,1.12,-,-,0,4.58,0.19,-,-,0.23,,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,DA212X,5/19/2022,31,32,32,42,,4.58
TP70279703,1/22/2026,,-,-,-,,,,,-,-,-,,,-,-,-,,,-,-,-,,,-,-,-,,,-,-,-,,,,,,,,,,,,,,,,,,Mr.Polasart T.,Mr.Jirasak S.,Hitachi Energy,GPSC,,,,,,,,,0
VN00408,3/21/2014,200,,10.393,,,,,,,16.384,,,,,14.566,,,,,0,,,,,0,,,,,0,,,,200,246.4,176.8,257.9,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering & Serivce Co.,Ltd.",,Multimeter - Fuke 189,89820090,,,,,,,0
VN00408,11/30/2019,10,,150.906,,,,,,,145.872,,,,,136.641,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,191050219,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2/16/2018,30,30,30,60,,0
VN00408,2/5/2025,10000,,160.984,,,,,,,59.459,,,,,138.045,,,,,6.68,,,,,0.9,,,,,1.03,,,,200,9.472,2.77,7.487,,,,,,,,,,,,Mr. Polasart T.,,HITACHI,,TESTRANO 600,CH158W,,33,33,33,40,,6.68
VN13700701_1,5/24/2013,200,5.391,5.882,6.404,-,-,-,-,6.492,7.487,8.251,-,-,6.982,7.493,8.274,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2074,1592,2049,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Multimeter-Fluke 189,8870053,,30,-,-,78,,0
VN13700701_1,1/3/2015,200,,6.509,-,-,-,-,-,,9.251,-,-,-,,8.608,-,-,-,,10.66,-,-,-,,23.56,-,-,-,,14.88,-,-,-,50,2161,1625,2173,-,-,-,-,-,-,-,-,-,-,-,Mr. Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,51,,23.56
VN13700701_1,1/11/2019,200,-,6.88,-,-,-,--,-,-,8.677,-,-,-,-,8.871,-,-,-,-,0.03,-,-,-,-,2.24,-,-,-,-,4.45,-,-,-,200,2195,1703,2191,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,23,-,-,67,,4.45
VN13700701_2,5/25/2013,200,6.785,7.367,8.05,-,-,-,-,8.924,9.683,10.535,-,-,8.973,9.734,10.59,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2503,1921,2450,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,40,,0
VN13700701_2,1/2/2015,200,-,7.412,-,-,-,-,-,-,10.313,-,-,-,-,9.845,-,-,-,-,16.94,-,-,-,-,6.51,-,-,-,-,6.55,-,-,-,50,2093,1682,2265,-,-,-,-,-,-,-,-,-,-,-,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,53,,16.94
VN13700701_2,1/21/2019,200,-,7.8,-,-,-,-,-,-,9.63,-,-,-,-,9.841,-,-,-,-,5.88,-,-,-,-,0.55,-,-,-,-,1.1,-,-,-,50,2549,1815,2443,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,26,-,-,56,,5.88
VN13700702_1,5/23/2013,200,4.323,4.642,5.106,-,-,-,-,5.577,6.021,6.634,-,-,5.548,5.918,6.492,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,1551,1213,1574,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,29,-,-,79,,0
VN13700702_1,1/10/2019,200,-,5.625,-,-,-,-,-,-,7.081,-,-,-,-,7.132,-,-,-,-,0.3,-,-,-,-,0.85,-,-,-,-,3.09,-,-,-,50,1620,1263,1628,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,24,-,-,69,,3.09
VN13700702_2,5/22/2013,200,11.369,11.164,11.811,-,-,-,-,15.984,16.56,17.566,-,-,15.895,16.205,17.103,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2029.8,1528.9,2004.6,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,59,,0
VN13700702_2,1/20/2019,200,-,5.818,-,-,-,-,-,-,7.295,-,-,-,-,7.495,-,-,-,-,4.57,-,-,-,-,3.51,-,-,-,-,4.02,-,-,-,50,1750,7138,1737,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,22,,,68,,4.57
VN85030801-2,10/16/2016,,,20.52,,,,,,,16.41,,,,,20.49,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Variac / Fluke 189,89550211,3/16/2016,23,,,60,,0
VN85030801_1,1/29/2015,200,20.095,21.651,23.541,5-Mar,20.892,6-Feb,22.571,15.284,16.384,17.877,15.871,17.118,19.636,21.148,22.846,20.332,21.995,0,0,0,,,0,0,0,,,0,0,0,,,50,2.176,1.704,2.139,,,,,,,,,,,,Mr. Chaiyasit J.,,"TIS Engineering & Service Co.,Ltd",GLOW SPP3,Varuac/Fulke 189,8870053,1/29/2015,,,,,,0
VN85030801_1,10/13/2016,200,-,-,-,5-Mar,20.6,-,-,-,-,-,16.2,-,-,-,-,20.9,-,-,-,-,,-,-,-,-,,-,-,-,-,,-,50,2.3747,1.8301,2.3531,-,-,-,-,20.6,16.2,20.9,-,-,-,,Mr. Anysit S.,Mr. Teerasak Wanthong,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Varuac/Fulke 189,89550211,3/16/2016,23,,,64,,0
VN85030801_1,4/29/2018,200,-,-,-,5-Mar,23.388,-,-,-,-,-,19.342,-,-,-,-,25.755,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,2291.6,1836,2301.9,-,-,-,-,23.388,19.342,25.755,-,-,-,-,Kritsana N.,Teerasak W.,TIS,GLOW,Variac/Fulke 189,89820090,5/3/2017,23,-,-,65,,0
VN85030801_2,1/29/2015,200,20.577,22.244,23.755,,,,-,14.851,16.187,17.553,-,-,17.974,19.647,21.939,,,0,0,0,,-,0,0,0,-,-,0,0,0,,,50,2.128,1.64,2.056,,,,,,-,,-,-,,,Mr. Chaiyasit J.,,"TIS Engineering & Service Co.,Ltd",GLOW SPP3,Variac/Fulke 189,8870053,1/29/2015,,,,,,0
VN85030801_2,10/16/2016,200,-,-,-,6-Mar,20.52,-,-,-,-,-,16.41,-,-,-,-,20.24,-,-,-,-,,-,-,-,-,,-,-,-,-,,-,50,2.28,1.815,2.279,-,-,-,-,20.52,16.41,20.24,-,-,-,,Mr. Anusit S,Mr. Teerasak Wanthong,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Variac/Fluke 189,89550211,3/16/2016,23,,,60,,0
VN85030801_2,4/29/2018,200,-,-,-,5-Mar,23.796,-,-,-,-,-,19.931,-,-,-,-,26.813,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,50,2353,1858,2332,-,-,-,-,23.796,19.931,26.813,-,-,-,-,Kritsana N.,Teerasak W.,TIS,GLOW,Variac/Fulke 189,89820090,5/3/2017,23,-,-,65,,0
VN85040201_1,5/21/2013,200,10.461,11.281,12.209,-,-,-,-,13.275,14.322,15.502,-,-,13.107,14.162,15.355,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2698,2305,3006,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,59,,0
VN85040201_1,1/5/2015,200,-,12.314,-,-,-,-,-,-,16.84,-,-,-,-,13.861,-,-,-,-,9.16,-,-,-,-,17.58,-,-,-,-,2.13,-,-,-,50,2755,2174,2816,-,-,-,-,-,-,-,-,-,-,-,Mr. Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,56,,17.58
VN85040201_1,1/15/2017,200,-,11.797,-,-,-,-,-,-,14.416,-,-,-,-,14.224,-,-,-,-,4.57,-,-,-,-,0.66,-,-,-,-,0.44,-,-,-,50,2656,2121,2660,-,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak Ph.,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,88700532,9/30/2016,25,-,-,44,,4.57
VN85040201_1,1/15/2019,200,-,11.492,-,-,-,-,-,-,14,-,-,-,-,14.39,-,-,-,-,1.87,-,-,-,-,2.25,-,-,-,-,1.61,-,-,-,50,2816,2758,2126,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,22,,,68,,2.25
VN85040201_2,5/20/2013,200,9.59,10.34,11.46,-,-,-,-,13.2,14.49,15.96,-,-,12.18,13.13,14.36,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2800,2190,2770,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,59,,0
VN85040201_2,1/4/2015,200,-,9.984,-,-,-,-,-,-,12.429,-,-,-,-,13.029,-,-,-,-,3.44,-,-,-,-,14.22,-,-,-,-,0.77,-,-,-,50,2764,2150,2732,-,-,-,-,-,-,-,-,-,-,-,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,25,-,-,58,,14.22
VN85040201_2,1/6/2017,200,-,10.521,-,-,-,-,-,-,12.801,-,-,-,-,13.54,-,-,-,-,1.75,-,-,-,-,11.66,-,-,-,-,3.12,-,-,-,50,2699,2136,2682,-,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak Ph.,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Variac/Fulke189,88700532,9/30/2016,25,-,-,44,,11.66
VN85040201_2,1/6/2019,200,-,11.822,-,-,-,-,-,-,14.734,-,-,-,-,15.576,-,-,-,-,4.25,-,-,-,-,1.68,-,-,-,-,4.61,-,-,-,50,2982,2283,2951,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,22,,,61,,4.61
VN85040201_3,1/5/2013,200,-,9.824,-,-,-,-,-,-,11.974,-,-,-,-,14.05,-,-,-,-,2.74,-,-,-,-,0.68,-,-,-,-,1.38,-,-,-,50,2745,2061,2665,-,-,-,-,-,-,-,-,-,-,-,Mr.Narongchai Singngoi,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,26,-,-,56,,2.74
VN85040201_3,5/21/2013,200,8.753,9.562,10.434,-,-,-,-,11.069,12.056,13.134,-,-,12.732,13.859,15.183,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2754,2051.6,2668.9,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit Sara,-,"TIS Engineering and Service Co., Ltd",-,Variac/Fulke189,8870053,,29,-,-,43,,0
VN85040201_3,1/15/2017,200,,9.73,-,-,-,-,-,,11.984,-,-,-,,12.047,-,-,-,,1.76,-,-,-,,0.6,-,-,-,,13.07,-,-,-,50,2585,2025,2566,-,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak Ph.,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Variac/Fulke189,88700532,9/30/2016,25,-,-,44,,13.07
VN85040201_3,1/15/2019,200,-,10.797,-,-,-,-,-,-,13.77,-,-,-,-,13.995,-,-,-,-,12.92,-,-,-,-,14.22,-,-,-,-,0.98,-,-,-,50,2929,2254,2905,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,24,,,60,,14.22
VN85040201_4,5/20/2013,200,7.91,8.42,9.96,-,-,-,-,9.71,10.41,11.66,-,-,11.21,12.11,13.93,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,3.321,2.571,3.322,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit S,-,8870053,-,Variac/Fluke 189,8870053,,-,-,-,-,,0
VN85040201_4,1/4/2015,200,-,8.993,-,-,-,-,-,-,11.724,-,-,-,-,10.866,-,-,-,-,6.81,-,-,-,-,12.62,-,-,-,-,10.27,-,-,-,50,2.663,2.056,2.697,-,-,-,-,-,-,-,-,-,-,-,Mr. Narongchai S,-,"TIS Engineering and Service co., Ltd",-,Variac/Fluke 189,8870053,,-,-,-,-,,12.62
VN85040201_4,1/6/2017,200,-,8.767,-,-,-,-,-,-,11.076,-,-,-,-,10.861,-,-,-,-,4.12,-,-,-,-,6.4,-,-,-,-,10.31,-,-,-,50,2.563,2.045,2.571,-,-,-,-,-,-,-,-,-,-,-,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,9/30/2016,25,-,-,44,,10.31
VN85040201_4,1/6/2019,200,-,9.646,-,,-,,-,-,12.701,-,-,-,-,12.469,-,-,-,-,2.4,-,-,-,-,2.34,-,-,-,-,2.96,-,-,-,50,2865,2201,2879,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,21.3,,,60.7,,2.96
VN85040202_1,5/27/2013,200,6.056,6.611,7.16,-,-,-,-,7.936,8.65,9.382,-,-,9.04,9.9,10.751,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2.225,1.753,2.237,-,-,-,-,-,-,-,-,-,-,-,Mr. Anusit S,-,"TIS Engineering and Service co., Ltd",-,Variac/Fluke 189,8870053,,-,-,-,-,,0
VN85040202_1,1/17/2017,200,-,6.494,-,-,-,-,-,-,8.06,-,-,-,-,8.059,-,-,-,-,1.77,-,-,-,-,6.82,-,-,-,-,18.6,-,-,-,50,2.014,1.626,2.011,-,-,-,-,-,-,-,-,-,-,-,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,9/30/2016,24,-,-,48,,18.6
VN85040202_1,1/19/2019,200,-,7.184,-,-,-,-,-,-,8.795,-,-,-,-,8.899,-,-,-,-,8.67,-,-,-,-,1.68,-,-,-,-,10.11,-,-,-,50,2516,1962,2439,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,29,,,53,,10.11
VN85040202_2,5/26/2013,200,4.926,5.756,6.213,-,-,-,-,6.173,7.236,7.968,-,-,6.826,7.335,8.012,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,"1,932",1.536,1.943,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,-,-,-,-,,0
VN85040202_2,1/10/2017,200,-,6.507,-,-,-,-,-,-,7.938,-,-,-,-,8.072,-,-,-,-,13.05,-,-,-,-,9.7,-,-,-,-,10.05,-,-,-,50,1.954,1.571,1.936,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,9/30/2016,25,-,-,42,,13.05
VN85040202_2,1/9/2019,200,-,7.616,-,,-,,-,-,9.42,-,-,-,-,9.574,-,-,-,-,1.81,-,-,-,-,1.99,-,-,-,-,2.56,-,-,-,50,2155,1712,2144,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,27.9,,,56.8,,2.56
VN85040204_1,5/21/2013,200,11.121,11.132,13.492,-,-,-,-,12.85,13.948,15.2,-,-,13.686,15.142,16.437,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2.561,2.042,2.551,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,-,"TIS Engineering and Service co., Ltd",-,Variac/Fluke 189,8870053,,-,-,-,-,,0
VN85040204_1,1/5/2015,200,-,13.377,-,-,-,-,-,-,15.841,-,-,-,-,15.647,-,-,-,-,20.17,-,-,-,-,13.57,-,-,-,-,3.34,-,-,-,50,2.741,2.116,2.724,-,-,-,-,-,-,-,-,-,-,-,Mr. Narongchai S,-,"TIS Engineering and Service co., Ltd",-,Variac/Fluke 189,8870053,,-,-,-,-,,20.17
VN85040204_1,1/15/2017,200,-,13.393,-,-,-,-,-,-,16.179,-,-,-,-,16.633,-,-,-,-,20.31,-,-,-,-,16,-,-,-,-,9.85,-,-,-,50,2.606,2.1,2.623,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,9/30/2016,25,-,-,44,,20.31
VN85040204_1,1/15/2019,200,-,13.237,-,-,-,-,-,-,16.509,-,-,-,-,17.05,-,-,-,-,0.8,-,-,-,-,8.02,-,-,-,-,0.54,-,-,-,50,2909,2182,2894,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,24,,,66,,8.02
VN85040204_2,5/20/2013,200,7.91,8.59,9.42,-,-,-,-,9.69,10.51,11.44,-,-,11.13,12.08,13.17,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,2.487,1.139,2.421,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,0
VN85040204_2,1/4/2015,200,-,8.982,-,-,-,-,-,-,10.729,-,-,-,-,12.076,-,-,-,-,4.56,-,-,-,-,2.08,-,-,-,-,0.03,-,-,-,50,2.511,1.963,2.433,-,-,-,-,-,-,-,-,-,-,,Mr. Narongchai S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,4.56
VN85040204_2,1/6/2017,200,-,9.019,-,-,-,-,-,-,11.036,-,-,-,-,11.316,-,-,-,-,4.99,-,-,-,-,5,-,-,-,-,6.32,-,-,-,50,2.407,1.911,2.406,-,-,-,-,-,-,-,-,-,--,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,9/30/2016,25,-,-,44,,6.32
VN85040204_2,1/6/2019,200,-,9.912,-,,-,,-,-,12.429,-,-,-,-,12.73,-,-,-,-,0.63,-,-,-,-,0.6,-,-,-,-,2.25,-,-,-,50,2643,2079,2652,-,-,-,-,-,-,-,-,-,-,-,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,22.1,,,63.1,,2.25
VN85042301_1,5/27/2013,200,13.537,14.637,15.829,-,-,-,-,18.148,19.589,21.371,-,-,18.241,20.01,21.774,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,4.737,3.593,4.675,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,0
VN85042301_1,1/17/2017,200,-,15.106,-,-,-,-,-,-,18.891,-,-,-,-,18.885,-,-,-,-,3.2,-,-,-,-,3.56,-,-,-,-,5.62,-,-,-,50,4.247,3.323,4.224,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,9/30/2016,26,-,-,40,,5.62
VN85042301_1,1/19/2019,200,-,16.883,-,,-,,-,-,20.996,-,-,-,-,21.162,-,-,-,-,7.97,-,-,-,-,7.18,-,-,-,-,5.76,-,-,-,50,5000,3882,4895,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,28,,,48,,7.97
VN85042301_2,5/26/2013,200,35.262,33.225,29.867,-,-,-,-,50.68,48.637,46.323,-,-,56.93,47.47,45.892,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,20,5.175,4.026,5.176,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,0
VN85042301_2,1/10/2017,200,-,12.305,-,-,-,-,-,-,16.269,-,-,-,-,15.478,-,-,-,-,62.96,-,-,-,-,66.55,-,-,-,-,67.39,-,-,-,50,3.893,3.098,3.906,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,10/30/2016,26,-,-,41,,67.39
VN85042301_2,1/9/2019,200,-,14.44,-,-,-,-,-,-,19.019,-,-,-,-,18.429,-,-,-,-,1.51,-,-,-,-,2.05,-,-,-,-,0.22,-,-,-,50,4418,3431,4461,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,22,,,60,,2.05
VN85042302_1,6/7/2013,200,5.725,6.428,6.812,-,-,-,-,8.291,8.982,9.868,-,-,8.404,9.113,9.957,-,-,0,0,0,-,-,-,0,0,-,-,0,0,0,-,-,50,2.265,1.556,2.371,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Variac/Fluke 189,8870053,,,,,,,0
VN85042302_1,1/13/2017,200,-,6.737,,-,-,-,-,-,8.19,,-,-,-,8.238,,-,-,-,4.81,,-,-,-,8.82,,-,-,-,9.6,,-,-,50,1.949,1.572,1.943,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,9/30/2016,24,,,47,,9.6
VN85042302_1,1/10/2019,200,-,7.606,-,,-,,-,-,10.119,-,-,-,-,10.379,-,-,-,-,2.4,-,-,-,-,0.64,-,-,-,-,2.63,-,-,-,50,2396,1705,2385,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,24,,,74,,2.63
VN85042302_2,6/7/2013,200,5.751,6.479,6.913,-,-,-,-,8.809,9.894,10.563,-,-,8.194,8.893,9.758,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,50,1.304,1.5,2.334,,,,,-,-,-,-,-,-,,Mr. Anusit S,,TIS,,Variac/Fluke 189,8870053,,,,,,,0
VN85042302_2,1/18/2017,200,-,6.597,-,-,-,-,-,-,8.035,-,-,-,-,8.092,-,-,-,-,1.82,-,-,-,-,18.79,-,-,-,-,9.01,-,-,-,50,1.957,1.561,1.939,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak K,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Variac/Fluke 189,88700532,9/30/2016,24,-,-,47,,18.79
VN85042302_2,1/21/2019,200,-,7.373,-,,-,,-,-,9.647,-,-,-,-,9.908,-,-,-,-,13.8,-,-,-,-,2.5,-,-,-,-,11.41,-,-,-,50,2685,1913,2592,-,-,-,-,-,-,-,-,-,-,,Kritsana N.,Jakkit C.,TIS,GHECO-ONE,TESTRANO 600,DA212X,4/19/2019,25.5,,,68,,13.8
