SERIAL_NUMBER,DATE,TEST_VOLTAGE,H1MAX,H1CENTER,H1MIN,H1TAP1,H1NO1,H1TAP2,H1NO2,H2MAX,H2CENTER,H2MIN,H2NO1,H2NO2,H3MAX,H3CENTER,H3MIN,H3NO1,H3NO2,ERRH1MAX,ERRH1CENTER,ERRH1MIN,ERRH1TAP1,ERRH1TAP2,ERRH2MAX,ERRH2CENTER,ERRH2MIN,ERRH2TAP1,ERRH2TAP2,ERRH3MAX,ERRH3CENTER,ERRH3MIN,ERRH3TAP1,ERRH3TAP2,XTESTV,X1,X2,X3,YTESTV,Y1,Y2,Y3,H1COM1,H2COM1,H3COM1,H1COM2,H2COM2,H3COM2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR
42100325,8/20/2019,3000,80.936,,,,,,,33.958,,,,,73.735,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,191043915,Mr. Jirasak S.,Mr. Phimchart P.,GLOW-CMT,GLOW-CMT,TESTRANO 600,DA193X,2/16/2018,33,35,35,52,,0
42754,11/11/2016,200,-,-,-,4,13.422,-,-,-,-,-,12.571,-,-,-,-,14.92,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,37.837,25.951,30.999,-,-,-,-,13.422,12.571,14.92,-,-,-,,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,3/16/2016,34,36,-,53,,0
42754,8/21/2020,6000,-,-,-,-,-,4,59.994,-,-,-,-,26.443,-,-,-,-,55.888,-,-,-,-,0.16,-,-,-,-,0.16,-,-,-,-,0.16,-,-,-,-,-,-,-,-,-,-,-,59.9,26.4,55.8,191044990,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,,35,35,35,57,,0.16
42755,11/24/2016,200,-,-,-,4,14.2,-,-,-,-,-,12.2,-,-,-,-,13.9,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,78.8,57.7,68.6,-,-,-,-,14.2,12.2,13.9,-,-,-,-,Anusit S.,Chanin S.,TIS,GLOW,Variac/Fulke 189,88700532,3/16/2016,33,34,34,61,,0
42755,7/10/2019,2000,-,-,-,4,45.959,-,-,-,-,-,21.464,-,-,-,-,41.82,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,200,54.127,24.049,67.23,-,-,-,-,45.959,21.464,41.82,-,-,-,191019511,Jirasak S.,,GLOW,,TESTRANO 600,DA193X,2/16/2018,31,40,40,61,,0
4612314,4/1/2015,200,3.05,3.603,4.348,-,-,-,-,3.852,4.586,5.553,-,-,4.241,5.011,6.047,-,-,42.65,42.2,41.6,-,-,59.12,59,59.79,-,-,27.64,27.85,27.37,-,-,200,29.357,20.996,26.703,-,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Variac/Fulke 189,89550211,,-,-,-,-,,59.79
4612314,2/17/2018,200,5.318,6.234,7.445,-,-,-,-,9.423,11.185,13.81,-,-,5.861,6.945,8.326,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,200,38.974,33.201,51.64,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Variac/Fulke 189,88700531,3/3/2017,31,36,32,70,,0
4710343,3/6/2012,200,6.738,7.32,7.98,2,7.026,4,7.676,4.633,5.018,5.521,4.828,5.269,5.566,6.05,6.631,5.78,6.31,,,,,,,,,,,,,,,,200,123.2,147.2,184.4,,,,,,,,,,,,,,,,,,,,,,,,0
4710343,10/27/2015,200,3.88,4.165,4.49,,-,,-,3.002,3.248,3.559,-,-,3.817,4.313,4.44,-,-,42.42,43.1,43.73,-,-,35.2,35.27,35.54,-,-,31.42,28.71,33.04,-,-,200,59.49,76.3,79.95,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Kittichai S.,TIS,GLOW,Variac/Fulke 189,89830230,,-,-,-,-,,43.73
4710344,7/2/2015,200,5.472,5.913,6.421,-,-,-,-,4.187,4.503,4.886,-,-,5.493,5.931,6.431,-,-,26.37,25.67,21.98,-,-,15.6,16.9,11.73,-,-,26.68,26.3,22.71,-,-,200,81,114.47,113.23,-,-,-,-,-,-,-,-,-,-,-,Thanongsak P.,Rapee W.,TIS,GLOW,Variac/Fulke 189,-,3/9/2015,-,-,-,-,,26.68
4710345,3/3/2012,200,3.01,3.305,3.613,2,3.151,4,3.457,2.288,2.477,2.715,2.354,2.598,2.759,3.014,3.331,2.88,3.159,,,,,,,,,,,,,,,,200,57.33,79.45,70.7,,,,,,,,,,,,,,,,,,,,,,,,26.28
4710345,7/8/2013,200,7.865,8.517,9.417,2,8.167,4,9.001,5.297,5.713,6.469,5.462,6.054,7.78,8.468,9.383,8.118,8.891,,,,,,,,,,,,,,,,200,140.41,201.11,180.79,,,,,,,,,,,,,,,,,,,,,,,,181.99
4710345,2/22/2015,200.19,3.0592,3.346,3.6625,2,3.2139,4,3.4963,2.7183,2.9676,3.2507,2.8344,3.1018,4.1316,4.5186,4.9698,4.3054,4.7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.92
4710345,12/7/2016,200,2.8,3.03,3.309,,,,,2.37,2.48,2.701,,,3.017,3.298,4.3,,,6.98,8.32,1.11,,,3.58,0.12,8.98,,,9.35,9.42,4.84,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Variac / Fluke 189,88700532,12/7/2016,34,36,38,68,,9.42
4710345,8/20/2020,10000,-,44.355,-,-,-,-,-,-,30.788,-,-,-,-,44.829,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191044989,Mr.Pimchart P.,,GPSC,,TESTRANO 600,DA193X,,33,34,34,56,,0
4710346,3/5/2012,200,4.306,4.669,5.098,2,4.479,4,4.868,3.889,4.261,4.69,4.078,4.468,4.343,4.694,5.131,4.495,4.909,,,,,,,,,,,,,,,,200,120.45,126.55,124.47,,,,,,,,,,,,,,,,,,,,,,,,0
4710346,9/3/2013,200,3.348,3.627,3.974,2,3.473,4,3.795,2.418,2.624,2.866,2.507,2.744,3.513,3.816,4.174,3.657,3.987,,,,,,,,,,,,,,,,200,61.1,93.5,88.65,,,,,,,,,,,,,,,,,,,,,,,,38.89
4710346,4/29/2015,,,,,5,3.1876,,,,,,3.1876,,,,,2.2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710347,1/21/2014,200,7.728,8.361,9.36,2,8.015,4,8.808,5.778,6.213,6.297,5.962,6.546,7.15,7.699,8.588,7.369,8.115,,,,,,,,,,,,,,,,200,198.1,175.66,198,,,,,,,,,,,,,,,,,,,,,,,,166.78
4710347,3/22/2015,200.86,3.7788,4.0825,4.4358,2,3.9304,4,4.2451,3.134,3.3795,3.6685,3.2478,3.517,4.4295,4.8189,5.2316,4.6235,5.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26
4710347,9/5/2017,200,,,4.29,,,,,,,3.33,,,,,4.28,,,,,5.08,,,,,1.46,,,,,11.18,,,200,59.61,82.6,80,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Variac / Fluke 189,21070063,3/1/2017,34,39,39,57,,1
4710347,8/27/2019,10,-,58.211,-,,-,,-,--,43.868,-,-,-,-,57.488,-,-,--,-,0,-,-,-,-,0,-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191045321,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,31,34,34,61,,0.07
4710348,2/24/2014,200,3.987,4.26,4.63,2,4.089,4,4.442,3.08,3.349,3.602,3.099,3.392,4.18,3.398,4.903,4.238,4.689,,,,,,,,,,,,,,,,200,60.96,88.14,80.57,,,,,,,,,,,,,,,,,,,,,,,,29.69
4710348,1/11/2015,200.1,4.4326,4.8274,5.265,2,4.6388,4,5.0501,3.2951,3.5667,3.9402,3.4204,3.7205,4.0444,4.3181,4.7092,4.1609,4.5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18
4710348,8/1/2017,200,3.987,5.049,4.8274,,,,,3.08,3.919,3.5667,,,4.18,4.833,4.3181,,,,0,,,,,0,,,,,0,,,,200,73.46,91.61,95.27,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Variac / Fluke 189,21070063,3/1/2017,34,39,40,61,,0
4710348,8/13/2022,10,,46.78,,,,,,,33.8,,,,,46.95,,,,,0,,,,,0.01,,,,,0,,,,,,,,,,,,,,,,,,,Mr.Jirasak S.,,GPSC,,Testrano 600,DA212X,,34,33,33,56,,0.01
4710348,9/18/2024,10000,-,48.178,-,-,-,-,-,-,34.107,-,-,-,-,47.744,-,-,-,-,2.99,-,-,-,-,0.91,-,-,-,-,1.69,-,-,-,,-,-,-,-,-,-,,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,,34,36,36,66,,2.99
4710349,7/19/2014,200,12.186,13.44,14.91,2,12.702,4,14.115,6.635,7.236,7.979,7.236,7.584,7.361,8.013,8.749,7.71,8.374,,,,,,,,,,,,,,,,200,153.7,165.7,227.6,,,,,,,,,,,,,,,,,,,,,,,,0
4710349,2/2/2015,200.6,4.4089,4.7331,5.1453,2,4.5604,4,4.9405,3.2963,3.5168,3.8228,3.3873,3.671,4.1347,4.492,4.8779,4.3162,4.6874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.49
4710349,10/7/2017,,12.2,13.44,14.9,,,,,6.635,7.236,7.9,,,7.3,8,8.7,,,,0,,,,,0,,,,,0,,,,200,73.1,100.3,84.7,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Variac / Fluke 87.5,39270254,7/1/2017,36,34,34,46,,0.99
4710349,7/7/2021,10000,-,50.275,-,,-,,-,-,35.239,-,-,-,-,50.644,-,-,-,-,0,-,-,-,-,0,-,,,-,0,-,,,-,-,-,-,-,-,-,-,-,,,-,,,211023163,Mr. Jirasak S.,,GPSC,,TESTRANO 600,DA 193X,2/18/2018,33,32,32,60,,0
4710349,8/17/2023,10,,51.563,,,,,,,35.332,,,,,50.671,,,,,2.56,,,,,0.26,,,,,0.05,,,,,,,,,,,,,,,,,,,Prawit Nakrob,Pimchart P.,Hitachi Energy,GPSC,TESTRANO 600,CH158W,,,32,32,65,,2.56
4710350,6/10/2013,200,3.846,4.093,4.629,2,3.916,4,4.364,2.981,3.239,3.641,3.091,3.392,4.062,4.424,4.062,4.631,4.193,,,,,,,,,,,,,,,,200,57.24,80.02,78.67,,,,,,,,,,,,,,,,,,,,,,,,26.39
4710350,11/23/2016,200,,5.262,,,,,,,4.693,,,,,5.776,,,,,9.9,,,,,25.28,,,,,26.44,,,,200,68.25,96.45,81.08,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Variac / Fluke 189,88700532,3/16/2016,34,36,38,68,,26.44
4710350,12/23/2016,200,,5.262,,,,,,,4.693,,,,,5.776,,,,,9.9,,,,,25.28,,,,,26.44,,,,200,68.25,96.45,81.08,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Variac / Fluke 189,88700532,3/16/2016,34,36,38,68,,2.02
4710350,7/9/2019,10000,-,43.88,-,-,-,-,-,-,34.885,-,-,-,-,47.95,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,200,95.731,108.928,148.869,-,-,-,-,-,-,-,-,-,-,191019505,Jirasak S.,,GLOW,,TESTRANO 600,DA193X,2/16/2018,32,37,38,60,,0
4711343,1/14/2019,200,3.657,4.327,5.211,,,,,4.012,4.707,5.624,,,5.237,6.173,7.406,,,0,0,0,,,0,0,0,,,0,0,0,,,200,18.598,12.104,19.409,,,,,,,,,,,181100891,Jirasak S.,,GLOW CMT,,TESTRANO 600,DA193X,2/16/2018,31,38,38,64,,0
4711343,9/16/2024,6000,38.034,45.502,57.861,,,,,16.02,19.856,25.166,,,34.173,40.728,49.931,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,Mr. Polasart T.,,HITACHI,,TESTRANO 600,CH158W,,33,33,33,64,6 Year PM Transformer,0
4803167,10/8/2023,3000,-,96.3,-,-,-,-,-,-,71.35,-,-,-,-,95.29,-,-,-,-,0.31,-,-,-,-,0.49,-,-,-,-,0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Aekkarat M.,Hitachi Energy,GPSC,,,,,,,,,0.49
4803168,5/28/2022,2500,-,258.765,-,-,-,-,-,-,109.931,-,-,-,-,262.222,-,-,-,-,0.3,-,-,-,-,0.85,-,-,-,-,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Patchayanon M.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,30,40,40,71,,0.85
4803321,5/28/2022,5000,-,-,-,4,189.297,-,-,-,-,-,93.395,-,-,-,-,189.783,-,-,-,-,0,-,-,-,-,0.1,-,-,-,-,0,-,-,-,-,-,-,-,-,-,189.29,93.3,189.78,-,-,-,,Mr.Wasu Th.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,30,40,32,59,,0.1
4803321,4/30/2025,3000,-,-,-,4,68.87,,,-,-,-,31.029,,-,-,-,69.33,,-,-,-,0.1,,-,-,-,0.09,,-,-,-,0.04,,,,,,,,,,68.8,31,69.3,,,,,Mr.Nattapong M.,Mr.Pornpong S.,Hitachi Energy,GPSC,,,,,,,,,0.1
4810106,5/25/2022,10000,-,56.32,-,-,-,-,-,-,40.25,-,-,-,-,56.18,-,-,-,-,0.01,-,-,-,-,0,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,33,38,38,62,,0.01
4810106,3/20/2025,10000,-,58.067,-,-,-,-,-,-,40.89,-,-,-,-,57.63,-,-,-,-,3.09,-,-,-,-,1.59,-,-,-,-,2.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,DA193X,10/9/2024,,,,,,3.09
4811735,10/7/2023,10000,-,83.913,-,,-,,-,-,60.188,-,-,-,-,86.315,-,-,-,-,0.87,-,-,-,-,0.01,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Jirasak Suksakun,Mr.Sittipong K.,GPSC,GPSC,TESTRANO 600,DA193X,8/27/2021,31,30,30,73,,0.87
4902687,10/9/2023,6000,-,-,-,4,144.99,-,-,-,-,-,105,-,-,-,-,143.852,-,-,-,-,0.69,-,-,-,-,0,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,144,105,143,-,-,-,,Mr.Prawit N.,Mr.Aekkarat M.,Hitachi Energy,GPSC,,,,,,,,,0.69
4912019,5/1/2020,200,-,-,-,2,3.257,-,-,-,-,-,2.511,-,-,-,-,3.16,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,3.257,2.511,3.16,-,-,-,,Mr.Pisit,Mr.Waranon,TIRATHAI PLC,GPSC,Fluke 8808A,323-018-B0,,-,34,34,-,,0
4912019,2/22/2024,10000,-,-,-,2,33.269,-,-,-,-,-,23.84,-,-,-,-,33.645,-,-,-,-,0.82,-,-,-,-,3.65,-,-,-,-,1.95,-,-,-,-,-,-,-,-,-,33,23,33,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,12/25/2023,37,33,33,54,,3.65
4912019,3/4/2024,10000,-,-,-,2,34.9,-,-,-,-,-,24.1,-,-,-,-,34.86,-,-,-,-,5.76,-,-,-,-,4.78,-,-,-,-,5.64,-,-,-,-,-,-,-,-,-,33,23,33,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,12/25/2023,30,30,30,60,,5.76
4912020,6/26/2020,200,-,-,-,2,3.137,-,-,-,-,-,2.645,-,-,-,-,3.705,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,3.137,2.645,3.705,-,-,-,,Mr.Phitsanu,Mr.Anusorn,TIRATHAI PLC,GPSC,Megger TRAX 220,1800333,,28,30,30,95.3,,0
4912020,7/14/2024,10000,-,-,-,2,34.34,-,-,-,-,-,24.28,-,-,-,-,34.1,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,34.34,24.28,34.1,-,-,-,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2021,32,42,42,58,,0
4912021,10/25/2023,10000,-,-,-,-,-,2,34.68,-,-,-,-,25.29,-,-,-,-,34.91,-,-,-,-,0.23,-,-,-,-,0.36,-,-,-,-,0.03,-,-,-,-,-,-,-,-,-,-,-,34.6,25.2,34.9,,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,8/27/2023,34,33,33,58,,0.36
4912022,10/6/2023,200,13.98,16.954,21.046,-,-,-,-,10.381,12.589,15.658,-,-,14.213,17.212,21.417,-,-,0.58,0.32,0.22,-,-,0.79,0.71,0.37,-,-,0.09,0.07,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,32,40,38,69,,0.79
4912023,10/13/2023,200,14.535,17.586,21.942,-,-,-,-,10.858,13.07,16.128,-,-,14.686,17.769,22.14,-,-,0.03,0.03,0.01,-,-,0.07,0,0.05,-,-,0.04,0.05,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,38,36,36,49,,0.07
5000574,10/5/2023,2000,-,309.612,-,-,-,-,-,-,136.599,-,-,-,-,313.469,-,-,-,-,0.2,-,-,-,-,0.44,-,-,-,-,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,35,34,34,63,,0.44
5000574,11/20/2025,3000,-,84.039,-,,-,,-,-,38.359,-,-,-,-,87.088,-,-,-,-,0.05,-,-,-,-,0.94,-,-,-,-,0.1,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Kongsak K.,Mr.Panya L.,Hitachi Energy,GPSC,,,,,,,,,0.94
5000575,10/5/2023,2000,-,341.926,-,-,-,-,-,-,132.844,-,-,-,-,310.84,-,-,-,-,0.27,-,-,-,-,0.64,-,-,-,-,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,37,35,34,56,,0.64
5000575,11/15/2025,3000,-,83.668,-,,-,,-,-,38.354,-,-,-,-,87.022,-,-,-,-,0.8,-,-,-,-,0.93,-,-,-,-,0.03,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Kongsak K.,Mr.Panya L.,Hitachi Energy,GPSC,TESTRANO 600,,,30,36,36,65,,0.93
5000576,10/25/2023,2000,-,435.28,-,-,-,-,-,-,316.87,-,-,-,-,423.91,-,-,-,-,0.06,-,-,-,-,0.28,-,-,-,-,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,34,34,34,63,,0.28
5000576,11/15/2025,3000,-,84.337,-,,-,,-,-,38.312,-,-,-,-,87.304,-,-,-,-,0.4,-,-,-,-,0.82,-,-,-,-,0.35,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Kongsak K.,Mr.Panya L.,Hitachi Energy,GPSC,TESTRANO 600,,,30,36,36,65,,0.82
5000577,10/23/2023,2000,-,442.094,-,-,-,-,-,-,324.627,-,-,-,-,437.71,-,-,-,-,0.02,-,-,-,-,0.19,-,-,-,-,0.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Tanapat In.,TIS,GPSC,TESTRANO 600,GA635A,3/9/2023,34,35,35,64,,0.19
5000577,11/15/2025,3000,-,92.992,-,,-,,-,-,40.213,-,-,-,-,88.176,-,-,-,-,1.08,-,-,-,-,0.53,-,-,-,-,0.2,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Kongsak K.,Mr.Panya L.,Hitachi Energy,GPSC,TESTRANO 600,,,30,36,36,65,,1.08
5001700,1/31/2022,2500,-,177.37,-,,-,,-,-,79.321,-,-,-,-,172.97,-,-,-,-,0.21,-,-,-,-,0.41,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Worapon J.,Mr.Aekkarat M.,TIS,GPSC,TESTRANO 600,GA635A,1/15/2021,33,32,32,60,,0.41
5001700,1/31/2025,3000,-,38.38,-,-,-,-,-,-,16.36,-,-,-,-,37.97,-,-,-,-,1,-,-,-,-,2.25,-,-,-,-,0.08,-,-,-,,,,,,,,,-,-,-,-,-,-,,Mr.Polasart T.,Mr.Panya,Hitachi Energy,GPSC,TESTRANO 600,,,32,32,32,44,,2.25
5001766,7/16/2021,3000,-,48.592,-,,-,,-,-,21.871,-,-,-,-,49.171,-,-,-,-,1.23,-,-,-,-,4.15,-,-,-,-,0.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Waranon T.,TIS,GPSC,TESTRANO 600,GA635A,1/15/2021,34,32,32,72,,4.15
5001769,7/15/2021,5000,-,165.904,-,-,-,-,-,-,88.045,-,-,-,-,178.047,-,-,-,-,0.55,-,-,-,-,0.05,-,-,-,-,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Tanasak K.,Mr.Waranon T.,TIS,GPSC,TESTRANO 600,GA635A,1/15/2021,,,,,,0.55
5011857,5/6/2018,200,-,22.682,-,-,-,-,-,-,16.969,-,-,-,-,23.131,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0.04,-,-,-,200,287.38,238.38,354.93,-,-,-,-,-,-,-,-,-,-,-,Mr.Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Variac/Fulke 189,87830011,7/27/2017,32,41,41,67,,0.04
5011858,1/29/2015,200,20,22.67,26.7,1L,22.3,1R,23.15,28.09,32.35,38,31.62,32.87,23.53,27.05,31.08,26.53,27.59,,,,,,,,,,,,,,,,200,211.9,177.5,250.2,,,,,,,,,,,,Mr. Sahanon K,Mr. Komsan K,,,,,,30.8,38,38,53,,111.44
5011858,10/18/2016,200,45.454,52.086,60.758,-,-,-,-,51.158,60,71.683,-,-,59.782,68.756,79.13,-,-,127.27,129.76,127.56,-,-,82.12,86.05,88.64,-,-,154.07,154.18,154.6,-,-,200,404.5,291.3,346.3,-,-,-,-,-,-,-,-,-,-,-,Anusit S.,Mr. Weerachai Kulala,TIS,GLOW,Variac/Fulke 189,89550211,3/16/2016,31,32,34,68,,154.6
5011858,5/5/2018,200,21.723,25.017,29.277,-,-,-,-,23.339,27.017,31.998,-,-,30.226,34.719,40.109,-,-,8.61,10.35,9.65,-,-,16.91,16.23,15.79,-,-,28.46,28.35,29.05,-,-,200,255.4,187.41,211.15,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Variac/Fulke 189,87830011,7/27/2017,34,34,34,63,,29.05
5011858,5/9/2021,10000,347.67,405.04,477.83,-,-,-,-,126.48,147.44,173.77,-,-,344.037,400.81,472.97,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,211003692,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,2/16/2018,35,34,34,61,,0
50310092,2/27/2019,10000,-,-,-,2,14.859,-,-,-,-,-,6.245,-,-,-,-,14.605,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,14.859,6.245,14.605,-,-,-,,Jirasak S.,Pimchart P.,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2/16/2018,33,35,35,51,,0
508038,11/15/2016,200,1.828,2.156,2.813,9,2.116,11,2.232,1.39,1.619,2.048,1.602,1.719,1.702,2.039,2.618,2.001,2.132,0,0,8.86,0,0,0,0,30.45,0,0,0,0,1.32,0,0,200,11.78,7.546,10.86,,,,,2.116,1.602,2.001,2.232,1.719,2.132,,Mr.Anusit Sara,Mr.Chanin Sornbunthong,,,Variac/ Fluke 189,88700532,9/30/2015,39,40,40,54,,3.96
508038,10/8/2020,10000,32.592,43.141,60.95,2,33.577,3,34.678,26.16,33.381,45.338,26.744,27.487,33.395,43.962,61.852,34.382,35.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,33.577,26.744,34.382,34.678,27.487,35.485,201007511,Mr.Jirasak S.,,NHT/NRV,,TESTRANO 600,DA193X,2/16/2018,27,34,34,70,,0
508038,12/24/2023,10,28.201,37.317,52.31,,,,,22.757,28.789,39.066,,,29.35,38.365,53.735,,,13.47,13.5,14.18,,,13.01,13.76,13.83,,,12.11,12.73,13.12,,,,,,,,,,,,,,,,,,Mr. Methee Meechitti,Mr. Methee Meechitti,GPSC,GPSC,TESTRANO 600,DA193X,2/18/2018,32,32,32,50,,14.18
510049,4/1/2015,10000,225.887,127.31,98.744,,,,,218.269,131.152,106.41,,,223.992,126.094,98.627,,,0,0,0,,,0,0,0,,,0,0,Infinity,,,10000,53.871,44.175,52.802,,,,,,,,,,,,Mr. Thanongsak Pigunkaew,,TIS Engineering and Service Co. Ltd,,DOBLE / M4100,,,,,,,,0
510049,7/18/2017,200,1.029,1.219,1.657,,,,,0.828,0.99,1.368,,,1.091,1.319,1.803,,,0,0,0,,,0,0,0,,,0,0.23,0,,,200,3.593,3.004,3.948,,,,,,,,,,,,Mr.Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Variac / Fluke 189,89550211,3/3/2017,34,33,32,65,,0.23
510049,8/31/2019,10000,23.19,27.863,38.708,,-,,-,15.735,20.476,31.437,-,-,27.337,30.655,40.942,-,-,0.04,0.01,0.02,-,-,0.22,0.03,0.12,-,-,0.14,0.02,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191036006,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,29,39,39,71,,0.22
510049,2/5/2025,10,16.217,18.169,24.372,,,,,9.312,10.03,14.342,,,16.572,18.922,25.504,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,Mr. Pimchat P.,,GPSC,,TESTRANO 600,DA193X,10/9/2025,31,31,31,60,,0
